design,era,time,strategy,fpn1,fpn2,mau1,mau2,cash_flow,acq_cost,npv,fpn1_avg,fpn1_vol,fpn2_avg,fpn2_vol,cash_avg,cash_vol
6,2,8,2,0,0,0.34417,0.34417,19.013,247.06,-7.6259,33.667,404,33.667,404,4.7797,548.1
6,2,9,2,0,0,0.34417,0.34417,19.013,247.06,-7.6259,33.667,404,33.667,404,4.7797,548.1
6,2,10,2,0,0,0.34417,0.34417,19.013,247.06,-7.6259,33.667,404,33.667,404,4.7797,548.1
6,2,11,2,0,0,0.34417,0.34417,19.013,247.06,-7.6259,33.667,404,33.667,404,4.7797,548.1
6,2,12,2,101,101,0,0,0,247.06,-7.6259,33.667,404,33.667,404,4.7797,548.1
6,2,13,2,0,0,0.42129,0.42129,0.40801,247.06,-7.6259,33.667,404,33.667,404,4.7797,548.1
6,2,14,2,0,0,0.42129,0.42129,6.408,247.06,-7.6259,33.667,404,33.667,404,4.7797,548.1
6,2,15,2,0,0,0.42129,0.42129,6.408,247.06,-7.6259,33.667,404,33.667,404,4.7797,548.1
6,2,16,2,0,0,0.42129,0.42129,6.408,247.06,-7.6259,33.667,404,33.667,404,4.7797,548.1
6,2,17,2,0,0,0.42129,0.42129,6.408,247.06,-7.6259,33.667,404,33.667,404,4.7797,548.1
6,2,18,2,0,0,0.45688,0.45688,8.6835,247.06,-7.6259,33.667,404,33.667,404,4.7797,548.1
6,2,19,2,0,0,0.45688,0.45688,10.684,247.06,-7.6259,33.667,404,33.667,404,4.7797,548.1
6,2,20,2,0,0,0.45688,0.45688,10.684,247.06,-7.6259,33.667,404,33.667,404,4.7797,548.1
6,2,21,2,0,0,0.45688,0.45688,10.684,247.06,-7.6259,33.667,404,33.667,404,4.7797,548.1
6,2,22,2,0,0,0.45688,0.45688,10.684,247.06,-7.6259,33.667,404,33.667,404,4.7797,548.1
6,2,23,2,101,101,0,0,0,247.06,-7.6259,33.667,404,33.667,404,4.7797,548.1
6,2,24,2,101,101,0,0,0,247.06,-7.6259,33.667,404,33.667,404,4.7797,548.1
6,2,25,2,101,101,0,0,0,247.06,-7.6259,33.667,404,33.667,404,4.7797,548.1
6,2,26,2,101,101,0,0,0,247.06,-7.6259,33.667,404,33.667,404,4.7797,548.1
6,2,27,2,101,101,0,0,0,247.06,-7.6259,33.667,404,33.667,404,4.7797,548.1
6,2,28,2,101,101,0,0,0,247.06,-7.6259,33.667,404,33.667,404,4.7797,548.1
6,2,29,2,101,101,0,0,0,247.06,-7.6259,33.667,404,33.667,404,4.7797,548.1
6,2,30,2,101,101,0,0,0,247.06,-7.6259,33.667,404,33.667,404,4.7797,548.1
6,3,1,2,101,101,0,0,-250.27,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,2,2,0,0,0.44873,0.44873,60.229,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,3,2,0,0,0.44873,0.44873,59.229,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,4,2,0,0,0.44873,0.44873,59.229,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,5,2,0,0,0.44873,0.44873,59.229,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,6,2,0,0,0.44873,0.44873,59.229,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,7,2,0,0,0.44873,0.44873,60.229,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,8,2,0,0,0.44873,0.44873,59.229,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,9,2,0,0,0.44873,0.44873,59.229,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,10,2,0,0,0.44873,0.44873,59.229,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,11,2,0,0,0.44873,0.44873,59.229,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,12,2,0,0,0.45123,0.45123,17.156,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,13,2,0,0,0.45123,0.45123,30.156,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,14,2,0,0,0.45123,0.45123,30.156,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,15,2,0,0,0.45123,0.45123,30.156,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,16,2,0,0,0.45123,0.45123,30.156,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,17,2,0,0,0.5,0.5,-0.60034,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,18,2,0,0,0.5,0.5,0.39966,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,19,2,0,0,0.5,0.5,0.39966,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,20,2,0,0,0.5,0.5,0.39966,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,21,2,0,0,0.5,0.5,0.39966,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,22,2,101,101,0,0,0,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,23,2,101,101,0,0,0,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,24,2,101,101,0,0,0,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,25,2,101,101,0,0,0,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,26,2,101,101,0,0,0,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,27,2,101,101,0,0,0,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,28,2,101,101,0,0,0,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,29,2,101,101,0,0,0,247.06,154.79,33.667,202,33.667,202,16.093,400.73
6,3,30,2,101,101,0,0,0,247.06,154.79,33.667,202,33.667,202,16.093,400.73
