design_id,L,B,D,Crane,POB,Power,LWI,MP,Fuel,ROV,DP,PC,DFC,eco_friend,cost,closnesscentrality,betweenesscentrality,modularity_class,outdegree,fpn1,fpn2,fpn3,fpn4,fpn5,fpn6,fpn7,fpn8,fpn9,fpn10,fpn11,fpn12,fpn13,fpn14,fpn15,fpn16,fpn17,fpn18,fpn19,fpn20,fpn21,fpn22,fpn23,fpn24,fpn25,fpn26,fpn27,fpn28,fpn29,fpn30,fpn31,fpn32,fpn33,fpn34,fpn35,fpn36,fpn37,fpn38,fpn39,fpn40,fpn41,fpn42,fpn43,fpn44,fpn45,fpn46,fpn47,fpn48,fpn49,fpn50,fpn51,fpn52,fpn53,fpn54,fpn55,fpn56,fpn57,fpn58,fpn59,fpn60,fpn61,fpn62,fpn63,fpn64,fpn65,fpn66,fpn67,fpn68,fpn69,fpn70,fpn71,fpn72,fpn73,fpn74,fpn75,fpn76,fpn77,fpn78,fpn79,fpn80,fpn81,fpn82,fpn83,fpn84,fpn85,fpn86,fpn87,fpn88,fpn89,fpn90,fpn91,fpn92,fpn93,fpn94,fpn95,fpn96
29177,150,30,13,400,400,15000,300,1,0,0,1,1,2,1.0097,257.43,0.992,8.829,2,495,101,101,101,101,101,101,101,101,101,101,101,101,28.638,28.638,28.638,28.638,101,101,101,101,101,101,101,101,24.218,24.218,24.218,24.218,25.159,25.159,25.159,25.159,23.448,23.448,23.448,23.448,24.065,24.065,24.065,24.065,101,101,101,101,25.116,25.116,25.116,25.116,101,101,101,101,101,101,101,101,101,101,101,101,41.802,41.802,41.802,41.802,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
29238,150,30,8,800,250,25000,300,1,0,0,1,1,2,2.1289,251.36,0.967,7.221,2,482,101,101,101,101,101,101,101,101,101,101,101,101,28.35,28.35,28.35,28.35,101,101,101,101,101,101,101,101,22.441,22.441,22.441,22.441,23.313,23.313,23.313,23.313,21.546,21.546,21.546,21.546,22.112,22.112,22.112,22.112,101,101,101,101,23.191,23.191,23.191,23.191,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
29334,180,30,8,800,50,25000,600,1,0,0,1,1,2,1.6138,304.34,0.916,6.391,2,453,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,29.144,29.144,29.144,29.144,30.277,30.277,30.277,30.277,28.502,28.502,28.502,28.502,29.252,29.252,29.252,29.252,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,29.512,29.512,29.512,29.512,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
29470,120,30,13,400,400,15000,0,1,1,0,1,1,2,6.3938,216.28,0.996,8.393,2,497,101,101,101,101,101,101,101,101,101,101,101,101,19.813,19.813,19.813,19.813,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,16.313,16.313,16.313,16.313,101,101,101,101,101,101,101,101,101,101,101,101,28.85,28.85,28.85,28.85,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
29588,150,30,8,800,400,25000,0,1,1,0,1,1,2,7.3236,252.16,0.98,8.244,2,489,101,101,101,101,101,101,101,101,101,101,101,101,20.158,20.158,20.158,20.158,101,101,101,101,101,101,101,101,19.291,19.291,19.291,19.291,20.079,20.079,20.079,20.079,18.347,18.347,18.347,18.347,18.898,18.898,18.898,18.898,101,101,101,101,19.921,19.921,19.921,19.921,101,101,101,101,101,101,101,101,101,101,101,101,20.158,20.158,20.158,20.158,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
29609,150,30,8,400,50,15000,300,1,1,0,1,1,2,7.554,230.71,0.992,8.582,2,495,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,16.063,16.063,16.063,16.063,16.693,16.693,16.693,16.693,15.039,15.039,15.039,15.039,15.433,15.433,15.433,15.433,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,16.299,16.299,16.299,16.299,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
29637,120,30,8,400,250,15000,300,1,1,0,1,1,2,7.3873,219.46,0.996,8.468,2,497,101,101,101,101,101,101,101,101,101,101,101,101,19.541,19.541,19.541,19.541,101,101,101,101,101,101,101,101,101,101,101,101,16.305,16.305,16.305,16.305,101,101,101,101,101,101,101,101,101,101,101,101,16.048,16.048,16.048,16.048,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
29958,150,25,8,800,400,15000,0,1,0,1,1,1,2,2.6522,178.59,0.992,8.509,2,495,101,101,101,101,101,101,101,101,101,101,101,101,14.155,14.155,14.155,14.155,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,20.185,20.185,20.185,20.185,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
29961,150,30,8,800,400,15000,0,1,0,1,1,1,2,2.2738,190.64,0.99,8.306,2,494,101,101,101,101,101,101,101,101,101,101,101,101,16.798,16.798,16.798,16.798,8.111,8.111,8.111,8.111,8.317,8.317,8.317,8.317,13.612,13.612,13.612,13.612,14.141,14.141,14.141,14.141,12.551,12.551,12.551,12.551,101,101,101,101,11.678,11.678,11.678,11.678,13.916,13.916,13.916,13.916,101,101,101,101,101,101,101,101,101,101,101,101,23.631,23.631,23.631,23.631,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,11.648,11.648,11.648,11.648
30018,180,25,13,0,250,25000,0,1,0,1,1,1,2,1.6163,246.68,0.99,8.754,2,494,101,101,101,101,20.285,20.285,20.285,20.285,101,101,101,101,26.402,26.402,26.402,26.402,16.456,16.456,16.456,16.456,15.779,15.779,15.779,15.779,21.006,21.006,21.006,21.006,21.822,21.822,21.822,21.822,101,101,101,101,101,101,101,101,101,101,101,101,21.703,21.703,21.703,21.703,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,12.359,12.359,12.359,12.359,14.982,14.982,14.982,14.982,21.271,21.271,21.271,21.271,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
30270,150,30,8,0,50,25000,600,1,0,1,1,1,2,2.4432,281.75,0.956,6.866,2,476,101,101,101,101,26.77,26.77,26.77,26.77,101,101,101,101,101,101,101,101,21.486,21.486,21.486,21.486,101,101,101,101,27.014,27.014,27.014,27.014,28.064,28.064,28.064,28.064,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,27.355,27.355,27.355,27.355,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
30293,150,30,8,400,250,25000,600,1,0,1,1,1,2,2.0272,294.37,0.897,5.748,2,442,101,101,101,101,101,101,101,101,101,101,101,101,34.654,34.654,34.654,34.654,23.637,23.637,23.637,23.637,24.028,24.028,24.028,24.028,28.639,28.639,28.639,28.639,28.694,28.694,28.694,28.694,28.26,28.26,28.26,28.26,101,101,101,101,27.911,27.911,27.911,27.911,28.651,28.651,28.651,28.651,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,27.483,27.483,27.483,27.483
30486,120,25,13,400,250,25000,0,1,1,1,1,1,2,6.9694,257.06,0.988,8.843,2,493,101,101,101,101,101,101,101,101,101,101,101,101,27.501,27.501,27.501,27.501,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
30525,120,30,8,800,400,25000,0,1,1,1,1,1,2,7.2475,248.4,0.973,8.3,2,485,101,101,101,101,101,101,101,101,101,101,101,101,25.212,25.212,25.212,25.212,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,36.926,36.926,36.926,36.926,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
30550,150,30,13,400,50,15000,300,1,1,1,1,1,2,6.1997,286.59,0.971,8.037,2,484,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,101,101,101,101,101,101,101,101,14.703,14.703,14.703,14.703,101,101,101,101,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,20.158,20.158,20.158,20.158,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
30692,180,30,13,800,50,15000,600,1,1,1,1,1,2,5.208,361.23,0.852,5.589,2,412,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,0.05,0.05,0.05,0.05,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
30820,120,30,8,0,250,15000,0,0,0,0,0,0,3,3.8778,112.07,1,5.028,0,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,3.219,3.219,3.219,3.219,3.344,3.344,3.344,3.344,101,101,101,101,101,101,101,101,101,101,101,101,2.846,2.846,2.846,2.846,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,3.26,3.26,3.26,3.26,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
30921,150,25,8,400,50,25000,0,0,0,0,0,0,3,4.0218,152.74,1,7.59,2,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,7.829,7.829,7.829,7.829,8.134,8.134,8.134,8.134,6.539,6.539,6.539,6.539,6.711,6.711,6.711,6.711,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,7.928,7.928,7.928,7.928,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
30960,150,30,13,0,250,25000,0,0,0,0,0,0,3,2.3404,202.65,0.996,7.666,2,497,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,16.077,16.077,16.077,16.077,16.702,16.702,16.702,16.702,101,101,101,101,101,101,101,101,101,101,101,101,16.508,16.508,16.508,16.508,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,16.28,16.28,16.28,16.28,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
31063,120,25,8,800,50,15000,0,1,0,0,0,0,3,3.217,118.25,0.998,7.292,0,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,5.543,5.543,5.543,5.543,5.758,5.758,5.758,5.758,4.226,4.226,4.226,4.226,4.338,4.338,4.338,4.338,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,5.613,5.613,5.613,5.613,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
31086,120,25,13,0,250,15000,0,1,0,0,0,0,3,2.5383,132.16,1,7.531,2,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.235,8.235,8.235,8.235,8.489,8.489,8.489,8.489,101,101,101,101,101,101,101,101,101,101,101,101,8.197,8.197,8.197,8.197,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.339,8.339,8.339,8.339,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
31404,180,30,13,400,50,25000,300,1,0,0,0,0,3,0.87047,273.62,0.986,8.551,2,492,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,25.666,25.666,25.666,25.666,26.664,26.664,26.664,26.664,24.916,24.916,24.916,24.916,25.572,25.572,25.572,25.572,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,25.991,25.991,25.991,25.991,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
31405,150,25,8,800,50,25000,300,1,0,0,0,0,3,2.8426,203.89,0.994,8.67,2,496,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,15.551,15.551,15.551,15.551,16.155,16.155,16.155,16.155,14.553,14.553,14.553,14.553,14.936,14.936,14.936,14.936,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,15.747,15.747,15.747,15.747,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
31595,150,20,13,0,50,15000,0,0,1,0,0,0,3,8.6952,153.02,1,7.071,2,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,4.543,4.543,4.543,4.543,4.72,4.72,4.72,4.72,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,4.601,4.601,4.601,4.601,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
31600,120,30,13,0,50,15000,0,0,1,0,0,0,3,7.7367,168.38,1,6.772,2,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.773,8.773,8.773,8.773,9.114,9.114,9.114,9.114,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.884,8.884,8.884,8.884,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
31790,120,30,13,400,250,25000,0,0,1,0,0,0,3,7.2801,229.15,0.998,8.335,2,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,17.993,17.993,17.993,17.993,18.693,18.693,18.693,18.693,17.089,17.089,17.089,17.089,17.539,17.539,17.539,17.539,101,101,101,101,18.543,18.543,18.543,18.543,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,18.221,18.221,18.221,18.221,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
31823,120,25,8,400,400,25000,0,0,1,0,0,0,3,8.7521,186.67,0.996,7.165,0,497,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,10.704,10.704,10.704,10.704,11.12,11.12,11.12,11.12,9.488,9.488,9.488,9.488,9.738,9.738,9.738,9.738,101,101,101,101,10.787,10.787,10.787,10.787,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
31950,150,30,13,0,400,15000,0,1,1,0,0,0,3,6.6943,197.03,1,7.783,2,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,11.995,11.995,11.995,11.995,12.462,12.462,12.462,12.462,101,101,101,101,101,101,101,101,101,101,101,101,12.135,12.135,12.135,12.135,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,12.147,12.147,12.147,12.147,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
31960,120,25,13,400,400,15000,0,1,1,0,0,0,3,7.0976,168.05,0.998,9.037,0,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.5,8.5,8.5,8.5,8.775,8.775,8.775,8.775,8.559,8.559,8.559,8.559,8.482,8.482,8.482,8.482,101,101,101,101,8.509,8.509,8.509,8.509,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
31965,180,30,13,400,400,15000,0,1,1,0,0,0,3,5.9048,229.48,0.998,8.836,2,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
32008,180,30,13,400,50,25000,0,1,1,0,0,0,3,6.1319,272.01,0.992,8.278,2,495,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
32009,180,20,8,800,50,25000,0,1,1,0,0,0,3,8.3159,199.92,0.996,8.26,2,497,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
32020,180,30,13,800,50,25000,0,1,1,0,0,0,3,5.9135,281.43,0.986,8.507,2,492,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
32193,150,30,8,800,400,15000,300,1,1,0,0,0,3,7.1869,213.29,0.992,8.095,2,495,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,13.543,13.543,13.543,13.543,14.095,14.095,14.095,14.095,12.512,12.512,12.512,12.512,12.841,12.841,12.841,12.841,101,101,101,101,13.858,13.858,13.858,13.858,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,13.78,13.78,13.78,13.78,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
32500,150,25,13,0,400,15000,0,0,0,1,0,0,3,2.7356,164.46,1,8.262,2,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,10.296,10.296,10.296,10.296,10.696,10.696,10.696,10.696,101,101,101,101,101,101,101,101,101,101,101,101,10.392,10.392,10.392,10.392,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,10.426,10.426,10.426,10.426,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
32585,120,25,13,0,250,25000,0,0,0,1,0,0,3,3.0325,174.96,0.998,8.448,2,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,13.122,13.122,13.122,13.122,13.632,13.632,13.632,13.632,101,101,101,101,101,101,101,101,101,101,101,101,13.364,13.364,13.364,13.364,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
32607,180,25,8,800,250,25000,0,0,0,1,0,0,3,3.1333,187.88,0.986,8.054,2,492,8.9,8.9,8.9,8.9,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,11.334,11.334,11.334,11.334,11.774,11.774,11.774,11.774,10.155,10.155,10.155,10.155,10.422,10.422,10.422,10.422,101,101,101,101,11.505,11.505,11.505,11.505,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,11.477,11.477,11.477,11.477,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,9.011,9.011,9.011,9.011
32622,150,30,8,0,400,25000,0,0,0,1,0,0,3,3.5274,171.46,0.998,7.849,2,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,10.895,10.895,10.895,10.895,11.318,11.318,11.318,11.318,101,101,101,101,101,101,101,101,101,101,101,101,10.959,10.959,10.959,10.959,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,11.032,11.032,11.032,11.032,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
32663,120,30,8,0,50,15000,0,1,0,1,0,0,3,3.4658,119.56,1,5.424,0,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,5.929,5.929,5.929,5.929,6.159,6.159,6.159,6.159,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.004,6.004,6.004,6.004,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
32822,150,25,8,800,50,25000,0,1,0,1,0,0,3,3.1344,172.86,0.988,8.473,2,493,8.4,8.4,8.4,8.4,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,10.88,10.88,10.88,10.88,11.303,11.303,11.303,11.303,9.688,9.688,9.688,9.688,9.943,9.943,9.943,9.943,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,11.017,11.017,11.017,11.017,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
32831,180,30,13,800,50,25000,0,1,0,1,0,0,3,0.87047,252,0.977,8.36,2,487,20.762,20.762,20.762,20.762,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,22.403,22.403,22.403,22.403,23.273,23.273,23.273,23.273,21.513,21.513,21.513,21.513,22.079,22.079,22.079,22.079,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,22.686,22.686,22.686,22.686,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
32833,150,20,8,0,250,25000,0,1,0,1,0,0,3,4.0321,145.42,0.998,7.87,0,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,7.101,7.101,7.101,7.101,7.063,7.063,7.063,7.063,101,101,101,101,101,101,101,101,101,101,101,101,7.058,7.058,7.058,7.058,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
32861,180,25,13,400,250,25000,0,1,0,1,0,0,3,1.5621,222.76,0.986,8.755,2,492,15.516,15.516,15.516,15.516,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,17.504,17.504,17.504,17.504,18.185,18.185,18.185,18.185,16.513,16.513,16.513,16.513,16.947,16.947,16.947,16.947,101,101,101,101,18.03,18.03,18.03,18.03,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,17.725,17.725,17.725,17.725,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,16.135,16.135,16.135,16.135
32957,150,25,13,0,250,15000,300,1,0,1,0,0,3,2.0128,203.78,0.998,8.705,2,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,16.29,16.29,16.29,16.29,16.923,16.923,16.923,16.923,101,101,101,101,101,101,101,101,101,101,101,101,16.724,16.724,16.724,16.724,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,16.496,16.496,16.496,16.496,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
33044,180,30,8,0,250,25000,300,1,0,1,0,0,3,2.3829,224.95,0.973,6.575,2,485,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,17.217,17.217,17.217,17.217,17.886,17.886,17.886,17.886,101,101,101,101,101,101,101,101,101,101,101,101,17.729,17.729,17.729,17.729,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,17.434,17.434,17.434,17.434,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
33294,120,25,8,0,400,15000,0,0,1,1,0,0,3,9.0425,139.81,0.998,7.396,0,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,3.582,3.582,3.582,3.582,3.721,3.721,3.721,3.721,101,101,101,101,101,101,101,101,101,101,101,101,3.236,3.236,3.236,3.236,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
33405,180,25,13,400,250,25000,0,0,1,1,0,0,3,7.1042,262.89,0.984,8.697,2,491,0.05,0.05,0.05,0.05,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,101,101,101,101,0.05,0.05,0.05,0.05,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0.05,0.05,0.05,0.05,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0.05,0.05,0.05,0.05
