design_id,L,B,D,Crane,POB,Power,LWI,MP,Fuel,ROV,DP,PC,DFC,eco_friend,cost,closnesscentrality,betweenesscentrality,modularity_class,outdegree,fpn1,fpn2,fpn3,fpn4,fpn5,fpn6,fpn7,fpn8,fpn9,fpn10,fpn11,fpn12,fpn13,fpn14,fpn15,fpn16,fpn17,fpn18,fpn19,fpn20,fpn21,fpn22,fpn23,fpn24,fpn25,fpn26,fpn27,fpn28,fpn29,fpn30,fpn31,fpn32,fpn33,fpn34,fpn35,fpn36,fpn37,fpn38,fpn39,fpn40,fpn41,fpn42,fpn43,fpn44,fpn45,fpn46,fpn47,fpn48,fpn49,fpn50,fpn51,fpn52,fpn53,fpn54,fpn55,fpn56,fpn57,fpn58,fpn59,fpn60,fpn61,fpn62,fpn63,fpn64,fpn65,fpn66,fpn67,fpn68,fpn69,fpn70,fpn71,fpn72,fpn73,fpn74,fpn75,fpn76,fpn77,fpn78,fpn79,fpn80,fpn81,fpn82,fpn83,fpn84,fpn85,fpn86,fpn87,fpn88,fpn89,fpn90,fpn91,fpn92,fpn93,fpn94,fpn95,fpn96
47,150,20,8,0,250,15000,0,0,0,0,0,0,0,4.6265,99.414,1,4.607,2,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0.066,0.066,0.066,0.066,0.068,0.068,0.068,0.068,101,101,101,101,101,101,101,101,101,101,101,101,0,0,0,0,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0.067,0.067,0.067,0.067,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
190,180,25,13,0,250,25000,0,0,0,0,0,0,0,2.384,199.44,1,8.183,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,13.39,13.39,13.39,13.39,13.91,13.91,13.91,13.91,101,101,101,101,101,101,101,101,101,101,101,101,13.645,13.645,13.645,13.645,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,13.559,13.559,13.559,13.559,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
275,180,25,13,0,50,15000,0,1,0,0,0,0,0,1.9981,164.13,1,6.858,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,9.64,9.64,9.64,9.64,10.015,10.015,10.015,10.015,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,9.762,9.762,9.762,9.762,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
488,150,30,8,0,400,25000,0,1,0,0,0,0,0,3.066,157.55,1,6.327,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.193,8.193,8.193,8.193,8.511,8.511,8.511,8.511,101,101,101,101,101,101,101,101,101,101,101,101,8.116,8.116,8.116,8.116,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.296,8.296,8.296,8.296,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
632,180,30,8,400,50,25000,300,1,0,0,0,0,0,2.3307,217.25,1,7.681,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,15.475,15.475,15.475,15.475,16.077,16.077,16.077,16.077,14.883,14.883,14.883,14.883,14.876,14.876,14.876,14.876,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,15.671,15.671,15.671,15.671,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
635,150,30,13,400,50,25000,300,1,0,0,0,0,0,1.4196,247.37,1,8.338,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,22.264,22.264,22.264,22.264,23.13,23.13,23.13,23.13,21.418,21.418,21.418,21.418,21.981,21.981,21.981,21.981,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,22.545,22.545,22.545,22.545,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
924,180,20,8,400,400,15000,0,0,1,0,0,0,0,8.8188,144.76,1,6.766,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,101,101,101,101,0.05,0.05,0.05,0.05,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0.05,0.05,0.05,0.05,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
1176,150,20,13,0,400,15000,0,1,1,0,0,0,0,7.8683,155.43,1,7.307,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,5.946,5.946,5.946,5.946,6.177,6.177,6.177,6.177,101,101,101,101,101,101,101,101,101,101,101,101,5.751,5.751,5.751,5.751,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
1199,150,25,8,800,400,15000,0,1,1,0,0,0,0,7.8884,156.54,1,8.11,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,5.765,5.765,5.765,5.765,5.989,5.989,5.989,5.989,4.462,4.462,4.462,4.462,4.58,4.58,4.58,4.58,101,101,101,101,5.568,5.568,5.568,5.568,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,5.838,5.838,5.838,5.838,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
1253,120,20,8,0,250,25000,0,1,1,0,0,0,0,9.1656,162.19,1,7.354,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,7.874,7.874,7.874,7.874,8.18,8.18,8.18,8.18,101,101,101,101,101,101,101,101,101,101,101,101,7.795,7.795,7.795,7.795,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
1306,120,20,13,0,400,25000,0,1,1,0,0,0,0,7.9715,188.22,1,8.224,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,11.013,11.013,11.013,11.013,101,101,101,101,101,101,101,101,101,101,101,101,10.743,10.743,10.743,10.743,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
1337,150,30,13,800,400,25000,0,1,1,0,0,0,0,6.2244,260.8,0.998,8.787,1,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,20.158,101,101,101,101,20.158,20.158,20.158,20.158,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,20.158,20.158,20.158,20.158,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
1379,150,25,13,0,250,15000,300,1,1,0,0,0,0,7.0634,213.95,1,8.529,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,13.622,13.622,13.622,13.622,14.095,14.095,14.095,14.095,101,101,101,101,101,101,101,101,101,101,101,101,13.858,13.858,13.858,13.858,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,13.78,13.78,13.78,13.78,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
1413,180,30,13,0,400,15000,300,1,1,0,0,0,0,5.8619,258.58,0.998,8.444,1,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
1465,120,30,8,0,250,25000,300,1,1,0,0,0,0,7.9053,222.82,1,7.651,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,15.773,15.773,15.773,15.773,16.386,16.386,16.386,16.386,101,101,101,101,101,101,101,101,101,101,101,101,16.215,16.215,16.215,16.215,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,15.972,15.972,15.972,15.972,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
1467,180,30,8,0,250,25000,300,1,1,0,0,0,0,7.4356,251.17,0.996,7.587,1,497,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
1548,180,25,8,400,250,15000,600,1,1,0,0,0,0,7.2959,239.99,0.994,8.134,1,496,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
1741,180,25,8,400,400,15000,0,0,0,1,0,0,0,3.2851,145.56,1,7.108,1,499,3.117,3.117,3.117,3.117,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,5.987,5.987,5.987,5.987,6.22,6.22,6.22,6.22,4.645,4.645,4.645,4.645,4.767,4.767,4.767,4.767,101,101,101,101,5.786,5.786,5.786,5.786,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.063,6.063,6.063,6.063,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0.927,0.927,0.927,0.927
1765,150,25,8,0,50,25000,0,0,0,1,0,0,0,4.2828,150.82,1,7.254,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.974,6.974,6.974,6.974,7.246,7.246,7.246,7.246,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,7.062,7.062,7.062,7.062,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
1894,180,25,8,0,50,15000,0,1,0,1,0,0,0,3.363,130.53,1,5.857,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,4.104,4.104,4.104,4.104,4.264,4.264,4.264,4.264,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,4.156,4.156,4.156,4.156,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
2037,120,20,8,400,50,25000,0,1,0,1,0,0,0,3.9217,138.97,1,7.314,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,7.928,7.928,7.928,7.928,8.236,8.236,8.236,8.236,6.677,6.677,6.677,6.677,6.853,6.853,6.853,6.853,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
2161,150,30,13,0,50,15000,300,1,0,1,0,0,0,1.6104,216.56,1,7.725,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,17.995,17.995,17.995,17.995,18.694,18.694,18.694,18.694,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,18.222,18.222,18.222,18.222,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
2213,150,25,8,0,400,15000,300,1,0,1,0,0,0,3.0631,166.06,1,8.061,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,9.247,9.247,9.247,9.247,9.607,9.607,9.607,9.607,101,101,101,101,101,101,101,101,101,101,101,101,9.302,9.302,9.302,9.302,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
2446,120,20,13,0,50,15000,0,0,1,1,0,0,0,8.8237,145.15,1,7.068,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,4.082,4.082,4.082,4.082,4.241,4.241,4.241,4.241,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,4.134,4.134,4.134,4.134,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
2452,120,30,13,0,50,15000,0,0,1,1,0,0,0,7.6782,175.87,1,6.889,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,9.352,9.352,9.352,9.352,9.715,9.715,9.715,9.715,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,9.47,9.47,9.47,9.47,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
2481,120,20,8,0,250,15000,0,0,1,1,0,0,0,9.6517,124.74,1,6.405,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,0.541,0.541,0.541,0.541,0.562,0.562,0.562,0.562,101,101,101,101,101,101,101,101,101,101,101,101,0.087,0.087,0.087,0.087,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
2789,180,30,8,0,400,15000,0,1,1,1,0,0,0,7.5853,174.4,1,7.285,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
2823,120,20,8,0,50,25000,0,1,1,1,0,0,0,9.3351,169.68,1,7.114,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.558,8.558,8.558,8.558,8.482,8.482,8.482,8.482,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
2931,120,25,8,400,400,25000,0,1,1,1,0,0,0,8.1267,194.16,0.998,7.63,1,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,11.275,11.275,11.275,11.275,11.713,11.713,11.713,11.713,10.097,10.097,10.097,10.097,101,101,101,101,101,101,101,101,11.377,11.377,11.377,11.377,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.893,8.893,8.893,8.893
3112,180,25,13,0,400,25000,300,1,1,1,0,0,0,6.4115,294.4,0.984,8.601,1,491,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,6.394,6.394,6.394,6.394,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3116,120,25,8,400,400,25000,300,1,1,1,0,0,0,7.7263,235.89,0.988,8.248,1,493,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,18.251,18.251,18.251,18.251,101,101,101,101,101,101,101,101,101,101,101,101,18.097,18.097,18.097,18.097,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3207,120,30,8,0,250,25000,600,1,1,1,0,0,0,7.4559,275.25,0.988,7.877,1,493,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,23.725,23.725,23.725,23.725,24.647,24.647,24.647,24.647,101,101,101,101,101,101,101,101,101,101,101,101,24.618,24.618,24.618,24.618,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3328,180,30,13,800,250,15000,0,0,0,0,1,0,0,1.2828,211.97,1,8.708,1,499,101,101,101,101,101,101,101,101,101,101,101,101,19.65,19.65,19.65,19.65,101,101,101,101,101,101,101,101,15.779,15.779,15.779,15.779,16.393,16.393,16.393,16.393,14.797,14.797,14.797,14.797,15.186,15.186,15.186,15.186,101,101,101,101,16.222,16.222,16.222,16.222,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,15.979,15.979,15.979,15.979,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3424,180,30,8,0,250,25000,0,0,0,0,1,0,0,3.2264,171.02,1,7.156,1,499,101,101,101,101,101,101,101,101,101,101,101,101,10.207,10.207,10.207,10.207,101,101,101,101,101,101,101,101,8.49,8.49,8.49,8.49,8.82,8.82,8.82,8.82,101,101,101,101,101,101,101,101,101,101,101,101,8.499,8.499,8.499,8.499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.597,8.597,8.597,8.597,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3439,180,25,8,400,250,25000,0,0,0,0,1,0,0,3.4168,165.97,1,7.72,1,499,101,101,101,101,101,101,101,101,101,101,101,101,8.839,8.839,8.839,8.839,101,101,101,101,101,101,101,101,8.537,8.537,8.537,8.537,8.508,8.508,8.508,8.508,7.875,7.875,7.875,7.875,8.082,8.082,8.082,8.082,101,101,101,101,8.483,8.483,8.483,8.483,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,8.494,8.494,8.494,8.494,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3464,180,25,8,0,400,25000,0,0,0,0,1,0,0,3.5733,158.96,1,7.769,1,499,101,101,101,101,101,101,101,101,101,101,101,101,8.509,8.509,8.509,8.509,101,101,101,101,101,101,101,101,8.004,8.004,8.004,8.004,8.315,8.315,8.315,8.315,101,101,101,101,101,101,101,101,101,101,101,101,8.021,8.021,8.021,8.021,101,101,101,101,101,101,101,101,101,101,101,101,10.405,10.405,10.405,10.405,101,101,101,101,101,101,101,101,8.105,8.105,8.105,8.105,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3508,150,30,8,0,50,15000,0,1,0,0,1,0,0,3.3363,121.25,1,4.463,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,4.344,4.344,4.344,4.344,4.513,4.513,4.513,4.513,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,4.399,4.399,4.399,4.399,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3726,180,25,8,0,400,25000,0,1,0,0,1,0,0,3.0566,158.96,0.998,7.769,1,498,101,101,101,101,101,101,101,101,101,101,101,101,9.628,9.628,9.628,9.628,101,101,101,101,101,101,101,101,8.004,8.004,8.004,8.004,8.315,8.315,8.315,8.315,101,101,101,101,101,101,101,101,101,101,101,101,8.021,8.021,8.021,8.021,101,101,101,101,101,101,101,101,101,101,101,101,13.631,13.631,13.631,13.631,101,101,101,101,101,101,101,101,8.105,8.105,8.105,8.105,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3738,180,30,13,0,400,25000,0,1,0,0,1,0,0,1.0498,227.64,1,8.646,1,499,101,101,101,101,101,101,101,101,101,101,101,101,22.75,22.75,22.75,22.75,101,101,101,101,101,101,101,101,18.205,18.205,18.205,18.205,18.912,18.912,18.912,18.912,101,101,101,101,101,101,101,101,101,101,101,101,18.764,18.764,18.764,18.764,101,101,101,101,101,101,101,101,101,101,101,101,33.192,33.192,33.192,33.192,101,101,101,101,101,101,101,101,18.435,18.435,18.435,18.435,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3866,180,30,13,0,50,25000,300,1,0,0,1,0,0,1.0169,263.76,0.998,8.468,1,498,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,23.652,23.652,23.652,23.652,24.572,24.572,24.572,24.572,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,23.951,23.951,23.951,23.951,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3957,120,30,13,400,50,15000,600,1,0,0,1,0,0,1.1694,235.81,1,8.464,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,22.159,22.159,22.159,22.159,23.021,23.021,23.021,23.021,21.308,21.308,21.308,21.308,21.868,21.868,21.868,21.868,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,22.439,22.439,22.439,22.439,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3968,180,30,8,0,250,15000,600,1,0,0,1,0,0,2.078,222.38,0.996,8.428,1,497,101,101,101,101,101,101,101,101,101,101,101,101,20.358,20.358,20.358,20.358,101,101,101,101,101,101,101,101,16.333,16.333,16.333,16.333,16.968,16.968,16.968,16.968,101,101,101,101,101,101,101,101,101,101,101,101,16.715,16.715,16.715,16.715,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,16.54,16.54,16.54,16.54,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
3985,150,30,8,0,400,15000,600,1,0,0,1,0,0,2.3527,210.32,0.996,7.907,1,497,101,101,101,101,101,101,101,101,101,101,101,101,20.166,20.166,20.166,20.166,101,101,101,101,101,101,101,101,16.25,16.25,16.25,16.25,16.882,16.882,16.882,16.882,101,101,101,101,101,101,101,101,101,101,101,101,16.682,16.682,16.682,16.682,101,101,101,101,101,101,101,101,101,101,101,101,28.632,28.632,28.632,28.632,101,101,101,101,101,101,101,101,16.456,16.456,16.456,16.456,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
4001,150,25,8,0,50,25000,600,1,0,0,1,0,0,3.0342,224.76,0.996,8.259,1,497,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,18.218,18.218,18.218,18.218,18.927,18.927,18.927,18.927,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,18.449,18.449,18.449,18.449,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
4050,180,30,8,400,400,25000,600,1,0,0,1,0,0,1.7206,266.3,0.96,7.425,1,478,101,101,101,101,101,101,101,101,101,101,101,101,29.015,29.015,29.015,29.015,101,101,101,101,101,101,101,101,22.986,22.986,22.986,22.986,23.879,23.879,23.879,23.879,22.153,22.153,22.153,22.153,22.736,22.736,22.736,22.736,101,101,101,101,23.783,23.783,23.783,23.783,101,101,101,101,101,101,101,101,101,101,101,101,42.514,42.514,42.514,42.514,101,101,101,101,101,101,101,101,23.276,23.276,23.276,23.276,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
4333,150,30,13,0,50,15000,0,1,1,0,1,0,0,6.8851,190.51,1,6.847,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,10.486,10.486,10.486,10.486,10.893,10.893,10.893,10.893,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,10.618,10.618,10.618,10.618,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
4357,150,25,13,800,50,15000,0,1,1,0,1,0,0,6.9566,189.76,1,8.617,1,499,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,9.987,9.987,9.987,9.987,10.375,10.375,10.375,10.375,8.772,8.772,8.772,8.772,9.003,9.003,9.003,9.003,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,10.113,10.113,10.113,10.113,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
4375,150,25,13,0,250,15000,0,1,1,0,1,0,0,7.3154,174.14,1,7.432,1,499,101,101,101,101,101,101,101,101,101,101,101,101,8.989,8.989,8.989,8.989,101,101,101,101,101,101,101,101,7.563,7.563,7.563,7.563,7.857,7.857,7.857,7.857,101,101,101,101,101,101,101,101,101,101,101,101,7.5,7.5,7.5,7.5,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,7.658,7.658,7.658,7.658,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101
