design,time,fpn,expedience,variability,average,max_fall,max_rise,range
48,86,6.4846,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,86,0,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,86,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,86,9.25E-05,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,86,13.165,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,86,7.5125,0.57913,485.33,18.476,-29.295,27.655,31.035
79,86,2.2832,0.66748,340.77,10.093,-21.88,20.644,21.88
80,86,6.0355,0.65933,272.21,11.964,-18.724,15.748,19.084
94,86,0,0.6748,286.66,6.752,-16.509,16.509,16.509
95,86,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,86,4.4985,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,86,1.5854,0.70847,456.68,13.541,-27.651,29.322,30.173
112,86,0.59389,0.74787,463.48,12.868,-31.143,30.541,32.173
127,86,0,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,86,5.00E-05,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,86,7.128,0.5275,212.23,11.393,-12.338,11.931,13.777
175,86,0.88185,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,86,7.9444,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,86,6.01E-05,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,86,5.06E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,86,15.293,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,86,8.8237,0.5801,501.46,20.752,-29.745,29.26,31.765
207,86,2.5711,0.65242,381.94,12.024,-23.758,22.33,23.758
208,86,6.0598,0.65475,296.69,13.983,-19.137,17.23,20.271
222,86,0.30063,0.66278,309.56,8.002,-17.999,17.9,17.999
223,86,9.21E-05,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,86,6.0355,0.344,201.18,3.2058,-15.492,16.282,16.282
239,86,1.8462,0.69656,513.61,15.111,-30.241,32.407,33.21
240,86,0.8818,0.72106,523.99,14.969,-33.957,31.725,34.935
255,86,0.23766,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,86,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,86,8.5134,0.52716,214.38,12.574,-12.338,12.338,13.827
303,86,1.1384,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,86,9.4042,0.60541,177.16,10.46,-12.084,12.084,14
318,86,6.62E-05,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,86,1.046,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,86,17.42,0.36095,268.5,8.307,-14.491,14.524,16.334
328,86,8.975,0.58558,513.05,22.612,-32.025,32.025,32.025
335,86,2.8276,0.6486,411.87,13.768,-24.728,23.384,25.483
336,86,6.3346,0.64693,350.06,15.903,-21.837,20.582,22.921
351,86,9.21E-05,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,86,6.0355,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,86,2.0771,0.68952,576.9,16.734,-33.305,35.515,36.276
368,86,1.1383,0.69669,581.45,16.796,-36.012,34.853,36.944
383,86,0.63193,0.72065,349.83,8.272,-23.269,22.959,23.406
384,86,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,86,10.894,0.53011,211.42,10.151,-12.339,11.448,13.727
47,86,2.3616,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,86,3.6759,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,86,3.3807,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,86,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,86,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,86,2.929,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,86,15.345,0.57913,485.33,18.476,-29.295,27.655,31.035
79,86,7.2906,0.66748,340.77,10.093,-21.88,20.644,21.88
80,86,4.3212,0.65933,272.21,11.964,-18.724,15.748,19.084
94,86,7.8465,0.6748,286.66,6.752,-16.509,16.509,16.509
95,86,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,86,0,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,86,9.2331,0.70847,456.68,13.541,-27.651,29.322,30.173
112,86,6.3616,0.74787,463.48,12.868,-31.143,30.541,32.173
127,86,2.4612,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,86,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,86,11.597,0.5275,212.23,11.393,-12.338,11.931,13.777
175,86,3.5065,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,86,4.3666,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,86,0.77277,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,86,9.16E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,86,2.929,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,86,16.016,0.5801,501.46,20.752,-29.745,29.26,31.765
207,86,8.4356,0.65242,381.94,12.024,-23.758,22.33,23.758
208,86,6.0963,0.65475,296.69,13.983,-19.137,17.23,20.271
222,86,9.0418,0.66278,309.56,8.002,-17.999,17.9,17.999
223,86,1.1946,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,86,6.10E-05,0.344,201.18,3.2058,-15.492,16.282,16.282
239,86,10.27,0.69656,513.61,15.111,-30.241,32.407,33.21
240,86,8.1333,0.72106,523.99,14.969,-33.957,31.725,34.935
255,86,3.8741,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,86,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,86,12.228,0.52716,214.38,12.574,-12.338,12.338,13.827
303,86,4.5266,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,86,4.9869,0.60541,177.16,10.46,-12.084,12.084,14
318,86,1.5455,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,86,9.16E-05,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,86,2.929,0.36095,268.5,8.307,-14.491,14.524,16.334
328,86,16.618,0.58558,513.05,22.612,-32.025,32.025,32.025
335,86,9.4556,0.6486,411.87,13.768,-24.728,23.384,25.483
336,86,7.1894,0.64693,350.06,15.903,-21.837,20.582,22.921
351,86,2.2379,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,86,6.10E-05,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,86,11.188,0.68952,576.9,16.734,-33.305,35.515,36.276
368,86,10.527,0.69669,581.45,16.796,-36.012,34.853,36.944
383,86,5.4419,0.72065,349.83,8.272,-23.269,22.959,23.406
384,86,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,90,12.011,0.53011,211.42,10.151,-12.339,11.448,13.727
47,90,1.8219,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,90,4.2027,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,90,2.1683,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,90,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,90,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,90,4.4985,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,90,17.409,0.57913,485.33,18.476,-29.295,27.655,31.035
79,90,7.7149,0.66748,340.77,10.093,-21.88,20.644,21.88
80,90,4.9404,0.65933,272.21,11.964,-18.724,15.748,19.084
94,90,4.8584,0.6748,286.66,6.752,-16.509,16.509,16.509
95,90,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,90,0,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,90,9.413,0.70847,456.68,13.541,-27.651,29.322,30.173
112,90,6.1299,0.74787,463.48,12.868,-31.143,30.541,32.173
127,90,1.6706,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,90,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,90,13.258,0.5275,212.23,11.393,-12.338,11.931,13.777
175,90,2.6383,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,90,4.9922,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,90,0.79178,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,90,5.06E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,90,6.6263,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,90,18.311,0.5801,501.46,20.752,-29.745,29.26,31.765
207,90,9.6443,0.65242,381.94,12.024,-23.758,22.33,23.758
208,90,6.97,0.65475,296.69,13.983,-19.137,17.23,20.271
222,90,6.6398,0.66278,309.56,8.002,-17.999,17.9,17.999
223,90,1.3658,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,90,5.23E-05,0.344,201.18,3.2058,-15.492,16.282,16.282
239,90,10.599,0.69656,513.61,15.111,-30.241,32.407,33.21
240,90,8.3335,0.72106,523.99,14.969,-33.957,31.725,34.935
255,90,3.2859,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,90,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,90,13.981,0.52716,214.38,12.574,-12.338,12.338,13.827
303,90,3.4549,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,90,5.7015,0.60541,177.16,10.46,-12.084,12.084,14
318,90,1.5835,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,90,5.23E-05,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,90,8.7541,0.36095,268.5,8.307,-14.491,14.524,16.334
328,90,18.999,0.58558,513.05,22.612,-32.025,32.025,32.025
335,90,10.811,0.6486,411.87,13.768,-24.728,23.384,25.483
336,90,8.2196,0.64693,350.06,15.903,-21.837,20.582,22.921
351,90,2.5586,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,90,5.23E-05,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,90,11.648,0.68952,576.9,16.734,-33.305,35.515,36.276
368,90,12.035,0.69669,581.45,16.796,-36.012,34.853,36.944
383,90,5.0784,0.72065,349.83,8.272,-23.269,22.959,23.406
384,90,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,93,17.166,0.53011,211.42,10.151,-12.339,11.448,13.727
47,93,5.4253,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,93,7.3519,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,93,4.0978,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,93,1.3864,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,93,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,93,3.8581,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,93,35.168,0.57913,485.33,18.476,-29.295,27.655,31.035
79,93,15.446,0.66748,340.77,10.093,-21.88,20.644,21.88
80,93,8.6423,0.65933,272.21,11.964,-18.724,15.748,19.084
94,93,15.09,0.6748,286.66,6.752,-16.509,16.509,16.509
95,93,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,93,0,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,93,27.016,0.70847,456.68,13.541,-27.651,29.322,30.173
112,93,17.304,0.74787,463.48,12.868,-31.143,30.541,32.173
127,93,6.9223,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,93,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,93,18.527,0.5275,212.23,11.393,-12.338,11.931,13.777
175,93,7.2655,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,93,8.733,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,93,3.531,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,93,6.10E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,93,3.8581,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,93,38.084,0.5801,501.46,20.752,-29.745,29.26,31.765
207,93,19.702,0.65242,381.94,12.024,-23.758,22.33,23.758
208,93,10.243,0.65475,296.69,13.983,-19.137,17.23,20.271
222,93,16.839,0.66278,309.56,8.002,-17.999,17.9,17.999
223,93,2.0898,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,93,6.10E-05,0.344,201.18,3.2058,-15.492,16.282,16.282
239,93,30.394,0.69656,513.61,15.111,-30.241,32.407,33.21
240,93,21.884,0.72106,523.99,14.969,-33.957,31.725,34.935
255,93,11.638,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,93,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,93,19.888,0.52716,214.38,12.574,-12.338,12.338,13.827
303,93,8.0674,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,93,9.9737,0.60541,177.16,10.46,-12.084,12.084,14
318,93,4.9571,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,93,6.10E-05,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,93,3.8581,0.36095,268.5,8.307,-14.491,14.524,16.334
328,93,41,0.58558,513.05,22.612,-32.025,32.025,32.025
335,93,22.108,0.6486,411.87,13.768,-24.728,23.384,25.483
336,93,14.615,0.64693,350.06,15.903,-21.837,20.582,22.921
351,93,4.1795,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,93,6.10E-05,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,93,33.772,0.68952,576.9,16.734,-33.305,35.515,36.276
368,93,25.964,0.69669,581.45,16.796,-36.012,34.853,36.944
383,93,15.843,0.72065,349.83,8.272,-23.269,22.959,23.406
384,93,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,96,5.7424,0.53011,211.42,10.151,-12.339,11.448,13.727
47,96,0.5939,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,96,6.4846,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,96,0,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,96,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,96,9.25E-05,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,96,13.165,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,96,7.5125,0.57913,485.33,18.476,-29.295,27.655,31.035
79,96,2.2832,0.66748,340.77,10.093,-21.88,20.644,21.88
80,96,6.0355,0.65933,272.21,11.964,-18.724,15.748,19.084
94,96,0,0.6748,286.66,6.752,-16.509,16.509,16.509
95,96,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,96,4.4985,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,96,1.5854,0.70847,456.68,13.541,-27.651,29.322,30.173
112,96,0.59389,0.74787,463.48,12.868,-31.143,30.541,32.173
127,96,0,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,96,5.00E-05,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,96,7.128,0.5275,212.23,11.393,-12.338,11.931,13.777
175,96,0.88185,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,96,7.9444,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,96,6.01E-05,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,96,5.06E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,96,15.293,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,96,8.8237,0.5801,501.46,20.752,-29.745,29.26,31.765
207,96,2.5711,0.65242,381.94,12.024,-23.758,22.33,23.758
208,96,6.0598,0.65475,296.69,13.983,-19.137,17.23,20.271
222,96,0.30063,0.66278,309.56,8.002,-17.999,17.9,17.999
223,96,9.21E-05,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,96,6.0355,0.344,201.18,3.2058,-15.492,16.282,16.282
239,96,1.8462,0.69656,513.61,15.111,-30.241,32.407,33.21
240,96,0.8818,0.72106,523.99,14.969,-33.957,31.725,34.935
255,96,0.23766,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,96,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,96,8.5134,0.52716,214.38,12.574,-12.338,12.338,13.827
303,96,1.1384,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,96,9.4042,0.60541,177.16,10.46,-12.084,12.084,14
318,96,6.62E-05,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,96,1.046,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,96,17.42,0.36095,268.5,8.307,-14.491,14.524,16.334
328,96,8.975,0.58558,513.05,22.612,-32.025,32.025,32.025
335,96,2.8276,0.6486,411.87,13.768,-24.728,23.384,25.483
336,96,6.3346,0.64693,350.06,15.903,-21.837,20.582,22.921
351,96,9.21E-05,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,96,6.0355,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,96,2.0771,0.68952,576.9,16.734,-33.305,35.515,36.276
368,96,1.1383,0.69669,581.45,16.796,-36.012,34.853,36.944
383,96,0.63193,0.72065,349.83,8.272,-23.269,22.959,23.406
384,96,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,99,5.7424,0.53011,211.42,10.151,-12.339,11.448,13.727
47,99,0.5939,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,99,6.4846,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,99,0,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,99,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,99,9.25E-05,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,99,13.165,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,99,7.5125,0.57913,485.33,18.476,-29.295,27.655,31.035
79,99,2.2832,0.66748,340.77,10.093,-21.88,20.644,21.88
80,99,6.0355,0.65933,272.21,11.964,-18.724,15.748,19.084
94,99,0,0.6748,286.66,6.752,-16.509,16.509,16.509
95,99,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,99,4.4985,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,99,1.5854,0.70847,456.68,13.541,-27.651,29.322,30.173
112,99,0.59389,0.74787,463.48,12.868,-31.143,30.541,32.173
127,99,0,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,99,5.00E-05,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,99,7.128,0.5275,212.23,11.393,-12.338,11.931,13.777
175,99,0.88185,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,99,7.9444,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,99,6.01E-05,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,99,5.06E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,99,15.293,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,99,8.8237,0.5801,501.46,20.752,-29.745,29.26,31.765
207,99,2.5711,0.65242,381.94,12.024,-23.758,22.33,23.758
208,99,6.0598,0.65475,296.69,13.983,-19.137,17.23,20.271
222,99,0.30063,0.66278,309.56,8.002,-17.999,17.9,17.999
223,99,9.21E-05,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,99,6.0355,0.344,201.18,3.2058,-15.492,16.282,16.282
239,99,1.8462,0.69656,513.61,15.111,-30.241,32.407,33.21
240,99,0.8818,0.72106,523.99,14.969,-33.957,31.725,34.935
255,99,0.23766,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,99,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,99,8.5134,0.52716,214.38,12.574,-12.338,12.338,13.827
303,99,1.1384,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,99,9.4042,0.60541,177.16,10.46,-12.084,12.084,14
318,99,6.62E-05,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,99,1.046,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,99,17.42,0.36095,268.5,8.307,-14.491,14.524,16.334
328,99,8.975,0.58558,513.05,22.612,-32.025,32.025,32.025
335,99,2.8276,0.6486,411.87,13.768,-24.728,23.384,25.483
336,99,6.3346,0.64693,350.06,15.903,-21.837,20.582,22.921
351,99,9.21E-05,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,99,6.0355,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,99,2.0771,0.68952,576.9,16.734,-33.305,35.515,36.276
368,99,1.1383,0.69669,581.45,16.796,-36.012,34.853,36.944
383,99,0.63193,0.72065,349.83,8.272,-23.269,22.959,23.406
384,99,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,99,10.894,0.53011,211.42,10.151,-12.339,11.448,13.727
47,99,2.3616,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,99,3.6759,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,99,3.3807,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,99,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,99,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,99,2.929,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,99,15.345,0.57913,485.33,18.476,-29.295,27.655,31.035
79,99,7.2906,0.66748,340.77,10.093,-21.88,20.644,21.88
80,99,4.3212,0.65933,272.21,11.964,-18.724,15.748,19.084
94,99,7.8465,0.6748,286.66,6.752,-16.509,16.509,16.509
95,99,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,99,0,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,99,9.2331,0.70847,456.68,13.541,-27.651,29.322,30.173
112,99,6.3616,0.74787,463.48,12.868,-31.143,30.541,32.173
127,99,2.4612,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,99,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,99,11.597,0.5275,212.23,11.393,-12.338,11.931,13.777
175,99,3.5065,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,99,4.3666,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,99,0.77277,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,99,9.16E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,99,2.929,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,99,16.016,0.5801,501.46,20.752,-29.745,29.26,31.765
207,99,8.4356,0.65242,381.94,12.024,-23.758,22.33,23.758
208,99,6.0963,0.65475,296.69,13.983,-19.137,17.23,20.271
222,99,9.0418,0.66278,309.56,8.002,-17.999,17.9,17.999
223,99,1.1946,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,99,6.10E-05,0.344,201.18,3.2058,-15.492,16.282,16.282
239,99,10.27,0.69656,513.61,15.111,-30.241,32.407,33.21
240,99,8.1333,0.72106,523.99,14.969,-33.957,31.725,34.935
255,99,3.8741,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,99,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,99,12.228,0.52716,214.38,12.574,-12.338,12.338,13.827
303,99,4.5266,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,99,4.9869,0.60541,177.16,10.46,-12.084,12.084,14
318,99,1.5455,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,99,9.16E-05,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,99,2.929,0.36095,268.5,8.307,-14.491,14.524,16.334
328,99,16.618,0.58558,513.05,22.612,-32.025,32.025,32.025
335,99,9.4556,0.6486,411.87,13.768,-24.728,23.384,25.483
336,99,7.1894,0.64693,350.06,15.903,-21.837,20.582,22.921
351,99,2.2379,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,99,6.10E-05,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,99,11.188,0.68952,576.9,16.734,-33.305,35.515,36.276
368,99,10.527,0.69669,581.45,16.796,-36.012,34.853,36.944
383,99,5.4419,0.72065,349.83,8.272,-23.269,22.959,23.406
384,99,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,103,10.894,0.53011,211.42,10.151,-12.339,11.448,13.727
47,103,2.3616,0.66287,100.36,3.1626,-7.1472,7.1472,7.1472
48,103,3.6759,0.60817,153.24,7.4477,-11.083,11.083,11.549
61,103,3.3807,0.69396,93.953,2.513,-6.0414,5.3748,6.0414
62,103,0,0.90409,86.775,1.4929,-6.8928,6.8928,6.8928
63,103,0,0.20897,0.0009192,1.07E-05,-9.25E-05,9.25E-05,9.25E-05
64,103,2.929,0.33656,180.54,5.9472,-10.236,10.311,12.079
72,103,15.345,0.57913,485.33,18.476,-29.295,27.655,31.035
79,103,7.2906,0.66748,340.77,10.093,-21.88,20.644,21.88
80,103,4.3212,0.65933,272.21,11.964,-18.724,15.748,19.084
94,103,7.8465,0.6748,286.66,6.752,-16.509,16.509,16.509
95,103,0,1,61.001,0.86418,-6.1001,6.1001,6.1001
96,103,0,0.33128,157.42,2.3748,-13.165,13.165,13.165
111,103,9.2331,0.70847,456.68,13.541,-27.651,29.322,30.173
112,103,6.3616,0.74787,463.48,12.868,-31.143,30.541,32.173
127,103,2.4612,0.8017,205.17,3.7542,-15.359,15.359,15.359
128,103,0,0.21429,0.0005,5.83E-06,-5.00E-05,5.00E-05,5.00E-05
168,103,11.597,0.5275,212.23,11.393,-12.338,11.931,13.777
175,103,3.5065,0.62834,112,3.9538,-7.1473,7.1473,7.3597
176,103,4.3666,0.61484,171.68,9.1716,-12.084,12.084,13.239
190,103,0.77277,0.77959,105.32,2.2,-7.7276,7.3912,7.7352
191,103,9.16E-05,0.47411,6.2451,0.09851,-0.76769,0.76769,0.76769
192,103,2.929,0.35188,224.24,7.1161,-12.364,12.418,14.207
200,103,16.016,0.5801,501.46,20.752,-29.745,29.26,31.765
207,103,8.4356,0.65242,381.94,12.024,-23.758,22.33,23.758
208,103,6.0963,0.65475,296.69,13.983,-19.137,17.23,20.271
222,103,9.0418,0.66278,309.56,8.002,-17.999,17.9,17.999
223,103,1.1946,0.77675,106.42,2.3645,-9.2722,8.0563,9.2722
224,103,6.10E-05,0.344,201.18,3.2058,-15.492,16.282,16.282
239,103,10.27,0.69656,513.61,15.111,-30.241,32.407,33.21
240,103,8.1333,0.72106,523.99,14.969,-33.957,31.725,34.935
255,103,3.8741,0.7533,281.59,6.1637,-19.479,19.302,19.623
256,103,5.00E-05,0.70684,43.15,0.60449,-3.5749,3.5749,3.5749
296,103,12.228,0.52716,214.38,12.574,-12.338,12.338,13.827
303,103,4.5266,0.61584,118.29,4.6641,-7.1474,7.1474,7.8755
304,103,4.9869,0.60541,177.16,10.46,-12.084,12.084,14
318,103,1.5455,0.7286,118.81,2.8902,-8.1645,7.6897,8.5778
319,103,9.16E-05,0.55921,27.732,0.76819,-1.5791,2.4337,2.4337
320,103,2.929,0.36095,268.5,8.307,-14.491,14.524,16.334
328,103,16.618,0.58558,513.05,22.612,-32.025,32.025,32.025
335,103,9.4556,0.6486,411.87,13.768,-24.728,23.384,25.483
336,103,7.1894,0.64693,350.06,15.903,-21.837,20.582,22.921
351,103,2.2379,0.71268,149.88,3.9011,-12.04,9.538,12.04
352,103,6.10E-05,0.35988,227.12,3.6103,-17.482,18.789,18.789
367,103,11.188,0.68952,576.9,16.734,-33.305,35.515,36.276
368,103,10.527,0.69669,581.45,16.796,-36.012,34.853,36.944
383,103,5.4419,0.72065,349.83,8.272,-23.269,22.959,23.406
384,103,5.00E-05,0.68924,83.183,1.1664,-6.7264,6.7264,6.7264
40,107,18.804,0.53011,211.42,10.151,-12.339,11.448,13.727
