,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240
199,85,85,85,85,85,85,75,707.4,160.05,160.18,160.53,161.06,162.11,165.28,167.6,835.2,85,85,85,85,85,85,75,707.4,160.05,160.18,160.53,161.06,162.11,165.28,167.6,835.2,10,10,10,10,10,10,0,632.4,85.176,85.528,86.056,87.112,90.28,102.6,127.8,795.4,789,789,789,789,789,789,779,1411.4,864.18,864.53,865.06,866.11,869.28,881.6,906.8,1574.4
200,85,85,85,85,85,85,85,75,160.05,160.18,160.53,161.06,162.11,165.28,177.6,202.8,85,85,85,85,85,85,85,75,160.05,160.18,160.53,161.06,162.11,165.28,177.6,202.8,10,10,10,10,10,10,10,0,85.176,85.528,86.056,87.112,90.28,102.6,137.8,163,789,789,789,789,789,789,789,779,864.18,864.53,865.06,866.11,869.28,881.6,916.8,942
201,150,162.18,168.4,177.74,196.41,252.43,470.27,1092.7,75,87.302,93.878,103.74,123.47,182.65,412.81,1070.4,150,162.18,168.4,177.74,196.41,252.43,470.27,1092.7,75,87.302,93.878,103.74,123.47,182.65,412.81,1070.4,75,91.224,100.56,119.23,175.25,393.09,1015.5,1637.9,0,16.576,26.44,46.168,105.35,335.51,993.11,1650.7,854,870.22,879.56,898.23,954.25,1172.1,1794.5,2416.9,779,795.58,805.44,825.17,884.35,1114.5,1772.1,2429.7
202,160,150,166.22,175.56,194.23,250.25,468.09,1090.5,85,75,91.576,101.44,121.17,180.35,410.51,1068.1,160,150,166.22,175.56,194.23,250.25,468.09,1090.5,85,75,91.576,101.44,121.17,180.35,410.51,1068.1,85,75,94.336,113.01,169.02,386.86,1009.3,1631.7,10,0,19.864,39.592,98.776,328.94,986.54,1644.1,864,854,873.34,892.01,948.02,1165.9,1788.3,2410.7,789,779,798.86,818.59,877.78,1107.9,1765.5,2423.1
203,160,160,150,169.34,188.01,244.02,461.86,1084.3,85,85,75,94.864,114.59,173.78,403.94,1061.5,160,160,150,169.34,188.01,244.02,461.86,1084.3,85,85,75,94.864,114.59,173.78,403.94,1061.5,85,85,75,103.67,159.69,377.53,999.93,1622.3,10,10,0,29.728,88.912,319.07,976.67,1634.3,864,864,854,882.67,938.69,1156.5,1778.9,2401.3,789,789,779,808.73,867.91,1098.1,1755.7,2413.3
204,160,160,160,150,178.67,234.69,452.53,1074.9,85,85,85,75,104.73,163.91,394.07,1051.7,160,160,160,150,178.67,234.69,452.53,1074.9,85,85,85,75,104.73,163.91,394.07,1051.7,85,85,85,75,141.02,358.86,981.26,1603.7,10,10,10,0,69.184,299.34,956.94,1614.5,864,864,864,854,920.02,1137.9,1760.3,2382.7,789,789,789,779,848.18,1078.3,1735.9,2393.5
205,160,160,160,160,150,216.02,433.86,1056.3,85,85,85,85,75,144.18,374.34,1031.9,160,160,160,160,150,216.02,433.86,1056.3,85,85,85,85,75,144.18,374.34,1031.9,85,85,85,85,75,302.84,925.24,1547.6,10,10,10,10,0,240.16,897.76,1555.4,864,864,864,864,854,1081.8,1704.2,2326.6,789,789,789,789,779,1019.2,1676.8,2334.4
206,160,160,160,160,160,150,377.84,1000.2,85,85,85,85,85,75,315.16,972.76,160,160,160,160,160,150,377.84,1000.2,85,85,85,85,85,75,315.16,972.76,85,85,85,85,85,75,707.4,1329.8,10,10,10,10,10,0,667.6,1325.2,864,864,864,864,864,854,1486.4,2108.8,789,789,789,789,789,779,1446.6,2104.2
207,160,160,160,160,160,160,150,782.4,85,85,85,85,85,85,75,742.6,160,160,160,160,160,160,150,782.4,85,85,85,85,85,85,75,742.6,85,85,85,85,85,85,75,707.4,10,10,10,10,10,10,0,667.6,864,864,864,864,864,864,854,1486.4,789,789,789,789,789,789,779,1446.6
208,160,160,160,160,160,160,160,150,85,85,85,85,85,85,85,75,160,160,160,160,160,160,160,150,85,85,85,85,85,85,85,75,85,85,85,85,85,85,85,75,10,10,10,10,10,10,10,0,864,864,864,864,864,864,864,854,789,789,789,789,789,789,789,779
225,75,87.178,93.402,102.74,121.41,177.43,395.27,1017.7,150.05,162.35,168.93,178.79,198.52,257.71,487.87,1145.5,75,87.178,93.402,102.74,121.41,177.43,395.27,1017.7,150.05,162.35,168.93,178.79,198.52,257.71,487.87,1145.5,75,91.224,100.56,119.23,175.25,393.09,1015.5,1637.9,150.18,166.75,176.62,196.34,255.53,485.69,1143.3,1800.9,0,16.224,25.56,44.232,100.25,318.09,940.49,1562.9,75.176,91.752,101.62,121.34,180.53,410.69,1068.3,1725.9
226,85,75,91.224,100.56,119.23,175.25,393.09,1015.5,160.05,150.18,166.75,176.62,196.34,255.53,485.69,1143.3,85,75,91.224,100.56,119.23,175.25,393.09,1015.5,160.05,150.18,166.75,176.62,196.34,255.53,485.69,1143.3,85,75,94.336,113.01,169.02,386.86,1009.3,1631.7,160.18,150.53,170.39,190.12,249.3,479.46,1137.1,1794.7,10,0,19.336,38.008,94.024,311.86,934.26,1556.7,85.176,75.528,95.392,115.12,174.3,404.46,1062.1,1719.7
227,85,85,75,94.336,113.01,169.02,386.86,1009.3,160.05,160.18,150.53,170.39,190.12,249.3,479.46,1137.1,85,85,75,94.336,113.01,169.02,386.86,1009.3,160.05,160.18,150.53,170.39,190.12,249.3,479.46,1137.1,85,85,75,103.67,159.69,377.53,999.93,1622.3,160.18,160.53,151.06,180.78,239.97,470.13,1127.7,1785.3,10,10,0,28.672,84.688,302.53,924.93,1547.3,85.176,85.528,76.056,105.78,164.97,395.13,1052.7,1710.3
228,85,85,85,75,103.67,159.69,377.53,999.93,160.05,160.18,160.53,151.06,180.78,239.97,470.13,1127.7,85,85,85,75,103.67,159.69,377.53,999.93,160.05,160.18,160.53,151.06,180.78,239.97,470.13,1127.7,85,85,85,75,141.02,358.86,981.26,1603.7,160.18,160.53,161.06,152.11,221.3,451.46,1109.1,1766.7,10,10,10,0,66.016,283.86,906.26,1528.7,85.176,85.528,86.056,77.112,146.3,376.46,1034.1,1691.7
