design_id,weight,pax,cargo,lio_depth,lio_type,pwr_source,prop_type,mod,combine_score,msn1_score,msn2_score,msn3_score,cost,range,max_speed,endurance_speed,fpn,fpn1,fpn2,fpn3
1908,28000,4,50,20,3,2,2,150,0.635,0.681,0.781,0.352,27.35,198,17,6,32.65,27.32,20.58,35.49
1909,28000,4,50,20,4,1,1,300,0.641,0.704,0.764,0.534,19.01,178,10,6,7.79,3.91,3.91,3.18
1910,28000,4,50,20,4,1,1,800,0.599,0.640,0.711,0.458,20.23,143,10,5,12.52,9.24,8.64,10.38
1911,28000,4,50,20,4,1,1,150,0.575,0.577,0.631,0.204,17.66,195,10,6,2.56,2.56,3.65,3.65
1912,28000,4,50,20,4,1,2,300,0.667,0.737,0.789,0.543,18.53,205,11,6,5.93,2.06,2.06,1.38
1913,28000,4,50,20,4,1,2,800,0.619,0.666,0.731,0.466,19.9,162,11,5,11.24,7.36,7.36,9.5
1914,28000,4,50,20,4,1,2,150,0.602,0.613,0.659,0.214,17.22,225,11,7,0.86,0.86,1.94,2.26
1915,28000,4,50,20,4,2,1,300,0.632,0.689,0.757,0.530,27.29,161,16,5,33.06,27.08,24.32,27.88
1916,28000,4,50,20,4,2,1,800,0.599,0.637,0.713,0.458,26.9,140,15,5,31.77,27.36,25.19,33.5
1917,28000,4,50,20,4,2,1,150,0.558,0.551,0.619,0.199,26.85,167,16,6,31.58,34.29,34.29,39.25
1918,28000,4,50,20,4,2,2,300,0.665,0.734,0.787,0.542,27.35,201,18,6,32.36,22.38,20.58,26.51
1919,28000,4,50,20,4,2,2,800,0.630,0.680,0.741,0.469,26.96,176,17,6,32.01,25.81,25.42,32.25
1920,28000,4,50,20,4,2,2,150,0.591,0.599,0.649,0.211,26.91,209,18,6,31.82,32.15,33.18,38.13
1921,28000,4,50,20,5,1,1,300,0.670,0.764,0.876,0.661,20.97,153,10,5,15.38,11.51,2.21,10.63
1922,28000,4,50,20,5,1,1,800,0.624,0.694,0.820,0.583,22.19,117,10,4,20.12,16.24,6.94,15.5
1923,28000,4,50,20,5,1,1,150,0.603,0.639,0.744,0.332,19.64,169,10,6,10.23,9.42,6.36,11.32
1924,28000,4,50,20,5,1,2,300,0.692,0.791,0.897,0.668,20.44,173,11,6,12.81,8.17,0.16,8.72
1926,28000,4,50,20,5,1,2,150,0.627,0.670,0.767,0.340,19.15,193,11,6,8.33,5.51,4.46,9.42
1927,28000,4,50,20,5,2,1,300,0.671,0.764,0.879,0.661,29.34,152,16,5,36.16,20.69,19.32,27.63
1928,28000,4,50,20,5,2,1,800,0.638,0.713,0.834,0.589,29.69,132,15,5,40.5,25.05,25.92,29.64
1929,28000,4,50,20,5,2,1,150,0.597,0.629,0.740,0.330,27.29,158,16,5,33.28,28.42,26.7,35.26
1930,28000,4,50,20,5,2,2,300,0.705,0.810,0.909,0.673,29.41,190,17,6,33.75,20.97,14.55,26.25
1932,28000,4,50,20,5,2,2,150,0.630,0.674,0.770,0.341,27.35,198,17,6,33.27,27.32,22.28,35.49
1933,28000,4,50,20,6,1,1,300,0.670,0.769,0.890,0.680,20.74,143,10,5,14.49,10.62,1.32,8.51
1935,28000,4,50,20,6,1,1,150,0.605,0.644,0.759,0.351,19.43,160,10,5,9.42,8.71,5.55,10.5
1936,28000,4,50,20,6,1,2,300,0.690,0.794,0.910,0.688,20.4,162,11,5,13.02,7.82,0,7.63
1938,28000,4,50,20,6,1,2,150,0.627,0.673,0.781,0.360,18.94,182,11,6,7.52,5.15,3.65,8.61
1939,28000,4,50,20,6,2,1,300,0.679,0.779,0.900,0.683,29.34,152,16,5,35.13,20.7,15.91,25.46
1941,28000,4,50,20,6,2,1,150,0.605,0.643,0.761,0.352,27.29,158,16,5,33.28,27.09,23.64,35.26
1942,28000,4,50,20,6,2,2,300,0.712,0.824,0.930,0.696,29.41,190,17,6,33.75,20.96,11.14,25.73
1944,28000,4,50,20,6,2,2,150,0.638,0.689,0.791,0.363,27.35,198,17,6,32.35,27.32,20.57,35.49
1153,30000,6,50,120,1,1,1,300,0.948,0.857,0.857,0.778,20,99,10,4,0.01,0.01,0.01,0
1155,30000,6,50,120,1,1,1,150,0.948,0.714,0.714,0.444,19,117,10,4,0,3.88,4.55,8.84
1158,30000,6,50,120,1,1,2,150,0.948,0.714,0.714,0.444,19,131,11,5,0.01,3.88,4.55,8.84
1159,30000,6,50,120,1,2,1,300,0.948,0.857,0.857,0.778,27,130,15,5,10.33,11.63,16.37,16.39
1161,30000,6,50,120,1,2,1,150,0.948,0.714,0.714,0.444,26,142,15,5,10.33,22.09,22.73,30.26
1164,30000,6,50,120,1,2,2,150,0.948,0.857,0.714,0.444,25,171,17,6,10.33,7.11,22.74,26.39
1191,30000,6,50,120,4,1,1,150,0.948,0.714,0.714,0.444,19,108,10,4,0.01,3.88,4.55,8.84
1194,30000,6,50,120,4,1,2,150,0.948,0.714,0.714,0.444,19,121,11,5,0.01,3.88,4.55,8.84
1197,30000,6,50,120,4,2,1,150,0.948,0.857,0.714,0.444,25,136,15,5,10.33,7.11,22.74,26.39
1200,30000,6,50,120,4,2,2,150,0.948,0.857,0.857,0.444,25,164,16,6,10.33,7.11,11.47,26.39
1225,30000,6,50,20,1,1,1,300,0.790,0.857,0.714,0.556,19,110,10,4,1.17,0.01,4.55,3.15
1227,30000,6,50,20,1,1,1,150,0.790,0.714,0.714,0.222,17,127,10,5,0,0,0,1.38
1228,30000,6,50,20,1,1,2,300,0.790,0.857,0.857,0.556,18,123,11,5,0.01,0,0,0
1230,30000,6,50,20,1,1,2,150,0.790,0.714,0.714,0.222,17,143,11,5,0.01,0.01,0.01,1.38
1231,30000,6,50,20,1,2,1,300,0.948,0.857,0.857,0.556,26,137,15,5,10.33,7.75,15.35,23.25
1233,30000,6,50,20,1,2,1,150,0.790,0.714,0.714,0.222,26,149,16,5,20.66,22.09,22.73,35.96
1234,30000,6,50,20,1,2,2,300,0.948,0.857,0.857,0.556,25,165,16,6,10.33,7.11,11.47,22.5
1236,30000,6,50,20,1,2,2,150,0.790,0.714,0.714,0.222,26,180,17,6,20.66,22.09,22.73,35.96
1239,30000,6,50,20,2,1,1,150,0.790,0.714,0.857,0.333,19,101,10,4,1.17,3.88,0.01,8.84
1245,30000,6,50,20,2,2,1,150,0.790,0.857,0.857,0.333,26,131,15,5,20.66,7.75,15.35,30.26
1261,30000,6,50,20,4,1,1,300,0.790,0.857,0.857,0.556,19,101,10,4,1.17,0.01,0.01,3.15
1263,30000,6,50,20,4,1,1,150,0.790,0.714,0.714,0.222,17,118,10,4,0.01,0.01,0.01,1.38
1266,30000,6,50,20,4,1,2,150,0.790,0.714,0.714,0.222,17,133,11,5,0.01,0.01,0.01,1.38
1267,30000,6,50,20,4,2,1,300,0.948,0.857,0.857,0.556,25,131,15,5,10.33,7.11,11.47,22.5
1269,30000,6,50,20,4,2,1,150,0.790,0.714,0.714,0.222,25,143,15,5,20.66,18.21,22.74,32.08
1272,30000,6,50,20,4,2,2,150,0.790,0.714,0.714,0.222,25,172,17,6,20.66,18.21,22.74,32.08
1377,30000,4,150,120,1,2,1,150,0.632,0.571,0.714,0.444,21,87,13,4,15.5,15.5,11.63,11.88
1380,30000,4,150,120,1,2,2,150,0.790,0.571,0.714,0.444,20,103,14,4,5.04,11.63,7.75,11.88
1413,30000,4,150,120,4,2,1,150,0.790,0.571,0.714,0.556,20,81,13,4,5.04,11.63,7.75,7.02
1416,30000,4,150,120,4,2,2,150,0.790,0.571,0.714,0.556,20,96,14,4,5.04,11.63,7.75,7.02
1443,30000,4,150,20,1,1,1,150,0.316,0.286,0.429,0.222,16,46,10,4,3.37,3.37,5.46,1.38
1446,30000,4,150,20,1,1,2,150,0.316,0.286,0.429,0.222,16,49,11,4,3.37,3.37,5.46,1.38
1447,30000,4,150,20,1,2,1,300,0.632,0.714,0.714,0.556,21,83,13,4,15.5,11.63,11.63,10.89
1449,30000,4,150,20,1,2,1,150,0.632,0.571,0.714,0.222,21,95,13,4,15.5,15.5,11.63,16.58
1450,30000,4,150,20,1,2,2,300,0.632,0.714,0.857,0.556,20,99,14,4,11.63,7.75,0.01,7.02
1452,30000,4,150,20,1,2,2,150,0.632,0.571,0.714,0.222,21,113,15,4,15.5,15.5,11.63,16.58
1485,30000,4,150,20,4,2,1,150,0.632,0.571,0.714,0.333,21,89,13,4,15.5,15.5,11.63,16.58
1488,30000,4,150,20,4,2,2,150,0.632,0.571,0.714,0.333,20,106,14,4,11.63,11.63,7.75,12.71
1513,30000,4,100,300,1,1,1,300,0.790,0.714,0.857,0.778,22,114,10,4,12.4,15.5,6.2,3.88
1519,30000,4,100,300,1,2,1,300,0.790,0.714,0.857,0.778,30,140,15,5,30.99,24.87,22.73,19.38
1585,30000,4,100,120,1,1,1,300,0.790,0.714,0.857,0.778,21,137,10,5,8.91,11.63,2.33,1.16
1587,30000,4,100,120,1,1,1,150,0.790,0.571,0.714,0.444,20,154,10,5,5.04,11.63,7.75,11.88
1588,30000,4,100,120,1,1,2,300,0.790,0.714,0.857,0.778,21,155,11,5,8.91,11.63,2.33,1.16
1590,30000,4,100,120,1,1,2,150,0.790,0.571,0.714,0.444,19,176,11,6,1.17,7.75,4.55,8.84
1591,30000,4,100,120,1,2,1,300,0.790,0.714,0.857,0.778,30,155,16,5,30.99,24.87,22.73,19.38
1593,30000,4,100,120,1,2,1,150,0.790,0.571,0.714,0.444,28,163,16,5,28.29,35.53,29.45,35
1594,30000,4,100,120,1,2,2,300,0.790,0.714,0.857,0.778,29,188,17,6,30.99,24.87,22.73,19.38
1596,30000,4,100,120,1,2,2,150,0.790,0.714,0.714,0.444,28,202,18,6,28.29,24.87,29.45,35
1597,30000,4,100,120,2,1,1,300,0.790,0.857,1.000,0.889,23,111,10,4,15.5,7.11,0,2
1599,30000,4,100,120,2,1,1,150,0.790,0.714,0.857,0.556,22,129,10,5,12.4,15.5,6.2,14.77
1602,30000,4,100,120,2,1,2,150,0.790,0.714,0.857,0.556,21,145,11,5,8.91,11.63,2.33,10.89
1603,30000,4,100,120,2,2,1,300,0.790,0.857,1.000,0.889,32,138,15,5,30.99,17.76,9.09,12.5
1605,30000,4,100,120,2,2,1,150,0.790,0.714,0.857,0.556,30,150,16,5,30.99,24.87,22.73,30.84
1608,30000,4,100,120,2,2,2,150,0.790,0.714,0.857,0.556,30,181,17,6,30.99,24.87,22.73,30.84
1611,30000,4,100,120,3,1,1,150,0.790,0.714,0.857,0.556,21,119,10,4,8.91,11.63,2.33,10.89
1614,30000,4,100,120,3,1,2,150,0.790,0.714,0.857,0.667,21,134,11,5,8.91,11.63,2.33,10
1617,30000,4,100,120,3,2,1,150,0.790,0.714,0.857,0.667,30,144,15,5,30.99,24.87,22.73,28.02
1620,30000,4,100,120,3,2,2,150,0.790,0.714,0.857,0.667,29,173,17,6,30.99,24.87,22.73,26.97
1621,30000,4,100,120,4,1,1,300,0.790,0.714,0.857,0.778,21,128,10,5,8.91,11.63,2.33,1.16
1623,30000,4,100,120,4,1,1,150,0.790,0.571,0.714,0.444,20,146,10,5,5.04,11.63,7.75,11.88
1624,30000,4,100,120,4,1,2,300,0.790,0.714,0.857,0.778,21,145,11,5,8.91,11.63,2.33,1.16
1626,30000,4,100,120,4,1,2,150,0.790,0.714,0.714,0.444,19,165,11,6,1.17,3.88,4.55,8.84
1627,30000,4,100,120,4,2,1,300,0.790,0.714,0.857,0.778,29,150,16,5,30.99,24.87,22.73,19.38
1629,30000,4,100,120,4,2,1,150,0.790,0.714,0.714,0.444,28,161,16,5,28.29,24.87,29.45,35
1630,30000,4,100,120,4,2,2,300,0.790,0.857,0.857,0.778,29,181,17,6,30.99,17.76,22.73,19.38
1632,30000,4,100,120,4,2,2,150,0.790,0.714,0.714,0.444,27,195,17,6,24.42,24.87,25.57,34.14
1635,30000,4,100,120,5,1,1,150,0.790,0.714,0.857,0.556,21,120,10,5,8.91,11.63,2.33,10.89
1638,30000,4,100,120,5,1,2,150,0.790,0.714,0.857,0.556,21,135,11,5,8.91,11.63,2.33,10.89
1641,30000,4,100,120,5,2,1,150,0.790,0.714,0.857,0.556,30,144,15,5,30.99,24.87,22.73,30.84
1644,30000,4,100,120,5,2,2,150,0.790,0.714,0.857,0.667,29,174,17,6,30.99,24.87,22.73,26.97
1657,30000,4,100,20,1,1,1,300,0.632,0.714,0.714,0.556,19,147,10,5,7.75,3.88,4.55,3.15
1659,30000,4,100,20,1,1,1,150,0.632,0.571,0.571,0.222,18,165,10,5,3.88,3.88,9.1,4.96
1660,30000,4,100,20,1,1,2,300,0.632,0.714,0.714,0.556,19,167,11,6,7.75,3.88,4.55,3.15
1662,30000,4,100,20,1,1,2,150,0.632,0.571,0.714,0.222,18,188,11,6,3.88,3.88,1.55,4.96
1663,30000,4,100,20,1,2,1,300,0.632,0.714,0.714,0.556,28,159,16,5,34.88,24.87,29.45,28.28
1665,30000,4,100,20,1,2,1,150,0.632,0.571,0.571,0.222,28,166,16,5,34.88,35.53,38.75,38.01
1666,30000,4,100,20,1,2,2,300,0.632,0.714,0.857,0.556,28,196,17,6,34.88,24.87,19.37,28.28
1668,30000,4,100,20,1,2,2,150,0.632,0.571,0.714,0.222,28,207,18,6,34.88,35.53,29.45,38.01
1669,30000,4,100,20,2,1,1,300,0.632,0.714,0.857,0.667,21,121,10,5,15.5,11.63,2.33,10
1671,30000,4,100,20,2,1,1,150,0.632,0.571,0.714,0.333,20,139,10,5,11.63,11.63,7.75,12.71
1672,30000,4,100,20,2,1,2,300,0.632,0.714,0.857,0.667,21,136,11,5,15.5,11.63,2.33,10
1674,30000,4,100,20,2,1,2,150,0.632,0.714,0.857,0.333,20,157,11,5,11.63,7.75,0.01,12.71
1675,30000,4,100,20,2,2,1,300,0.632,0.857,0.857,0.667,29,145,15,5,38.75,17.76,22.73,26.97
1677,30000,4,100,20,2,2,1,150,0.632,0.714,0.857,0.333,28,157,16,5,34.88,24.87,19.37,38.01
1678,30000,4,100,20,2,2,2,300,0.790,0.857,1.000,0.667,29,175,17,6,30.99,17.76,8.53,26.97
1680,30000,4,100,20,2,2,2,150,0.632,0.714,0.857,0.333,27,189,17,6,32.16,24.87,16.37,34.14
1681,30000,4,100,20,3,1,1,300,0.632,0.714,0.857,0.667,21,112,10,4,15.5,11.63,2.33,10
1683,30000,4,100,20,3,1,1,150,0.632,0.714,0.857,0.333,20,129,10,5,11.63,7.75,0.01,12.71
1686,30000,4,100,20,3,1,2,150,0.632,0.714,0.857,0.444,19,146,11,5,7.75,3.88,0.01,8.84
1687,30000,4,100,20,3,2,1,300,0.632,0.857,1.000,0.778,29,139,15,5,38.75,17.76,8.53,19.38
1689,30000,4,100,20,3,2,1,150,0.632,0.714,0.857,0.444,27,150,16,5,32.16,24.87,16.37,34.14
1692,30000,4,100,20,3,2,2,150,0.632,0.714,0.857,0.444,27,182,17,6,32.16,24.87,16.37,34.14
1693,30000,4,100,20,4,1,1,300,0.632,0.714,0.857,0.556,19,138,10,5,7.75,3.88,0.01,3.15
1695,30000,4,100,20,4,1,1,150,0.632,0.571,0.714,0.222,18,156,10,5,3.88,3.88,1.55,4.96
1696,30000,4,100,20,4,1,2,300,0.632,0.714,0.857,0.556,19,157,11,5,7.75,3.88,0.01,3.15
1698,30000,4,100,20,4,1,2,150,0.632,0.571,0.714,0.222,17,178,11,6,0.01,0.01,0.01,1.38
1699,30000,4,100,20,4,2,1,300,0.632,0.714,0.857,0.556,28,157,16,5,34.88,24.87,19.37,28.28
1701,30000,4,100,20,4,2,1,150,0.632,0.571,0.714,0.222,28,166,16,5,34.88,35.53,29.45,38.01
1702,30000,4,100,20,4,2,2,300,0.632,0.714,0.857,0.556,27,189,17,6,32.16,24.87,16.37,25
1704,30000,4,100,20,4,2,2,150,0.632,0.571,0.714,0.222,27,203,18,6,32.16,34.88,25.57,36.88
1705,30000,4,100,20,5,1,1,300,0.632,0.714,0.857,0.667,21,113,10,4,15.5,11.63,2.33,10
1707,30000,4,100,20,5,1,1,150,0.632,0.714,0.857,0.333,20,130,10,5,11.63,7.75,0.01,12.71
1710,30000,4,100,20,5,1,2,150,0.632,0.714,0.857,0.333,19,147,11,5,7.75,3.88,0.01,8.84
1711,30000,4,100,20,5,2,1,300,0.632,0.857,1.000,0.667,29,139,15,5,38.75,17.76,8.53,26.97
1713,30000,4,100,20,5,2,1,150,0.632,0.714,0.857,0.333,27,151,16,5,32.16,24.87,16.37,34.14
1716,30000,4,100,20,5,2,2,150,0.632,0.714,0.857,0.444,27,182,17,6,32.16,24.87,16.37,34.14
1719,30000,4,100,20,6,1,1,150,0.632,0.714,0.857,0.444,20,121,10,5,11.63,7.75,0.01,11.88
1722,30000,4,100,20,6,1,2,150,0.632,0.714,0.857,0.444,19,136,11,5,7.75,3.88,0.01,8.84
1725,30000,4,100,20,6,2,1,150,0.632,0.714,0.857,0.444,27,145,15,5,32.16,24.87,16.37,34.14
1728,30000,4,100,20,6,2,2,150,0.632,0.714,0.857,0.444,26,174,17,6,28.29,22.09,15.35,30.26
1729,30000,4,50,300,1,1,1,300,0.790,0.857,0.857,0.778,24,238,10,7,19.38,7.11,8.41,7.6
1732,30000,4,50,300,1,1,2,300,0.948,0.857,0.857,0.778,23,279,11,7,8.91,7.11,8.41,3.88
1735,30000,4,50,300,1,2,1,300,0.790,0.714,0.714,0.778,33,179,17,6,30.99,34.87,39.09,25
1738,30000,4,50,300,1,2,2,300,0.790,0.714,0.857,0.778,34,224,18,7,30.99,35.52,27.9,25
1741,30000,4,50,300,2,1,1,300,0.948,0.857,1.000,0.889,26,213,10,6,10.33,7.75,0.01,6.88
1744,30000,4,50,300,2,1,2,300,0.948,0.857,1.000,0.889,25,248,11,7,10.33,7.11,0.01,6.88
1747,30000,4,50,300,2,2,1,300,0.948,0.857,1.000,0.889,37,171,16,6,10.33,17.76,9.09,12.5
1750,30000,4,50,300,2,2,2,300,0.948,0.857,1.000,0.889,37,214,18,6,10.33,17.76,9.09,12.5
1753,30000,4,50,300,3,1,1,300,0.948,0.857,1.000,1.000,26,203,10,6,10.33,7.75,0.01,0
1759,30000,4,50,300,3,2,1,300,0.948,0.857,1.000,1.000,37,171,16,6,10.33,17.76,9.09,0.01
1765,30000,4,50,300,4,1,1,300,0.948,0.857,0.857,0.778,24,230,10,7,10.33,7.11,8.41,7.6
1768,30000,4,50,300,4,1,2,300,0.948,0.857,0.857,0.889,23,269,11,7,8.91,7.11,8.41,2
1771,30000,4,50,300,4,2,1,300,0.790,0.714,0.857,0.778,33,179,17,6,30.99,34.87,24.03,25
1774,30000,4,50,300,4,2,2,300,0.948,0.857,0.857,0.778,34,224,18,7,10.33,17.76,27.9,25
1777,30000,4,50,300,5,1,1,300,0.948,0.857,1.000,1.000,26,204,10,6,10.33,7.75,0.01,0.01
1783,30000,4,50,300,5,2,1,300,0.948,0.857,1.000,0.889,37,171,16,6,10.33,17.76,9.09,12.5
1801,30000,4,50,120,1,1,1,300,0.790,0.857,0.857,0.667,23,257,10,7,15.5,7.11,8.41,11.63
1802,30000,4,50,120,1,1,1,800,0.790,0.714,0.714,0.667,25,219,10,6,20.66,18.21,22.74,16.38
1803,30000,4,50,120,1,1,1,150,0.790,0.714,0.714,0.333,22,274,10,7,12.4,15.5,15.5,20.46
1804,30000,4,50,120,1,1,2,300,0.790,0.857,0.857,0.667,23,302,11,8,15.5,7.11,8.41,11.63
1805,30000,4,50,120,1,1,2,800,0.790,0.714,0.714,0.667,24,255,11,7,19.38,17.77,22.73,12.79
1806,30000,4,50,120,1,1,2,150,0.790,0.714,0.714,0.444,21,323,11,8,8.91,11.63,11.63,11.88
1807,30000,4,50,120,1,2,1,300,0.790,0.714,0.714,0.667,32,184,17,6,30.99,31,38.59,31.88
1808,30000,4,50,120,1,2,1,800,0.790,0.714,0.714,0.667,33,163,16,5,30.99,34.87,39.09,31.88
1809,30000,4,50,120,1,2,1,150,0.632,0.571,0.571,0.333,30,191,17,6,41.33,37.58,45.46,45.76
1810,30000,4,50,120,1,2,2,300,0.790,0.714,0.857,0.667,32,230,18,7,30.99,31,22.73,31.88
1811,30000,4,50,120,1,2,2,800,0.790,0.714,0.714,0.667,33,204,18,6,30.99,34.87,39.09,31.88
1812,30000,4,50,120,1,2,2,150,0.790,0.571,0.714,0.333,30,238,18,7,30.99,37.58,31.14,45.76
1813,30000,4,50,120,2,1,1,300,0.948,0.857,1.000,0.889,25,231,10,7,10.33,7.11,0.01,6.88
1815,30000,4,50,120,2,1,1,150,0.790,0.714,0.857,0.556,24,248,10,7,19.38,17.77,8.41,22.5
1816,30000,4,50,120,2,1,2,300,0.948,0.857,1.000,0.889,25,270,11,7,10.33,7.11,0.01,6.88
1818,30000,4,50,120,2,1,2,150,0.790,0.857,0.857,0.556,23,291,11,8,15.5,7.11,8.41,18.64
1819,30000,4,50,120,2,2,1,300,0.790,0.857,1.000,0.889,36,176,16,6,30.99,17.76,9.09,12.5
1821,30000,4,50,120,2,2,1,150,0.790,0.714,0.857,0.556,34,182,17,6,30.99,35.52,27.9,43.51
1822,30000,4,50,120,2,2,2,300,0.948,0.857,1.000,0.889,36,220,18,7,10.33,17.76,9.09,12.5
1824,30000,4,50,120,2,2,2,150,0.790,0.714,0.857,0.556,34,228,18,7,30.99,35.52,27.9,43.51
1825,30000,4,50,120,3,1,1,300,0.948,0.857,1.000,0.889,25,221,10,6,10.33,7.11,0.01,6.88
1827,30000,4,50,120,3,1,1,150,0.790,0.714,0.857,0.556,24,239,10,7,19.38,17.77,8.41,22.5
1828,30000,4,50,120,3,1,2,300,0.948,1.000,1.000,0.889,25,258,11,7,10.33,0.01,0.01,6.88
1830,30000,4,50,120,3,1,2,150,0.790,0.857,0.857,0.556,23,280,11,7,15.5,7.11,8.41,18.64
1831,30000,4,50,120,3,2,1,300,0.790,0.857,1.000,0.889,36,176,16,6,30.99,17.76,9.09,12.5
1833,30000,4,50,120,3,2,1,150,0.790,0.714,0.857,0.556,34,182,17,6,30.99,35.52,27.9,43.51
1834,30000,4,50,120,3,2,2,300,0.948,0.857,1.000,0.889,36,220,18,7,10.33,17.76,9.09,12.5
1836,30000,4,50,120,3,2,2,150,0.790,0.714,0.857,0.556,34,228,18,7,30.99,35.52,27.9,43.51
1837,30000,4,50,120,4,1,1,300,0.790,0.857,0.857,0.778,23,248,10,7,15.5,7.11,8.41,3.88
1838,30000,4,50,120,4,1,1,800,0.790,0.714,0.857,0.667,24,210,10,6,19.38,17.77,8.41,12.79
1839,30000,4,50,120,4,1,1,150,0.790,0.714,0.714,0.444,22,265,10,7,12.4,15.5,15.5,14.77
1840,30000,4,50,120,4,1,2,300,0.948,0.857,0.857,0.778,23,291,11,8,8.91,7.11,8.41,3.88
1841,30000,4,50,120,4,1,2,800,0.790,0.857,0.857,0.667,24,244,11,7,19.38,7.11,8.41,12.79
1842,30000,4,50,120,4,1,2,150,0.790,0.714,0.714,0.444,21,313,11,8,8.91,11.63,11.63,11.88
1843,30000,4,50,120,4,2,1,300,0.790,0.714,0.857,0.778,32,184,17,6,30.99,31,22.73,23.25
1844,30000,4,50,120,4,2,1,800,0.790,0.714,0.857,0.667,33,163,16,5,30.99,34.87,24.03,31.88
1845,30000,4,50,120,4,2,1,150,0.790,0.571,0.714,0.444,30,191,17,6,30.99,37.58,31.14,37.51
1846,30000,4,50,120,4,2,2,300,0.790,0.857,0.857,0.778,32,230,18,7,30.99,17.76,22.73,23.25
1847,30000,4,50,120,4,2,2,800,0.790,0.714,0.857,0.667,33,204,18,6,30.99,34.87,24.03,31.88
1848,30000,4,50,120,4,2,2,150,0.790,0.714,0.714,0.444,30,238,18,7,30.99,24.87,31.14,37.51
1849,30000,4,50,120,5,1,1,300,0.948,0.857,1.000,0.889,25,222,10,6,10.33,7.11,0.01,6.88
1851,30000,4,50,120,5,1,1,150,0.790,0.714,0.857,0.556,24,239,10,7,19.38,17.77,8.41,22.5
1852,30000,4,50,120,5,1,2,300,0.948,0.857,1.000,0.889,25,259,11,7,10.33,7.11,0.01,6.88
1854,30000,4,50,120,5,1,2,150,0.790,0.857,0.857,0.556,23,281,11,7,15.5,7.11,8.41,18.64
1855,30000,4,50,120,5,2,1,300,0.790,0.857,1.000,0.889,36,176,16,6,30.99,17.76,9.09,12.5
1857,30000,4,50,120,5,2,1,150,0.790,0.714,0.857,0.556,34,182,17,6,30.99,35.52,27.9,43.51
1858,30000,4,50,120,5,2,2,300,0.948,0.857,1.000,0.889,36,220,18,7,10.33,17.76,9.09,12.5
1860,30000,4,50,120,5,2,2,150,0.790,0.714,0.857,0.556,34,228,18,7,30.99,35.52,27.9,43.51
1861,30000,4,50,120,6,1,1,300,0.948,0.857,1.000,0.889,25,213,10,6,10.33,7.11,0.01,6.88
1863,30000,4,50,120,6,1,1,150,0.790,0.714,0.857,0.556,23,230,10,7,15.5,17.76,8.41,18.64
1864,30000,4,50,120,6,1,2,300,0.948,1.000,1.000,0.889,24,248,11,7,10.33,0,0.01,4.77
1866,30000,4,50,120,6,1,2,150,0.790,0.857,0.857,0.556,23,269,11,7,15.5,7.11,8.41,18.64
1867,30000,4,50,120,6,2,1,300,0.790,0.857,1.000,0.889,36,176,16,6,30.99,17.76,9.09,12.5
1869,30000,4,50,120,6,2,1,150,0.790,0.714,0.857,0.556,34,182,17,6,30.99,35.52,27.9,43.51
1870,30000,4,50,120,6,2,2,300,0.948,0.857,1.000,0.889,36,220,18,7,10.33,17.76,9.09,12.5
1872,30000,4,50,120,6,2,2,150,0.790,0.714,0.857,0.556,34,228,18,7,30.99,35.52,27.9,43.51
1873,30000,4,50,20,1,1,1,300,0.632,0.714,0.714,0.444,21,265,10,7,15.5,11.63,11.63,11.88
1874,30000,4,50,20,1,1,1,800,0.632,0.714,0.714,0.444,23,227,10,7,20.67,17.76,19.38,18.64
1875,30000,4,50,20,1,1,1,150,0.632,0.571,0.571,0.111,20,283,10,7,11.63,11.63,12.71,13.88
1876,30000,4,50,20,1,1,2,300,0.632,0.714,0.714,0.444,21,312,11,8,15.5,11.63,11.63,11.88
1877,30000,4,50,20,1,1,2,800,0.632,0.714,0.714,0.444,22,266,11,7,19.37,15.5,15.5,14.77
1878,30000,4,50,20,1,1,2,150,0.632,0.714,0.714,0.222,19,334,11,8,7.75,3.88,4.55,8.84
1879,30000,4,50,20,1,2,1,300,0.632,0.714,0.714,0.444,30,186,17,6,41.33,24.87,31.14,37.51
1880,30000,4,50,20,1,2,1,800,0.632,0.571,0.714,0.444,30,164,16,5,41.33,37.58,31.14,37.51
1881,30000,4,50,20,1,2,1,150,0.474,0.571,0.571,0.111,30,192,17,6,43.79,37.58,45.46,49.38
1882,30000,4,50,20,1,2,2,300,0.632,0.714,0.714,0.444,30,232,18,7,41.33,24.87,31.14,37.51
1883,30000,4,50,20,1,2,2,800,0.632,0.714,0.714,0.444,30,206,18,6,41.33,24.87,31.14,37.51
1884,30000,4,50,20,1,2,2,150,0.632,0.571,0.571,0.111,30,240,19,7,41.33,37.58,45.46,49.38
1885,30000,4,50,20,2,1,1,300,0.790,0.857,0.857,0.667,23,239,10,7,15.5,7.11,8.41,11.63
1886,30000,4,50,20,2,1,1,800,0.632,0.714,0.857,0.556,25,201,10,6,24.41,18.21,11.47,22.5
1887,30000,4,50,20,2,1,1,150,0.632,0.714,0.714,0.333,22,257,10,7,19.37,15.5,15.5,20.46
1888,30000,4,50,20,2,1,2,300,0.790,0.857,1.000,0.667,23,280,11,7,15.5,7.11,0.01,11.63
1890,30000,4,50,20,2,1,2,150,0.632,0.714,0.857,0.333,21,302,11,8,15.5,11.63,2.33,16.58
1891,30000,4,50,20,2,2,1,300,0.632,0.714,0.857,0.667,32,178,16,6,43.78,31,22.73,31.88
