L,B,D,Crane,POB,Power,LWI,MP,Fuel,ROV,DP,Deck_Area,Prof,MAU1,MAU2,CAPEX
180,30,8,800,150,15000,600,1,1,1,1,2262.1,22.265,0.81709,0.88781,274.38
120,35,8,800,150,15000,600,1,1,1,1,1462.4,22.956,0.8385,0.8066,255.1
140,35,8,800,150,15000,600,1,1,1,1,1907.6,22.553,0.82605,0.84817,266.34
160,35,8,800,150,15000,600,1,1,1,1,2363.3,22.15,0.81348,0.87063,277.59
180,35,8,800,150,15000,600,1,1,1,1,2828.6,21.747,0.80079,0.88309,288.84
140,30,11,800,150,15000,600,1,1,1,1,1492.4,22.049,0.81032,0.84368,280.4
160,30,11,800,150,15000,600,1,1,1,1,1873.3,21.574,0.79531,0.86533,293.66
180,30,11,800,150,15000,600,1,1,1,1,2262.1,21.099,0.78011,0.87691,306.91
120,35,11,800,150,15000,600,1,1,1,1,1462.4,22.049,0.81032,0.79866,280.4
140,35,11,800,150,15000,600,1,1,1,1,1907.6,21.495,0.79279,0.83854,295.87
160,35,11,800,150,15000,600,1,1,1,1,2363.3,20.941,0.77501,0.8592,311.33
180,35,11,800,150,15000,600,1,1,1,1,2828.6,20.386,0.75696,0.86973,326.79
180,30,14,800,150,15000,600,1,1,1,1,2262.1,19.933,0.74199,0.86494,339.44
120,35,14,800,150,15000,600,1,1,1,1,1462.4,21.142,0.7815,0.79012,305.71
140,35,14,800,150,15000,600,1,1,1,1,1907.6,20.437,0.75861,0.82806,325.39
160,35,14,800,150,15000,600,1,1,1,1,2363.3,19.731,0.73528,0.8466,345.07
180,35,14,800,150,15000,600,1,1,1,1,2828.6,19.026,0.71148,0.85482,364.75
180,25,8,400,250,15000,600,1,1,1,1,1517.2,22.783,0.80033,0.89234,252.11
140,30,8,400,250,15000,600,1,1,1,1,1297.9,22.956,0.80565,0.85162,247.29
160,30,8,400,250,15000,600,1,1,1,1,1678.7,22.611,0.79498,0.87471,256.93
180,30,8,400,250,15000,600,1,1,1,1,2067.5,22.265,0.78424,0.88781,266.57
120,35,8,400,250,15000,600,1,1,1,1,1267.9,22.956,0.80565,0.8066,247.29
140,35,8,400,250,15000,600,1,1,1,1,1713,22.553,0.7932,0.84817,258.53
160,35,8,400,250,15000,600,1,1,1,1,2168.8,22.15,0.78063,0.87063,269.78
180,35,8,400,250,15000,600,1,1,1,1,2634,21.747,0.76794,0.88309,281.03
140,30,11,400,250,15000,600,1,1,1,1,1297.9,22.049,0.77747,0.84368,272.59
160,30,11,400,250,15000,600,1,1,1,1,1678.7,21.574,0.76246,0.86533,285.85
180,30,11,400,250,15000,600,1,1,1,1,2067.5,21.099,0.74726,0.87691,299.1
120,35,11,400,250,15000,600,1,1,1,1,1267.9,22.049,0.77747,0.79866,272.59
140,35,11,400,250,15000,600,1,1,1,1,1713,21.495,0.75994,0.83854,288.05
160,35,11,400,250,15000,600,1,1,1,1,2168.8,20.941,0.74215,0.8592,303.52
180,35,11,400,250,15000,600,1,1,1,1,2634,20.386,0.72411,0.86973,318.98
160,30,14,400,250,15000,600,1,1,1,1,1678.7,20.537,0.72906,0.85514,314.76
180,30,14,400,250,15000,600,1,1,1,1,2067.5,19.933,0.70914,0.86494,331.63
120,35,14,400,250,15000,600,1,1,1,1,1267.9,21.142,0.74865,0.79012,297.89
140,35,14,400,250,15000,600,1,1,1,1,1713,20.437,0.72576,0.82806,317.57
160,35,14,400,250,15000,600,1,1,1,1,2168.8,19.731,0.70243,0.8466,337.25
180,35,14,400,250,15000,600,1,1,1,1,2634,19.026,0.67862,0.85482,356.93
140,30,8,600,250,15000,600,1,1,1,1,1294.9,22.956,0.82108,0.85162,252
160,30,8,600,250,15000,600,1,1,1,1,1675.7,22.611,0.81042,0.87471,261.64
180,30,8,600,250,15000,600,1,1,1,1,2064.5,22.265,0.79967,0.88781,271.27
120,35,8,600,250,15000,600,1,1,1,1,1264.9,22.956,0.82108,0.8066,252
140,35,8,600,250,15000,600,1,1,1,1,1710,22.553,0.80863,0.84817,263.24
160,35,8,600,250,15000,600,1,1,1,1,2165.8,22.15,0.79606,0.87063,274.49
180,35,8,600,250,15000,600,1,1,1,1,2631.1,21.747,0.78337,0.88309,285.73
140,30,11,600,250,15000,600,1,1,1,1,1294.9,22.049,0.7929,0.84368,277.3
160,30,11,600,250,15000,600,1,1,1,1,1675.7,21.574,0.77789,0.86533,290.55
180,30,11,600,250,15000,600,1,1,1,1,2064.5,21.099,0.76269,0.87691,303.81
120,35,11,600,250,15000,600,1,1,1,1,1264.9,22.049,0.7929,0.79866,277.3
140,35,11,600,250,15000,600,1,1,1,1,1710,21.495,0.77537,0.83854,292.76
160,35,11,600,250,15000,600,1,1,1,1,2165.8,20.941,0.75758,0.8592,308.23
180,35,11,600,250,15000,600,1,1,1,1,2631.1,20.386,0.73954,0.86973,323.69
180,30,14,600,250,15000,600,1,1,1,1,2064.5,19.933,0.72457,0.86494,336.34
120,35,14,600,250,15000,600,1,1,1,1,1264.9,21.142,0.76408,0.79012,302.6
140,35,14,600,250,15000,600,1,1,1,1,1710,20.437,0.74119,0.82806,322.28
160,35,14,600,250,15000,600,1,1,1,1,2165.8,19.731,0.71786,0.8466,341.96
180,35,14,600,250,15000,600,1,1,1,1,2631.1,19.026,0.69405,0.85482,361.64
140,30,8,800,250,15000,600,1,1,1,1,1292.4,22.956,0.83651,0.85162,256.7
160,30,8,800,250,15000,600,1,1,1,1,1673.3,22.611,0.82585,0.87471,266.34
180,30,8,800,250,15000,600,1,1,1,1,2062.1,22.265,0.8151,0.88781,275.98
120,35,8,800,250,15000,600,1,1,1,1,1262.4,22.956,0.83651,0.8066,256.7
140,35,8,800,250,15000,600,1,1,1,1,1707.6,22.553,0.82406,0.84817,267.95
160,35,8,800,250,15000,600,1,1,1,1,2163.3,22.15,0.81149,0.87063,279.2
180,35,8,800,250,15000,600,1,1,1,1,2628.6,21.747,0.7988,0.88309,290.44
140,30,11,800,250,15000,600,1,1,1,1,1292.4,22.049,0.80833,0.84368,282.01
160,30,11,800,250,15000,600,1,1,1,1,1673.3,21.574,0.79332,0.86533,295.26
180,30,11,800,250,15000,600,1,1,1,1,2062.1,21.099,0.77812,0.87691,308.52
120,35,11,800,250,15000,600,1,1,1,1,1262.4,22.049,0.80833,0.79866,282.01
140,35,11,800,250,15000,600,1,1,1,1,1707.6,21.495,0.7908,0.83854,297.47
160,35,11,800,250,15000,600,1,1,1,1,2163.3,20.941,0.77302,0.8592,312.93
180,35,11,800,250,15000,600,1,1,1,1,2628.6,20.386,0.75497,0.86973,328.4
180,30,14,800,250,15000,600,1,1,1,1,2062.1,19.933,0.74,0.86494,341.05
120,35,14,800,250,15000,600,1,1,1,1,1262.4,21.142,0.77951,0.79012,307.31
140,35,14,800,250,15000,600,1,1,1,1,1707.6,20.437,0.75662,0.82806,326.99
160,35,14,800,250,15000,600,1,1,1,1,2163.3,19.731,0.73329,0.8466,346.67
180,35,14,800,250,15000,600,1,1,1,1,2628.6,19.026,0.70948,0.85482,366.35
180,25,8,400,350,15000,600,1,1,1,1,1317.2,22.783,0.79833,0.89234,253.71
140,30,8,400,350,15000,600,1,1,1,1,1097.9,22.956,0.80365,0.85162,248.89
160,30,8,400,350,15000,600,1,1,1,1,1478.7,22.611,0.79299,0.87471,258.53
180,30,8,400,350,15000,600,1,1,1,1,1867.5,22.265,0.78224,0.88781,268.17
120,35,8,400,350,15000,600,1,1,1,1,1067.9,22.956,0.80365,0.8066,248.89
140,35,8,400,350,15000,600,1,1,1,1,1513,22.553,0.79121,0.84817,260.14
160,35,8,400,350,15000,600,1,1,1,1,1968.8,22.15,0.77864,0.87063,271.38
180,35,8,400,350,15000,600,1,1,1,1,2434,21.747,0.76595,0.88309,282.63
140,30,11,400,350,15000,600,1,1,1,1,1097.9,22.049,0.77548,0.84368,274.2
160,30,11,400,350,15000,600,1,1,1,1,1478.7,21.574,0.76047,0.86533,287.45
180,30,11,400,350,15000,600,1,1,1,1,1867.5,21.099,0.74527,0.87691,300.7
120,35,11,400,350,15000,600,1,1,1,1,1067.9,22.049,0.77548,0.79866,274.2
140,35,11,400,350,15000,600,1,1,1,1,1513,21.495,0.75795,0.83854,289.66
160,35,11,400,350,15000,600,1,1,1,1,1968.8,20.941,0.74016,0.8592,305.12
180,35,11,400,350,15000,600,1,1,1,1,2434,20.386,0.72212,0.86973,320.59
160,30,14,400,350,15000,600,1,1,1,1,1478.7,20.537,0.72706,0.85514,316.37
180,30,14,400,350,15000,600,1,1,1,1,1867.5,19.933,0.70715,0.86494,333.24
120,35,14,400,350,15000,600,1,1,1,1,1067.9,21.142,0.74666,0.79012,299.5
140,35,14,400,350,15000,600,1,1,1,1,1513,20.437,0.72377,0.82806,319.18
160,35,14,400,350,15000,600,1,1,1,1,1968.8,19.731,0.70043,0.8466,338.86
180,35,14,400,350,15000,600,1,1,1,1,2434,19.026,0.67663,0.85482,358.54
140,30,8,600,350,15000,600,1,1,1,1,1094.9,22.956,0.81908,0.85162,253.6
160,30,8,600,350,15000,600,1,1,1,1,1475.7,22.611,0.80842,0.87471,263.24
180,30,8,600,350,15000,600,1,1,1,1,1864.5,22.265,0.79767,0.88781,272.88
120,35,8,600,350,15000,600,1,1,1,1,1064.9,22.956,0.81908,0.8066,253.6
140,35,8,600,350,15000,600,1,1,1,1,1510,22.553,0.80664,0.84817,264.85
160,35,8,600,350,15000,600,1,1,1,1,1965.8,22.15,0.79407,0.87063,276.09
180,35,8,600,350,15000,600,1,1,1,1,2431.1,21.747,0.78138,0.88309,287.34
140,30,11,600,350,15000,600,1,1,1,1,1094.9,22.049,0.79091,0.84368,278.9
160,30,11,600,350,15000,600,1,1,1,1,1475.7,21.574,0.7759,0.86533,292.16
180,30,11,600,350,15000,600,1,1,1,1,1864.5,21.099,0.7607,0.87691,305.41
120,35,11,600,350,15000,600,1,1,1,1,1064.9,22.049,0.79091,0.79866,278.9
140,35,11,600,350,15000,600,1,1,1,1,1510,21.495,0.77338,0.83854,294.37
160,35,11,600,350,15000,600,1,1,1,1,1965.8,20.941,0.75559,0.8592,309.83
180,35,11,600,350,15000,600,1,1,1,1,2431.1,20.386,0.73755,0.86973,325.29
180,30,14,600,350,15000,600,1,1,1,1,1864.5,19.933,0.72258,0.86494,337.94
120,35,14,600,350,15000,600,1,1,1,1,1064.9,21.142,0.76209,0.79012,304.21
140,35,14,600,350,15000,600,1,1,1,1,1510,20.437,0.7392,0.82806,323.89
160,35,14,600,350,15000,600,1,1,1,1,1965.8,19.731,0.71586,0.8466,343.57
180,35,14,600,350,15000,600,1,1,1,1,2431.1,19.026,0.69206,0.85482,363.25
140,30,8,800,350,15000,600,1,1,1,1,1092.4,22.956,0.83452,0.85162,258.31
160,30,8,800,350,15000,600,1,1,1,1,1473.3,22.611,0.82386,0.87471,267.95
180,30,8,800,350,15000,600,1,1,1,1,1862.1,22.265,0.81311,0.88781,277.59
120,35,8,800,350,15000,600,1,1,1,1,1062.4,22.956,0.83452,0.8066,258.31
140,35,8,800,350,15000,600,1,1,1,1,1507.6,22.553,0.82207,0.84817,269.55
160,35,8,800,350,15000,600,1,1,1,1,1963.3,22.15,0.8095,0.87063,280.8
180,35,8,800,350,15000,600,1,1,1,1,2428.6,21.747,0.79681,0.88309,292.05
140,30,11,800,350,15000,600,1,1,1,1,1092.4,22.049,0.80634,0.84368,283.61
160,30,11,800,350,15000,600,1,1,1,1,1473.3,21.574,0.79133,0.86533,296.87
180,30,11,800,350,15000,600,1,1,1,1,1862.1,21.099,0.77613,0.87691,310.12
120,35,11,800,350,15000,600,1,1,1,1,1062.4,22.049,0.80634,0.79866,283.61
140,35,11,800,350,15000,600,1,1,1,1,1507.6,21.495,0.78881,0.83854,299.08
160,35,11,800,350,15000,600,1,1,1,1,1963.3,20.941,0.77102,0.8592,314.54
180,35,11,800,350,15000,600,1,1,1,1,2428.6,20.386,0.75298,0.86973,330
120,35,14,800,350,15000,600,1,1,1,1,1062.4,21.142,0.77752,0.79012,308.92
140,35,14,800,350,15000,600,1,1,1,1,1507.6,20.437,0.75463,0.82806,328.6
160,35,14,800,350,15000,600,1,1,1,1,1963.3,19.731,0.7313,0.8466,348.28
180,35,14,800,350,15000,600,1,1,1,1,2428.6,19.026,0.70749,0.85482,367.96
160,25,8,400,150,25000,600,1,1,1,1,1402.8,23.071,0.8111,0.87863,290.62
180,25,8,400,150,25000,600,1,1,1,1,1717.2,22.783,0.80225,0.89234,298.65
120,30,8,400,150,25000,600,1,1,1,1,1125.9,23.302,0.81814,0.80948,284.19
140,30,8,400,150,25000,600,1,1,1,1,1497.9,22.956,0.80757,0.85162,293.83
160,30,8,400,150,25000,600,1,1,1,1,1878.7,22.611,0.79691,0.87471,303.47
180,30,8,400,150,25000,600,1,1,1,1,2267.5,22.265,0.78616,0.88781,313.11
120,35,8,400,150,25000,600,1,1,1,1,1467.9,22.956,0.80757,0.8066,293.83
140,35,8,400,150,25000,600,1,1,1,1,1913,22.553,0.79512,0.84817,305.08
160,35,8,400,150,25000,600,1,1,1,1,2368.8,22.15,0.78256,0.87063,316.32
180,35,8,400,150,25000,600,1,1,1,1,2834,21.747,0.76986,0.88309,327.57
120,30,11,400,150,25000,600,1,1,1,1,1125.9,22.524,0.79423,0.80289,305.88
140,30,11,400,150,25000,600,1,1,1,1,1497.9,22.049,0.7794,0.84368,319.14
160,30,11,400,150,25000,600,1,1,1,1,1878.7,21.574,0.76438,0.86533,332.39
180,30,11,400,150,25000,600,1,1,1,1,2267.5,21.099,0.74919,0.87691,345.64
120,35,11,400,150,25000,600,1,1,1,1,1467.9,22.049,0.7794,0.79866,319.14
140,35,11,400,150,25000,600,1,1,1,1,1913,21.495,0.76186,0.83854,334.6
160,35,11,400,150,25000,600,1,1,1,1,2368.8,20.941,0.74408,0.8592,350.06
180,35,11,400,150,25000,600,1,1,1,1,2834,20.386,0.72603,0.86973,365.53
140,30,14,400,150,25000,600,1,1,1,1,1497.9,21.142,0.75058,0.83514,344.44
160,30,14,400,150,25000,600,1,1,1,1,1878.7,20.537,0.73098,0.85514,361.31
180,30,14,400,150,25000,600,1,1,1,1,2267.5,19.933,0.71106,0.86494,378.18
120,35,14,400,150,25000,600,1,1,1,1,1467.9,21.142,0.75058,0.79012,344.44
140,35,14,400,150,25000,600,1,1,1,1,1913,20.437,0.72768,0.82806,364.12
160,35,14,400,150,25000,600,1,1,1,1,2368.8,19.731,0.70435,0.8466,383.8
180,35,14,400,150,25000,600,1,1,1,1,2834,19.026,0.68055,0.85482,403.48
180,25,8,600,150,25000,600,1,1,1,1,1714.3,22.783,0.81768,0.89234,303.36
120,30,8,600,150,25000,600,1,1,1,1,1122.9,23.302,0.83358,0.80948,288.9
140,30,8,600,150,25000,600,1,1,1,1,1494.9,22.956,0.823,0.85162,298.54
160,30,8,600,150,25000,600,1,1,1,1,1875.7,22.611,0.81234,0.87471,308.18
180,30,8,600,150,25000,600,1,1,1,1,2264.5,22.265,0.80159,0.88781,317.82
120,35,8,600,150,25000,600,1,1,1,1,1464.9,22.956,0.823,0.8066,298.54
140,35,8,600,150,25000,600,1,1,1,1,1910,22.553,0.81056,0.84817,309.79
160,35,8,600,150,25000,600,1,1,1,1,2365.8,22.15,0.79799,0.87063,321.03
180,35,8,600,150,25000,600,1,1,1,1,2831.1,21.747,0.78529,0.88309,332.28
120,30,11,600,150,25000,600,1,1,1,1,1122.9,22.524,0.80966,0.80289,310.59
140,30,11,600,150,25000,600,1,1,1,1,1494.9,22.049,0.79483,0.84368,323.84
160,30,11,600,150,25000,600,1,1,1,1,1875.7,21.574,0.77981,0.86533,337.1
180,30,11,600,150,25000,600,1,1,1,1,2264.5,21.099,0.76462,0.87691,350.35
120,35,11,600,150,25000,600,1,1,1,1,1464.9,22.049,0.79483,0.79866,323.84
140,35,11,600,150,25000,600,1,1,1,1,1910,21.495,0.77729,0.83854,339.31
160,35,11,600,150,25000,600,1,1,1,1,2365.8,20.941,0.75951,0.8592,354.77
180,35,11,600,150,25000,600,1,1,1,1,2831.1,20.386,0.74146,0.86973,370.23
160,30,14,600,150,25000,600,1,1,1,1,1875.7,20.537,0.74641,0.85514,366.02
180,30,14,600,150,25000,600,1,1,1,1,2264.5,19.933,0.72649,0.86494,382.88
120,35,14,600,150,25000,600,1,1,1,1,1464.9,21.142,0.76601,0.79012,349.15
140,35,14,600,150,25000,600,1,1,1,1,1910,20.437,0.74312,0.82806,368.83
160,35,14,600,150,25000,600,1,1,1,1,2365.8,19.731,0.71978,0.8466,388.51
180,35,14,600,150,25000,600,1,1,1,1,2831.1,19.026,0.69598,0.85482,408.19
120,30,8,800,150,25000,600,1,1,1,1,1120.5,23.302,0.84901,0.80948,293.61
140,30,8,800,150,25000,600,1,1,1,1,1492.4,22.956,0.83843,0.85162,303.25
160,30,8,800,150,25000,600,1,1,1,1,1873.3,22.611,0.82777,0.87471,312.89
180,30,8,800,150,25000,600,1,1,1,1,2262.1,22.265,0.81702,0.88781,322.53
120,35,8,800,150,25000,600,1,1,1,1,1462.4,22.956,0.83843,0.8066,303.25
140,35,8,800,150,25000,600,1,1,1,1,1907.6,22.553,0.82599,0.84817,314.49
160,35,8,800,150,25000,600,1,1,1,1,2363.3,22.15,0.81342,0.87063,325.74
180,35,8,800,150,25000,600,1,1,1,1,2828.6,21.747,0.80072,0.88309,336.99
140,30,11,800,150,25000,600,1,1,1,1,1492.4,22.049,0.81026,0.84368,328.55
160,30,11,800,150,25000,600,1,1,1,1,1873.3,21.574,0.79524,0.86533,341.81
180,30,11,800,150,25000,600,1,1,1,1,2262.1,21.099,0.78005,0.87691,355.06
120,35,11,800,150,25000,600,1,1,1,1,1462.4,22.049,0.81026,0.79866,328.55
140,35,11,800,150,25000,600,1,1,1,1,1907.6,21.495,0.79272,0.83854,344.02
160,35,11,800,150,25000,600,1,1,1,1,2363.3,20.941,0.77494,0.8592,359.48
180,35,11,800,150,25000,600,1,1,1,1,2828.6,20.386,0.75689,0.86973,374.94
180,30,14,800,150,25000,600,1,1,1,1,2262.1,19.933,0.74193,0.86494,387.59
120,35,14,800,150,25000,600,1,1,1,1,1462.4,21.142,0.78144,0.79012,353.86
140,35,14,800,150,25000,600,1,1,1,1,1907.6,20.437,0.75855,0.82806,373.54
160,35,14,800,150,25000,600,1,1,1,1,2363.3,19.731,0.73521,0.8466,393.22
180,35,14,800,150,25000,600,1,1,1,1,2828.6,19.026,0.71141,0.85482,412.9
180,25,8,400,250,25000,600,1,1,1,1,1517.2,22.783,0.80026,0.89234,300.26
140,30,8,400,250,25000,600,1,1,1,1,1297.9,22.956,0.80558,0.85162,295.44
160,30,8,400,250,25000,600,1,1,1,1,1678.7,22.611,0.79492,0.87471,305.08
180,30,8,400,250,25000,600,1,1,1,1,2067.5,22.265,0.78417,0.88781,314.72
120,35,8,400,250,25000,600,1,1,1,1,1267.9,22.956,0.80558,0.8066,295.44
140,35,8,400,250,25000,600,1,1,1,1,1713,22.553,0.79313,0.84817,306.68
160,35,8,400,250,25000,600,1,1,1,1,2168.8,22.15,0.78057,0.87063,317.93
180,35,8,400,250,25000,600,1,1,1,1,2634,21.747,0.76787,0.88309,329.18
140,30,11,400,250,25000,600,1,1,1,1,1297.9,22.049,0.7774,0.84368,320.74
160,30,11,400,250,25000,600,1,1,1,1,1678.7,21.574,0.76239,0.86533,334
180,30,11,400,250,25000,600,1,1,1,1,2067.5,21.099,0.74719,0.87691,347.25
120,35,11,400,250,25000,600,1,1,1,1,1267.9,22.049,0.7774,0.79866,320.74
140,35,11,400,250,25000,600,1,1,1,1,1713,21.495,0.75987,0.83854,336.2
160,35,11,400,250,25000,600,1,1,1,1,2168.8,20.941,0.74209,0.8592,351.67
180,35,11,400,250,25000,600,1,1,1,1,2634,20.386,0.72404,0.86973,367.13
160,30,14,400,250,25000,600,1,1,1,1,1678.7,20.537,0.72899,0.85514,362.91
180,30,14,400,250,25000,600,1,1,1,1,2067.5,19.933,0.70907,0.86494,379.78
120,35,14,400,250,25000,600,1,1,1,1,1267.9,21.142,0.74858,0.79012,346.04
140,35,14,400,250,25000,600,1,1,1,1,1713,20.437,0.72569,0.82806,365.72
160,35,14,400,250,25000,600,1,1,1,1,2168.8,19.731,0.70236,0.8466,385.4
180,35,14,400,250,25000,600,1,1,1,1,2634,19.026,0.67856,0.85482,405.08
140,30,8,600,250,25000,600,1,1,1,1,1294.9,22.956,0.82101,0.85162,300.15
160,30,8,600,250,25000,600,1,1,1,1,1675.7,22.611,0.81035,0.87471,309.79
180,30,8,600,250,25000,600,1,1,1,1,2064.5,22.265,0.7996,0.88781,319.42
120,35,8,600,250,25000,600,1,1,1,1,1264.9,22.956,0.82101,0.8066,300.15
140,35,8,600,250,25000,600,1,1,1,1,1710,22.553,0.80856,0.84817,311.39
160,35,8,600,250,25000,600,1,1,1,1,2165.8,22.15,0.796,0.87063,322.64
180,35,8,600,250,25000,600,1,1,1,1,2631.1,21.747,0.7833,0.88309,333.88
140,30,11,600,250,25000,600,1,1,1,1,1294.9,22.049,0.79283,0.84368,325.45
160,30,11,600,250,25000,600,1,1,1,1,1675.7,21.574,0.77782,0.86533,338.7
180,30,11,600,250,25000,600,1,1,1,1,2064.5,21.099,0.76263,0.87691,351.96
120,35,11,600,250,25000,600,1,1,1,1,1264.9,22.049,0.79283,0.79866,325.45
140,35,11,600,250,25000,600,1,1,1,1,1710,21.495,0.7753,0.83854,340.91
160,35,11,600,250,25000,600,1,1,1,1,2165.8,20.941,0.75752,0.8592,356.38
180,35,11,600,250,25000,600,1,1,1,1,2631.1,20.386,0.73947,0.86973,371.84
180,30,14,600,250,25000,600,1,1,1,1,2064.5,19.933,0.7245,0.86494,384.49
120,35,14,600,250,25000,600,1,1,1,1,1264.9,21.142,0.76401,0.79012,350.75
140,35,14,600,250,25000,600,1,1,1,1,1710,20.437,0.74112,0.82806,370.43
160,35,14,600,250,25000,600,1,1,1,1,2165.8,19.731,0.71779,0.8466,390.11
180,35,14,600,250,25000,600,1,1,1,1,2631.1,19.026,0.69399,0.85482,409.79
140,30,8,800,250,25000,600,1,1,1,1,1292.4,22.956,0.83644,0.85162,304.85
160,30,8,800,250,25000,600,1,1,1,1,1673.3,22.611,0.82578,0.87471,314.49
180,30,8,800,250,25000,600,1,1,1,1,2062.1,22.265,0.81503,0.88781,324.13
120,35,8,800,250,25000,600,1,1,1,1,1262.4,22.956,0.83644,0.8066,304.85
140,35,8,800,250,25000,600,1,1,1,1,1707.6,22.553,0.82399,0.84817,316.1
160,35,8,800,250,25000,600,1,1,1,1,2163.3,22.15,0.81143,0.87063,327.35
180,35,8,800,250,25000,600,1,1,1,1,2628.6,21.747,0.79873,0.88309,338.59
140,30,11,800,250,25000,600,1,1,1,1,1292.4,22.049,0.80827,0.84368,330.16
160,30,11,800,250,25000,600,1,1,1,1,1673.3,21.574,0.79325,0.86533,343.41
180,30,11,800,250,25000,600,1,1,1,1,2062.1,21.099,0.77806,0.87691,356.67
120,35,11,800,250,25000,600,1,1,1,1,1262.4,22.049,0.80827,0.79866,330.16
140,35,11,800,250,25000,600,1,1,1,1,1707.6,21.495,0.79073,0.83854,345.62
160,35,11,800,250,25000,600,1,1,1,1,2163.3,20.941,0.77295,0.8592,361.08
180,35,11,800,250,25000,600,1,1,1,1,2628.6,20.386,0.7549,0.86973,376.55
180,30,14,800,250,25000,600,1,1,1,1,2062.1,19.933,0.73993,0.86494,389.2
120,35,14,800,250,25000,600,1,1,1,1,1262.4,21.142,0.77945,0.79012,355.46
140,35,14,800,250,25000,600,1,1,1,1,1707.6,20.437,0.75655,0.82806,375.14
160,35,14,800,250,25000,600,1,1,1,1,2163.3,19.731,0.73322,0.8466,394.82
180,35,14,800,250,25000,600,1,1,1,1,2628.6,19.026,0.70942,0.85482,414.5
180,25,8,400,350,25000,600,1,1,1,1,1317.2,22.783,0.79827,0.89234,301.86
140,30,8,400,350,25000,600,1,1,1,1,1097.9,22.956,0.80359,0.85162,297.04
160,30,8,400,350,25000,600,1,1,1,1,1478.7,22.611,0.79293,0.87471,306.68
180,30,8,400,350,25000,600,1,1,1,1,1867.5,22.265,0.78218,0.88781,316.32
120,35,8,400,350,25000,600,1,1,1,1,1067.9,22.956,0.80359,0.8066,297.04
140,35,8,400,350,25000,600,1,1,1,1,1513,22.553,0.79114,0.84817,308.29
160,35,8,400,350,25000,600,1,1,1,1,1968.8,22.15,0.77857,0.87063,319.53
180,35,8,400,350,25000,600,1,1,1,1,2434,21.747,0.76588,0.88309,330.78
140,30,11,400,350,25000,600,1,1,1,1,1097.9,22.049,0.77541,0.84368,322.35
160,30,11,400,350,25000,600,1,1,1,1,1478.7,21.574,0.7604,0.86533,335.6
180,30,11,400,350,25000,600,1,1,1,1,1867.5,21.099,0.7452,0.87691,348.85
120,35,11,400,350,25000,600,1,1,1,1,1067.9,22.049,0.77541,0.79866,322.35
140,35,11,400,350,25000,600,1,1,1,1,1513,21.495,0.75788,0.83854,337.81
160,35,11,400,350,25000,600,1,1,1,1,1968.8,20.941,0.7401,0.8592,353.27
180,35,11,400,350,25000,600,1,1,1,1,2434,20.386,0.72205,0.86973,368.74
160,30,14,400,350,25000,600,1,1,1,1,1478.7,20.537,0.727,0.85514,364.52
180,30,14,400,350,25000,600,1,1,1,1,1867.5,19.933,0.70708,0.86494,381.39
120,35,14,400,350,25000,600,1,1,1,1,1067.9,21.142,0.74659,0.79012,347.65
140,35,14,400,350,25000,600,1,1,1,1,1513,20.437,0.7237,0.82806,367.33
160,35,14,400,350,25000,600,1,1,1,1,1968.8,19.731,0.70037,0.8466,387.01
180,35,14,400,350,25000,600,1,1,1,1,2434,19.026,0.67656,0.85482,406.69
140,30,8,600,350,25000,600,1,1,1,1,1094.9,22.956,0.81902,0.85162,301.75
160,30,8,600,350,25000,600,1,1,1,1,1475.7,22.611,0.80836,0.87471,311.39
180,30,8,600,350,25000,600,1,1,1,1,1864.5,22.265,0.79761,0.88781,321.03
120,35,8,600,350,25000,600,1,1,1,1,1064.9,22.956,0.81902,0.8066,301.75
140,35,8,600,350,25000,600,1,1,1,1,1510,22.553,0.80657,0.84817,313
160,35,8,600,350,25000,600,1,1,1,1,1965.8,22.15,0.794,0.87063,324.24
180,35,8,600,350,25000,600,1,1,1,1,2431.1,21.747,0.78131,0.88309,335.49
140,30,11,600,350,25000,600,1,1,1,1,1094.9,22.049,0.79084,0.84368,327.05
160,30,11,600,350,25000,600,1,1,1,1,1475.7,21.574,0.77583,0.86533,340.31
180,30,11,600,350,25000,600,1,1,1,1,1864.5,21.099,0.76063,0.87691,353.56
120,35,11,600,350,25000,600,1,1,1,1,1064.9,22.049,0.79084,0.79866,327.05
140,35,11,600,350,25000,600,1,1,1,1,1510,21.495,0.77331,0.83854,342.52
160,35,11,600,350,25000,600,1,1,1,1,1965.8,20.941,0.75553,0.8592,357.98
180,35,11,600,350,25000,600,1,1,1,1,2431.1,20.386,0.73748,0.86973,373.44
180,30,14,600,350,25000,600,1,1,1,1,1864.5,19.933,0.72251,0.86494,386.09
120,35,14,600,350,25000,600,1,1,1,1,1064.9,21.142,0.76202,0.79012,352.36
140,35,14,600,350,25000,600,1,1,1,1,1510,20.437,0.73913,0.82806,372.04
160,35,14,600,350,25000,600,1,1,1,1,1965.8,19.731,0.7158,0.8466,391.72
180,35,14,600,350,25000,600,1,1,1,1,2431.1,19.026,0.692,0.85482,411.4
140,30,8,800,350,25000,600,1,1,1,1,1092.4,22.956,0.83445,0.85162,306.46
160,30,8,800,350,25000,600,1,1,1,1,1473.3,22.611,0.82379,0.87471,316.1
180,30,8,800,350,25000,600,1,1,1,1,1862.1,22.265,0.81304,0.88781,325.74
120,35,8,800,350,25000,600,1,1,1,1,1062.4,22.956,0.83445,0.8066,306.46
