L,B,D,Crane,POB,Power,LWI,MP,Fuel,ROV,DP,Deck_Area,Prof,MAU1,MAU2,CAPEX
140,35,8,800,350,25000,600,1,1,1,1,1507.6,22.553,0.822,0.84817,317.7
160,35,8,800,350,25000,600,1,1,1,1,1963.3,22.15,0.80944,0.87063,328.95
180,35,8,800,350,25000,600,1,1,1,1,2428.6,21.747,0.79674,0.88309,340.2
140,30,11,800,350,25000,600,1,1,1,1,1092.4,22.049,0.80627,0.84368,331.76
160,30,11,800,350,25000,600,1,1,1,1,1473.3,21.574,0.79126,0.86533,345.02
180,30,11,800,350,25000,600,1,1,1,1,1862.1,21.099,0.77606,0.87691,358.27
120,35,11,800,350,25000,600,1,1,1,1,1062.4,22.049,0.80627,0.79866,331.76
140,35,11,800,350,25000,600,1,1,1,1,1507.6,21.495,0.78874,0.83854,347.23
160,35,11,800,350,25000,600,1,1,1,1,1963.3,20.941,0.77096,0.8592,362.69
180,35,11,800,350,25000,600,1,1,1,1,2428.6,20.386,0.75291,0.86973,378.15
120,35,14,800,350,25000,600,1,1,1,1,1062.4,21.142,0.77745,0.79012,357.07
140,35,14,800,350,25000,600,1,1,1,1,1507.6,20.437,0.75456,0.82806,376.75
160,35,14,800,350,25000,600,1,1,1,1,1963.3,19.731,0.73123,0.8466,396.43
180,35,14,800,350,25000,600,1,1,1,1,2428.6,19.026,0.70743,0.85482,416.11
