design_id,L,B,D,Crane,POB,Power,LWI,MP,Fuel,ROV,DP,Deck_Area,ROI,MAU1,MAU2,CAPEX
65.7,120,20,14,600,250,25000,600,0,0,1,1,371.13,0.053286,0.43411,0.39131,260.02
65.8,140,20,14,600,250,25000,600,0,0,1,1,603.05,0.04814,0.40593,0.39039,271.27
65.9,160,20,14,600,250,25000,600,0,0,1,1,840.52,0.043403,0.3787,0.38137,282.51
66,180,20,14,600,250,25000,600,0,0,1,1,1082.9,0.03903,0.35238,0.36856,293.76
66.1,120,25,14,600,250,25000,600,0,0,1,1,691.13,0.045724,0.3922,0.35812,276.89
66.2,140,25,14,600,250,25000,600,0,0,1,1,991.9,0.040091,0.35888,0.35351,290.95
66.3,160,25,14,600,250,25000,600,0,0,1,1,1299.9,0.034978,0.32692,0.34122,305
66.4,180,25,14,600,250,25000,600,0,0,1,1,1614.3,0.030316,0.29625,0.3255,319.06
66.5,120,30,14,600,250,25000,600,0,0,1,1,1022.9,0.03903,0.35238,0.32703,293.76
66.6,140,30,14,600,250,25000,600,0,0,1,1,1394.9,0.033063,0.3145,0.31931,310.63
66.7,160,30,14,600,250,25000,600,0,0,1,1,1775.7,0.027711,0.27842,0.30434,327.5
66.8,180,30,14,600,250,25000,600,0,0,1,1,2164.5,0.022883,0.24399,0.28632,344.36
66.9,120,35,14,600,250,25000,600,0,0,1,1,1364.9,0.033063,0.3145,0.29787,310.63
67,140,35,14,600,250,25000,600,0,0,1,1,1810,0.026872,0.27257,0.28755,330.31
67.1,160,35,14,600,250,25000,600,0,0,1,1,2265.8,0.021377,0.23286,0.27041,349.99
67.2,180,35,14,600,250,25000,600,0,0,1,1,2731.1,0.016467,0.12573,0.12573,369.67
67.3,120,20,8,800,250,25000,600,0,0,1,1,368.67,0.066746,0.55977,0.41195,235.81
67.4,140,20,8,800,250,25000,600,0,0,1,1,600.59,0.063096,0.5424,0.44244,242.24
67.5,160,20,8,800,250,25000,600,0,0,1,1,838.06,0.059634,0.47905,0.4515,248.66
67.6,180,20,8,800,250,25000,600,0,0,1,1,1080.5,0.056347,0.46225,0.44571,255.09
67.7,120,25,8,800,250,25000,600,0,0,1,1,688.67,0.061342,0.53383,0.39349,245.45
67.8,140,25,8,800,250,25000,600,0,0,1,1,989.44,0.057153,0.46642,0.42896,253.48
67.9,160,25,8,800,250,25000,600,0,0,1,1,1297.4,0.053222,0.44578,0.42488,261.52
68,180,25,8,800,250,25000,600,0,0,1,1,1611.8,0.049524,0.42565,0.41658,269.55
68.1,120,30,8,800,250,25000,600,0,0,1,1,1020.5,0.056347,0.46225,0.40418,255.09
68.2,140,30,8,800,250,25000,600,0,0,1,1,1392.4,0.051716,0.43767,0.40602,264.73
68.3,160,30,8,800,250,25000,600,0,0,1,1,1773.3,0.04741,0.4138,0.39954,274.37
68.4,180,30,8,800,250,25000,600,0,0,1,1,2162.1,0.043396,0.39062,0.38903,284.01
68.5,120,35,8,800,250,25000,600,0,0,1,1,1362.4,0.051716,0.43767,0.38458,264.73
68.6,140,35,8,800,250,25000,600,0,0,1,1,1807.6,0.046722,0.40989,0.38406,275.97
68.7,160,35,8,800,250,25000,600,0,0,1,1,2263.3,0.042118,0.38304,0.37542,287.22
68.8,180,35,8,800,250,25000,600,0,0,1,1,2728.6,0.037862,0.35707,0.36296,298.47
68.9,120,20,11,800,250,25000,600,0,0,1,1,368.67,0.058797,0.47482,0.41426,250.27
69,140,20,11,800,250,25000,600,0,0,1,1,600.59,0.054376,0.45192,0.41737,259.11
69.1,160,20,11,800,250,25000,600,0,0,1,1,838.06,0.050246,0.42964,0.41205,267.94
69.2,180,20,11,800,250,25000,600,0,0,1,1,1080.5,0.04638,0.40794,0.40262,276.78
69.3,120,25,11,800,250,25000,600,0,0,1,1,688.67,0.052276,0.4407,0.38699,263.52
69.4,140,25,11,800,250,25000,600,0,0,1,1,989.44,0.047324,0.41331,0.38675,274.57
69.5,160,25,11,800,250,25000,600,0,0,1,1,1297.4,0.042754,0.38682,0.37837,285.61
69.6,180,25,11,800,250,25000,600,0,0,1,1,1611.8,0.038524,0.36119,0.36614,296.66
69.7,120,30,11,800,250,25000,600,0,0,1,1,1020.5,0.04638,0.40794,0.36109,276.78
69.8,140,30,11,800,250,25000,600,0,0,1,1,1392.4,0.041023,0.37647,0.3579,290.03
69.9,160,30,11,800,250,25000,600,0,0,1,1,1773.3,0.036134,0.3462,0.34689,303.29
70,180,30,11,800,250,25000,600,0,0,1,1,2162.1,0.031655,0.31708,0.33231,316.54
70.1,120,35,11,800,250,25000,600,0,0,1,1,1362.4,0.041023,0.37647,0.33646,290.03
70.2,140,35,11,800,250,25000,600,0,0,1,1,1807.6,0.035361,0.34127,0.3307,305.5
70.3,160,35,11,800,250,25000,600,0,0,1,1,2263.3,0.030244,0.30762,0.31744,320.96
70.4,180,35,11,800,250,25000,600,0,0,1,1,2728.6,0.025598,0.27539,0.3009,336.42
70.5,120,20,14,800,250,25000,600,0,0,1,1,368.67,0.051716,0.43767,0.38458,264.73
70.6,140,20,14,800,250,25000,600,0,0,1,1,600.59,0.046722,0.40989,0.38406,275.97
70.7,160,20,14,800,250,25000,600,0,0,1,1,838.06,0.042118,0.38304,0.37542,287.22
70.8,180,20,14,800,250,25000,600,0,0,1,1,1080.5,0.037862,0.35707,0.36296,298.47
70.9,120,25,14,800,250,25000,600,0,0,1,1,688.67,0.044374,0.39635,0.35199,281.6
71,140,25,14,800,250,25000,600,0,0,1,1,989.44,0.038896,0.36348,0.34783,295.66
71.1,160,25,14,800,250,25000,600,0,0,1,1,1297.4,0.033915,0.33195,0.33596,309.71
71.2,180,25,14,800,250,25000,600,0,0,1,1,1611.8,0.029366,0.30166,0.32062,323.77
71.3,120,30,14,800,250,25000,600,0,0,1,1,1020.5,0.037862,0.35707,0.32143,298.47
71.4,140,30,14,800,250,25000,600,0,0,1,1,1392.4,0.032047,0.31969,0.3142,315.34
71.5,160,30,14,800,250,25000,600,0,0,1,1,1773.3,0.026822,0.28405,0.29969,332.2
71.6,180,30,14,800,250,25000,600,0,0,1,1,2162.1,0.022102,0.25002,0.28207,349.07
71.7,120,35,14,800,250,25000,600,0,0,1,1,1362.4,0.032047,0.31969,0.29276,315.34
71.8,140,35,14,800,250,25000,600,0,0,1,1,1807.6,0.026002,0.27827,0.28296,335.02
71.9,160,35,14,800,250,25000,600,0,0,1,1,2263.3,0.020629,0.23902,0.26629,354.7
72,180,35,14,800,250,25000,600,0,0,1,1,2728.6,0.01582,0.1211,0.1211,374.38
72.1,120,20,8,400,350,25000,600,0,0,1,1,174.1,0.070232,0.53842,0.42345,228
72.2,140,20,8,400,350,25000,600,0,0,1,1,406.02,0.066364,0.52066,0.45355,234.43
72.3,160,20,8,400,350,25000,600,0,0,1,1,643.49,0.062703,0.50321,0.46589,240.85
72.4,180,20,8,400,350,25000,600,0,0,1,1,885.92,0.059233,0.4522,0.45756,247.28
72.5,120,25,8,400,350,25000,600,0,0,1,1,494.1,0.064509,0.5119,0.4044,237.64
72.6,140,25,8,400,350,25000,600,0,0,1,1,794.87,0.060083,0.49033,0.43195,245.67
72.7,160,25,8,400,350,25000,600,0,0,1,1,1102.8,0.055938,0.43532,0.43632,253.71
72.8,180,25,8,400,350,25000,600,0,0,1,1,1417.2,0.052047,0.4147,0.42754,261.74
72.9,120,30,8,400,350,25000,600,0,0,1,1,825.92,0.059233,0.4522,0.41603,247.28
73,140,30,8,400,350,25000,600,0,0,1,1,1197.9,0.054352,0.42701,0.41727,256.92
73.1,160,30,8,400,350,25000,600,0,0,1,1,1578.7,0.049825,0.40257,0.41021,266.56
73.2,180,30,8,400,350,25000,600,0,0,1,1,1967.5,0.045613,0.37884,0.39915,276.2
73.3,120,35,8,400,350,25000,600,0,0,1,1,1167.9,0.054352,0.42701,0.39583,256.92
73.4,140,35,8,400,350,25000,600,0,0,1,1,1613,0.049102,0.39857,0.39464,268.16
73.5,160,35,8,400,350,25000,600,0,0,1,1,2068.8,0.044274,0.37109,0.38537,279.41
73.6,180,35,8,400,350,25000,600,0,0,1,1,2534,0.03982,0.34453,0.37232,290.66
73.7,120,20,11,400,350,25000,600,0,0,1,1,174.1,0.061818,0.4989,0.39514,242.46
73.8,140,20,11,400,350,25000,600,0,0,1,1,406.02,0.057154,0.44161,0.42896,251.3
73.9,160,20,11,400,350,25000,600,0,0,1,1,643.49,0.052806,0.41878,0.4231,260.13
74,180,20,11,400,350,25000,600,0,0,1,1,885.92,0.048744,0.39657,0.41315,268.97
74.1,120,25,11,400,350,25000,600,0,0,1,1,494.1,0.054942,0.43012,0.39831,255.71
74.2,140,25,11,400,350,25000,600,0,0,1,1,794.87,0.049734,0.40207,0.39741,266.76
74.3,160,25,11,400,350,25000,600,0,0,1,1,1102.8,0.04494,0.37495,0.38841,277.8
74.4,180,25,11,400,350,25000,600,0,0,1,1,1417.2,0.040513,0.34874,0.37559,288.85
74.5,120,30,11,400,350,25000,600,0,0,1,1,825.92,0.048744,0.39657,0.37162,268.97
74.6,140,30,11,400,350,25000,600,0,0,1,1,1197.9,0.043127,0.36436,0.3677,282.22
74.7,160,30,11,400,350,25000,600,0,0,1,1,1578.7,0.038015,0.33342,0.35601,295.48
74.8,180,30,11,400,350,25000,600,0,0,1,1,1967.5,0.033341,0.30366,0.34079,308.73
74.9,120,35,11,400,350,25000,600,0,0,1,1,1167.9,0.043127,0.36436,0.34626,282.22
75,140,35,11,400,350,25000,600,0,0,1,1,1613,0.037207,0.32838,0.33971,297.68
75.1,160,35,11,400,350,25000,600,0,0,1,1,2068.8,0.031871,0.29399,0.32572,313.15
75.2,180,35,11,400,350,25000,600,0,0,1,1,2534,0.027038,0.2611,0.30851,328.61
75.3,120,20,14,400,350,25000,600,0,0,1,1,174.1,0.054352,0.42701,0.39583,256.92
75.4,140,20,14,400,350,25000,600,0,0,1,1,406.02,0.049102,0.39857,0.39464,268.16
75.5,160,20,14,400,350,25000,600,0,0,1,1,643.49,0.044274,0.37109,0.38537,279.41
75.6,180,20,14,400,350,25000,600,0,0,1,1,885.92,0.03982,0.34453,0.37232,290.66
75.7,120,25,14,400,350,25000,600,0,0,1,1,494.1,0.046639,0.38471,0.36225,273.79
75.8,140,25,14,400,350,25000,600,0,0,1,1,794.87,0.040901,0.35108,0.35733,287.84
75.9,160,25,14,400,350,25000,600,0,0,1,1,1102.8,0.035698,0.31884,0.34476,301.9
76,180,25,14,400,350,25000,600,0,0,1,1,1417.2,0.030957,0.2879,0.32877,315.96
76.1,120,30,14,400,350,25000,600,0,0,1,1,825.92,0.03982,0.34453,0.33079,290.66
76.2,140,30,14,400,350,25000,600,0,0,1,1,1197.9,0.03375,0.30632,0.32274,307.52
76.3,160,30,14,400,350,25000,600,0,0,1,1,1578.7,0.028311,0.26993,0.30747,324.39
76.4,180,30,14,400,350,25000,600,0,0,1,1,1967.5,0.023409,0.23522,0.28918,341.26
76.5,120,35,14,400,350,25000,600,0,0,1,1,1167.9,0.03375,0.30632,0.3013,307.52
76.6,140,35,14,400,350,25000,600,0,0,1,1,1613,0.027459,0.26403,0.29063,327.2
76.7,160,35,14,400,350,25000,600,0,0,1,1,2068.8,0.021881,0.22401,0.27318,346.88
76.8,180,35,14,400,350,25000,600,0,0,1,1,2534,0.016903,0.12884,0.12884,366.56
76.9,120,20,8,600,350,25000,600,0,0,1,1,171.13,0.068103,0.54686,0.41647,232.71
77,140,20,8,600,350,25000,600,0,0,1,1,403.05,0.064369,0.52934,0.44681,239.13
77.1,160,20,8,600,350,25000,600,0,0,1,1,640.52,0.06083,0.51212,0.45937,245.56
77.2,180,20,8,600,350,25000,600,0,0,1,1,882.95,0.057472,0.45529,0.45036,251.99
77.3,120,25,8,600,350,25000,600,0,0,1,1,491.13,0.062576,0.52069,0.39777,242.35
77.4,140,25,8,600,350,25000,600,0,0,1,1,791.9,0.058296,0.4595,0.43365,250.38
77.5,160,25,8,600,350,25000,600,0,0,1,1,1099.9,0.054281,0.43866,0.42937,258.41
77.6,180,25,8,600,350,25000,600,0,0,1,1,1414.3,0.050509,0.41833,0.42088,266.45
77.7,120,30,8,600,350,25000,600,0,0,1,1,822.95,0.057472,0.45529,0.40883,251.99
77.8,140,30,8,600,350,25000,600,0,0,1,1,1194.9,0.052744,0.43047,0.41044,261.63
77.9,160,30,8,600,350,25000,600,0,0,1,1,1575.7,0.048353,0.40638,0.40373,271.27
78,180,30,8,600,350,25000,600,0,0,1,1,1964.5,0.044262,0.38298,0.39301,280.9
78.1,120,35,8,600,350,25000,600,0,0,1,1,1164.9,0.052744,0.43047,0.389,261.63
78.2,140,35,8,600,350,25000,600,0,0,1,1,1610,0.047651,0.40243,0.38821,272.87
78.3,160,35,8,600,350,25000,600,0,0,1,1,2065.8,0.042961,0.37533,0.37933,284.12
78.4,180,35,8,600,350,25000,600,0,0,1,1,2531.1,0.038627,0.34913,0.36663,295.36
78.5,120,20,11,600,350,25000,600,0,0,1,1,171.13,0.059974,0.46798,0.41903,247.17
78.6,140,20,11,600,350,25000,600,0,0,1,1,403.05,0.055459,0.44486,0.42192,256
78.7,160,20,11,600,350,25000,600,0,0,1,1,640.52,0.051245,0.42236,0.41639,264.84
78.8,180,20,11,600,350,25000,600,0,0,1,1,882.95,0.047303,0.40046,0.40675,273.68
78.9,120,25,11,600,350,25000,600,0,0,1,1,491.13,0.053316,0.43353,0.39144,260.42
79,140,25,11,600,350,25000,600,0,0,1,1,791.9,0.048265,0.40588,0.39094,271.47
79.1,160,25,11,600,350,25000,600,0,0,1,1,1099.9,0.043608,0.37915,0.38231,282.51
79.2,180,25,11,600,350,25000,600,0,0,1,1,1414.3,0.039301,0.35329,0.36985,293.56
79.3,120,30,11,600,350,25000,600,0,0,1,1,822.95,0.047303,0.40046,0.36522,273.68
79.4,140,30,11,600,350,25000,600,0,0,1,1,1194.9,0.041845,0.3687,0.36175,286.93
79.5,160,30,11,600,350,25000,600,0,0,1,1,1575.7,0.03687,0.33817,0.35047,300.18
79.6,180,30,11,600,350,25000,600,0,0,1,1,1964.5,0.032315,0.3088,0.33564,313.44
79.7,120,35,11,600,350,25000,600,0,0,1,1,1164.9,0.041845,0.3687,0.34031,286.93
79.8,140,35,11,600,350,25000,600,0,0,1,1,1610,0.036083,0.3332,0.33424,302.39
79.9,160,35,11,600,350,25000,600,0,0,1,1,2065.8,0.030881,0.29926,0.3207,317.86
80,180,35,11,600,350,25000,600,0,0,1,1,2531.1,0.026162,0.26677,0.30389,333.32
80.1,120,20,14,600,350,25000,600,0,0,1,1,171.13,0.052744,0.43047,0.389,261.63
80.2,140,20,14,600,350,25000,600,0,0,1,1,403.05,0.047651,0.40243,0.38821,272.87
80.3,160,20,14,600,350,25000,600,0,0,1,1,640.52,0.042961,0.37533,0.37933,284.12
80.4,180,20,14,600,350,25000,600,0,0,1,1,882.95,0.038627,0.34913,0.36663,295.36
80.5,120,25,14,600,350,25000,600,0,0,1,1,491.13,0.045258,0.38877,0.35602,278.49
80.6,140,25,14,600,350,25000,600,0,0,1,1,791.9,0.039679,0.3556,0.35156,292.55
80.7,160,25,14,600,350,25000,600,0,0,1,1,1099.9,0.034612,0.32379,0.33941,306.61
80.8,180,25,14,600,350,25000,600,0,0,1,1,1414.3,0.029989,0.29324,0.32383,320.67
80.9,120,30,14,600,350,25000,600,0,0,1,1,822.95,0.038627,0.34913,0.32511,295.36
81,140,30,14,600,350,25000,600,0,0,1,1,1194.9,0.032713,0.31142,0.31756,312.23
81.1,160,30,14,600,350,25000,600,0,0,1,1,1575.7,0.027405,0.27549,0.30275,329.1
81.2,180,30,14,600,350,25000,600,0,0,1,1,1964.5,0.022614,0.2412,0.28486,345.97
81.3,120,35,14,600,350,25000,600,0,0,1,1,1164.9,0.032713,0.31142,0.29612,312.23
81.4,140,35,14,600,350,25000,600,0,0,1,1,1610,0.026573,0.26967,0.28597,331.91
81.5,160,35,14,600,350,25000,600,0,0,1,1,2065.8,0.02112,0.23011,0.26899,351.59
81.6,180,35,14,600,350,25000,600,0,0,1,1,2531.1,0.016245,0.12414,0.12414,371.27
81.7,120,20,8,800,350,25000,600,0,0,1,1,168.67,0.066058,0.55547,0.40965,237.42
81.8,140,20,8,800,350,25000,600,0,0,1,1,400.59,0.06245,0.53818,0.44022,243.84
81.9,160,20,8,800,350,25000,600,0,0,1,1,638.06,0.059027,0.47526,0.44904,250.27
82,180,20,8,800,350,25000,600,0,0,1,1,880.49,0.055776,0.45855,0.44333,256.69
82.1,120,25,8,800,350,25000,600,0,0,1,1,488.67,0.060717,0.52965,0.39129,247.06
82.2,140,25,8,800,350,25000,600,0,0,1,1,789.44,0.056574,0.46269,0.42656,255.09
82.3,160,25,8,800,350,25000,600,0,0,1,1,1097.4,0.052684,0.44216,0.42258,263.12
82.4,180,25,8,800,350,25000,600,0,0,1,1,1411.8,0.049024,0.42212,0.41438,271.15
82.5,120,30,8,800,350,25000,600,0,0,1,1,820.49,0.055776,0.45855,0.4018,256.69
82.6,140,30,8,800,350,25000,600,0,0,1,1,1192.4,0.051193,0.43408,0.40377,266.33
82.7,160,30,8,800,350,25000,600,0,0,1,1,1573.3,0.046931,0.41033,0.3974,275.97
82.8,180,30,8,800,350,25000,600,0,0,1,1,1962.1,0.042956,0.38726,0.387,285.61
82.9,120,35,8,800,350,25000,600,0,0,1,1,1162.4,0.051193,0.43408,0.38233,266.33
83,140,35,8,800,350,25000,600,0,0,1,1,1607.6,0.046249,0.40644,0.38193,277.58
83.1,160,35,8,800,350,25000,600,0,0,1,1,2063.3,0.04169,0.37971,0.37342,288.83
83.2,180,35,8,800,350,25000,600,0,0,1,1,2528.6,0.037472,0.35387,0.36108,300.07
83.3,120,20,11,800,350,25000,600,0,0,1,1,168.67,0.058199,0.47105,0.41182,251.88
83.4,140,20,11,800,350,25000,600,0,0,1,1,400.59,0.053825,0.44827,0.41504,260.71
83.5,160,20,11,800,350,25000,600,0,0,1,1,638.06,0.049739,0.42609,0.40983,269.55
83.6,180,20,11,800,350,25000,600,0,0,1,1,880.49,0.045911,0.4045,0.4005,278.38
83.7,120,25,11,800,350,25000,600,0,0,1,1,488.67,0.051748,0.4371,0.38472,265.13
83.8,140,25,11,800,350,25000,600,0,0,1,1,789.44,0.046845,0.40984,0.38461,276.17
83.9,160,25,11,800,350,25000,600,0,0,1,1,1097.4,0.042319,0.38348,0.37636,287.22
84,180,25,11,800,350,25000,600,0,0,1,1,1411.8,0.038129,0.35796,0.36424,298.26
84.1,120,30,11,800,350,25000,600,0,0,1,1,820.49,0.045911,0.4045,0.35897,278.38
84.2,140,30,11,800,350,25000,600,0,0,1,1,1192.4,0.040605,0.37317,0.35594,291.64
84.3,160,30,11,800,350,25000,600,0,0,1,1,1573.3,0.03576,0.34305,0.34506,304.89
84.4,180,30,11,800,350,25000,600,0,0,1,1,1962.1,0.031319,0.31405,0.33061,318.15
84.5,120,35,11,800,350,25000,600,0,0,1,1,1162.4,0.040605,0.37317,0.3345,291.64
84.6,140,35,11,800,350,25000,600,0,0,1,1,1607.6,0.034993,0.33814,0.32889,307.1
84.7,160,35,11,800,350,25000,600,0,0,1,1,2063.3,0.029919,0.30463,0.31578,322.56
84.8,180,35,11,800,350,25000,600,0,0,1,1,2528.6,0.02531,0.27254,0.29937,338.03
84.9,120,20,14,800,350,25000,600,0,0,1,1,168.67,0.051193,0.43408,0.38233,266.33
85,140,20,14,800,350,25000,600,0,0,1,1,400.59,0.046249,0.40644,0.38193,277.58
85.1,160,20,14,800,350,25000,600,0,0,1,1,638.06,0.04169,0.37971,0.37342,288.83
85.2,180,20,14,800,350,25000,600,0,0,1,1,880.49,0.037472,0.35387,0.36108,300.07
85.3,120,25,14,800,350,25000,600,0,0,1,1,488.67,0.043924,0.39296,0.34993,283.2
85.4,140,25,14,800,350,25000,600,0,0,1,1,789.44,0.038497,0.36025,0.34592,297.26
85.5,160,25,14,800,350,25000,600,0,0,1,1,1097.4,0.033559,0.32885,0.33419,311.32
85.6,180,25,14,800,350,25000,600,0,0,1,1,1411.8,0.029049,0.29869,0.31899,325.37
85.7,120,30,14,800,350,25000,600,0,0,1,1,820.49,0.037472,0.35387,0.31955,300.07
85.8,140,30,14,800,350,25000,600,0,0,1,1,1192.4,0.031707,0.31664,0.31249,316.94
85.9,160,30,14,800,350,25000,600,0,0,1,1,1573.3,0.026525,0.28115,0.29812,333.81
86,180,30,14,800,350,25000,600,0,0,1,1,1962.1,0.021841,0.24727,0.28064,350.68
86.1,120,35,14,800,350,25000,600,0,0,1,1,1162.4,0.031707,0.31664,0.29105,316.94
86.2,140,35,14,800,350,25000,600,0,0,1,1,1607.6,0.025711,0.2754,0.28142,336.62
86.3,160,35,14,800,350,25000,600,0,0,1,1,2063.3,0.020378,0.2363,0.2649,356.3
86.4,180,35,14,800,350,25000,600,0,0,1,1,2528.6,0.015603,0.11954,0.11954,375.98
86.5,120,20,8,400,150,15000,600,1,0,1,1,474.1,0.089515,0.59527,0.46463,192.69
86.6,140,20,8,400,150,15000,600,1,0,1,1,706.02,0.08434,0.57556,0.49492,199.12
86.7,160,20,8,400,150,15000,600,1,0,1,1,943.49,0.079488,0.5562,0.50659,205.54
86.8,180,20,8,400,150,15000,600,1,0,1,1,1185.9,0.07493,0.5372,0.50872,211.97
86.9,120,25,8,400,150,15000,600,1,0,1,1,794.1,0.081875,0.56584,0.44267,202.33
87,140,25,8,400,150,15000,600,1,0,1,1,1094.9,0.076043,0.54192,0.47,210.36
87.1,160,25,8,400,150,15000,600,1,0,1,1,1402.8,0.070641,0.51855,0.4789,218.4
87.2,180,25,8,400,150,15000,600,1,0,1,1,1717.2,0.065621,0.49572,0.47844,226.43
87.3,120,30,8,400,150,15000,600,1,0,1,1,1125.9,0.07493,0.5372,0.42151,211.97
87.4,140,30,8,400,150,15000,600,1,0,1,1,1497.9,0.068589,0.50935,0.44615,221.61
87.5,160,30,8,400,150,15000,600,1,0,1,1,1878.7,0.062777,0.48227,0.45259,231.25
87.6,180,30,8,400,150,15000,600,1,0,1,1,2267.5,0.05743,0.42903,0.44379,240.89
87.7,120,35,8,400,150,15000,600,1,0,1,1,1467.9,0.068589,0.50935,0.40113,221.61
87.8,140,35,8,400,150,15000,600,1,0,1,1,1913,0.061855,0.47783,0.42335,232.85
87.9,160,35,8,400,150,15000,600,1,0,1,1,2368.8,0.055742,0.42037,0.42872,244.1
88,180,35,8,400,150,15000,600,1,0,1,1,2834,0.050166,0.39076,0.413,255.35
88.1,120,20,11,400,150,15000,600,1,0,1,1,474.1,0.078322,0.55142,0.43199,207.15
88.2,140,20,11,400,150,15000,600,1,0,1,1,706.02,0.072219,0.5255,0.45794,215.99
88.3,160,20,11,400,150,15000,600,1,0,1,1,943.49,0.066597,0.50024,0.46558,224.82
88.4,180,20,11,400,150,15000,600,1,0,1,1,1185.9,0.061399,0.47562,0.46395,233.66
88.5,120,25,11,400,150,15000,600,1,0,1,1,794.1,0.069352,0.51279,0.40364,220.4
88.6,140,25,11,400,150,15000,600,1,0,1,1,1094.9,0.062661,0.48171,0.42615,231.45
88.7,160,25,11,400,150,15000,600,1,0,1,1,1402.8,0.05658,0.42469,0.43221,242.49
88.8,180,25,11,400,150,15000,600,1,0,1,1,1717.2,0.051029,0.39545,0.41675,253.54
88.9,120,30,11,400,150,15000,600,1,0,1,1,1125.9,0.061399,0.47562,0.37674,233.66
89,140,30,11,400,150,15000,600,1,0,1,1,1497.9,0.0543,0.41287,0.40965,246.91
89.1,160,30,11,400,150,15000,600,1,0,1,1,1878.7,0.047925,0.3784,0.39505,260.17
89.2,180,30,11,400,150,15000,600,1,0,1,1,2267.5,0.042167,0.34537,0.37694,273.42
89.3,120,35,11,400,150,15000,600,1,0,1,1,1467.9,0.0543,0.41287,0.38714,246.91
89.4,140,35,11,400,150,15000,600,1,0,1,1,1913,0.046925,0.3728,0.37757,262.37
89.5,160,35,11,400,150,15000,600,1,0,1,1,2368.8,0.04037,0.33466,0.36045,277.84
89.6,180,35,11,400,150,15000,600,1,0,1,1,2834,0.034507,0.29833,0.34019,293.3
89.7,120,20,14,400,150,15000,600,1,0,1,1,474.1,0.068589,0.50935,0.40113,221.61
89.8,140,20,14,400,150,15000,600,1,0,1,1,706.02,0.061855,0.47783,0.42335,232.85
89.9,160,20,14,400,150,15000,600,1,0,1,1,943.49,0.055742,0.42037,0.42872,244.1
90,180,20,14,400,150,15000,600,1,0,1,1,1185.9,0.050166,0.39076,0.413,255.35
90.1,120,25,14,400,150,15000,600,1,0,1,1,794.1,0.058726,0.43559,0.4055,238.48
90.2,140,25,14,400,150,15000,600,1,0,1,1,1094.9,0.051514,0.39806,0.39775,252.53
90.3,160,25,14,400,150,15000,600,1,0,1,1,1402.8,0.045062,0.36221,0.38218,266.59
90.4,180,25,14,400,150,15000,600,1,0,1,1,1717.2,0.039256,0.32792,0.36324,280.65
90.5,120,30,14,400,150,15000,600,1,0,1,1,1125.9,0.050166,0.39076,0.36939,255.35
90.6,140,30,14,400,150,15000,600,1,0,1,1,1497.9,0.042667,0.34831,0.35817,272.21
90.7,160,30,14,400,150,15000,600,1,0,1,1,1878.7,0.036044,0.30807,0.33967,289.08
90.8,180,30,14,400,150,15000,600,1,0,1,1,2267.5,0.03015,0.26986,0.31826,305.95
90.9,120,35,14,400,150,15000,600,1,0,1,1,1467.9,0.042667,0.34831,0.33566,272.21
91,140,35,14,400,150,15000,600,1,0,1,1,1913,0.035014,0.30156,0.3216,291.89
91.1,160,35,14,400,150,15000,600,1,0,1,1,2368.8,0.028327,0.25755,0.30078,311.57
91.2,180,35,14,400,150,15000,600,1,0,1,1,2834,0.022435,0.21602,0.2775,331.25
91.3,120,20,8,600,150,15000,600,1,0,1,1,471.13,0.086545,0.60233,0.45625,197.4
91.4,140,20,8,600,150,15000,600,1,0,1,1,703.05,0.081583,0.58289,0.48682,203.82
91.5,160,20,8,600,150,15000,600,1,0,1,1,940.52,0.076924,0.56381,0.49877,210.25
91.6,180,20,8,600,150,15000,600,1,0,1,1,1182.9,0.072542,0.54508,0.50116,216.68
91.7,120,25,8,600,150,15000,600,1,0,1,1,791.13,0.079217,0.57331,0.43471,207.04
91.8,140,25,8,600,150,15000,600,1,0,1,1,1091.9,0.073613,0.54973,0.46238,215.07
91.9,160,25,8,600,150,15000,600,1,0,1,1,1399.9,0.068411,0.52669,0.47161,223.1
92,180,25,8,600,150,15000,600,1,0,1,1,1714.3,0.063572,0.50417,0.47147,231.14
92.1,120,30,8,600,150,15000,600,1,0,1,1,1122.9,0.072542,0.54508,0.41395,216.68
92.2,140,30,8,600,150,15000,600,1,0,1,1,1494.9,0.066434,0.51762,0.43899,226.32
92.3,160,30,8,600,150,15000,600,1,0,1,1,1875.7,0.060826,0.49091,0.4458,235.96
92.4,180,30,8,600,150,15000,600,1,0,1,1,2264.5,0.055658,0.43197,0.43645,245.59
92.5,120,35,8,600,150,15000,600,1,0,1,1,1464.9,0.066434,0.51762,0.39397,226.32
92.6,140,35,8,600,150,15000,600,1,0,1,1,1910,0.059936,0.45369,0.43292,237.56
92.7,160,35,8,600,150,15000,600,1,0,1,1,2365.8,0.054025,0.42344,0.4215,248.81
92.8,180,35,8,600,150,15000,600,1,0,1,1,2831.1,0.048625,0.39428,0.40623,260.05
92.9,120,20,11,600,150,15000,600,1,0,1,1,471.13,0.075804,0.5591,0.42423,211.86
93,140,20,11,600,150,15000,600,1,0,1,1,703.05,0.069932,0.53354,0.45055,220.69
93.1,160,20,11,600,150,15000,600,1,0,1,1,940.52,0.064513,0.50863,0.45854,229.53
93.2,180,20,11,600,150,15000,600,1,0,1,1,1182.9,0.059495,0.45149,0.45223,238.37
93.3,120,25,11,600,150,15000,600,1,0,1,1,791.13,0.067169,0.52101,0.39642,225.11
