design_id,capability,propulsion,fuel_mass,dfc,payload,speed,deltav,base_mass,mass_fraction,isp,dry_mass,wet_mass,cost,mau_1_1,fpn_1_1,mau_2_1,fpn_2_1,mau_3_1,fpn_3_1,mau_4_1,fpn_4_1,mau_5_1,fpn_5_1,mau_6_1,fpn_6_1,mau_7_1,fpn_7_1,mau_8_1,fpn_8_1,mau_1_2,fpn_1_2,mau_2_2,fpn_2_2,mau_3_2,fpn_3_2,mau_4_2,fpn_4_2,mau_5_2,fpn_5_2,mau_6_2,fpn_6_2,mau_7_2,fpn_7_2,mau_8_2,fpn_8_2,capability_name,propulsion_name
1,0,0,30,0,300,1,142.61,0,0.12,300,603.6,633.6,96.876,0.20393,0,0.17464,0,NaN,NaN,0.30232,0,0.054643,0,0.11746,0,NaN,NaN,0.29393,0,0.20393,0,0.17464,0,NaN,NaN,0.30232,0,0.054643,0,0.11746,0,NaN,NaN,0.29393,0,Low,Biprop
2,0,0,100,0,300,1,444.96,0,0.12,300,612,712,98.92,0.23346,0,0.18449,0,NaN,NaN,0.30724,0,0.064487,0,0.13328,0,NaN,NaN,0.32346,0,0.23346,0,0.18449,0,NaN,NaN,0.30724,0,0.064487,0,0.13328,0,NaN,NaN,0.32346,0,Low,Biprop
3,0,0,300,0,300,1,1136.1,0,0.12,300,636,936,104.76,0.30096,0,0.20699,0,NaN,NaN,0.31849,0,0.086988,0,0.16945,0,NaN,NaN,0.39096,0,0.30096,0.010388,0.20699,0,NaN,NaN,0.31849,0,0.086988,0.010388,0.16945,0.010388,NaN,NaN,0.39096,0,Low,Biprop
4,0,0,600,0,300,1,1876,0,0.12,300,672,1272,113.52,0.37323,0.11294,0.23108,0,NaN,NaN,0.33054,0,0.11108,0.11294,0.20816,0.11294,NaN,NaN,0.46323,0,0.37323,0.16695,0.23108,0.14915,NaN,NaN,0.33054,0.14915,0.11108,0.16695,0.20816,0.16695,NaN,NaN,0.46323,0.14557,Low,Biprop
5,0,0,1200,0,300,1,2823.8,0,0.12,300,744,1944,131.04,0.46581,0.36926,0.26194,0,NaN,NaN,0.34597,0,0.14194,0.19955,0.25775,0.36926,NaN,NaN,0.55581,0,0.46581,0.48003,0.26194,0.29826,NaN,NaN,0.34597,0.29826,0.14194,0.3113,0.25775,0.48003,NaN,NaN,0.55581,0.2911,Low,Biprop
6,0,0,3000,0,300,1,4166.2,0,0.12,300,960,3960,183.6,0.59693,0.96841,0.30564,0.092373,NaN,NaN,0.36782,0.042664,0.18564,0.7139,0.328,0.96841,NaN,NaN,0.68693,0.25436,0.59693,1.2506,0.30564,0.90961,NaN,NaN,0.36782,0.84074,0.18564,0.99758,0.328,1.2506,NaN,NaN,0.68693,0.88776,Low,Biprop
7,0,0,10000,0,300,1,5528.1,0,0.12,300,1800,11800,388,0.64684,3.7038,0.32228,1.1937,0.40737,2.9594,0.37921,1.1937,0.20228,1.1937,0.42711,3.9584,NaN,NaN,0.73684,1.8562,0.64684,4.6504,0.32228,2.8701,0.40737,3.5146,0.37921,2.0912,0.20228,2.8701,0.42711,4.9034,NaN,NaN,0.73684,3.4927,Low,Biprop
8,0,0,30000,0,300,1,6165.6,0,0.12,300,4200,34200,972,0.66597,8.6306,0.32866,9.5247,0.48387,9.8686,0.38399,9.5247,0.20866,6.7135,0.47492,12.501,NaN,NaN,0.75597,8.6306,0.66597,12.011,0.32866,12.175,0.48387,13.764,0.38399,12.175,0.20866,8.5471,0.47492,15.34,NaN,NaN,0.75597,11.723,Low,Biprop
9,0,1,30,0,300,1,213.81,0,0.13,450,603.9,633.9,96.924,0.21088,0,0.17696,0,NaN,NaN,0.30348,0,0.056961,0,0.12119,0,NaN,NaN,0.30088,0,0.21552,0,0.17851,0,NaN,NaN,0.30425,0,0.058508,0,0.12367,0,NaN,NaN,0.30552,0,Low,Cryo
10,0,1,100,0,300,1,666.42,0,0.13,450,613,713,99.08,0.25509,0,0.1917,0,NaN,NaN,0.31085,0,0.071698,0,0.14487,0,NaN,NaN,0.34509,0,0.26956,0,0.19652,0,NaN,NaN,0.31326,0,0.076519,0,0.15262,0,NaN,NaN,0.35956,0,Low,Cryo
11,0,1,300,0,300,1,1697.5,0,0.13,450,639,939,105.24,0.3558,0,0.22527,0,NaN,NaN,0.32763,0,0.10527,0,0.19882,0,NaN,NaN,0.4458,0,0.39264,0.017815,0.23755,0,NaN,NaN,0.33377,0,0.11755,0.017815,0.21856,0.017815,NaN,NaN,0.48264,0,Low,Cryo
12,0,1,600,0,300,1,2795.5,0,0.13,450,678,1278,114.48,0.46305,0.127,0.26102,0,NaN,NaN,0.34551,0,0.14102,0,0.25628,0.127,NaN,NaN,0.55305,0,0.52373,0.013113,0.28124,0,NaN,NaN,0.35562,0,0.16124,0.013113,0.28878,0.013113,NaN,NaN,0.61373,0,Low,Cryo
13,0,1,1200,0,300,1,4192.2,0,0.13,450,756,1956,132.96,0.59947,0.22764,0.30649,0,NaN,NaN,0.36825,0,0.18649,0.22764,0.32936,0.22764,NaN,NaN,0.68947,0,0.63471,0.34106,0.31824,0,0.35886,0,0.37618,0,0.19824,0.087999,0.39679,0.34106,NaN,NaN,0.72471,0,Low,Cryo
14,0,1,3000,0,300,1,6146.8,0,0.13,450,990,3990,188.4,0.66541,0.78414,0.32847,0,0.48162,0,0.38385,0,0.20847,0,0.47351,1.0386,NaN,NaN,0.75541,0,0.70638,0,0.34213,0,0.64554,0,0.3941,0,0.22213,0,0.57596,1.3249,NaN,NaN,0.79638,0,Low,Cryo
15,0,1,10000,0,300,1,8091,0,0.13,450,1900,11900,404,0.72373,0.32185,0.34791,1.216,0.71492,0.32622,0.39843,1.216,0.22791,0.66125,0.61932,4.1924,NaN,NaN,0.81373,0.32185,0.75577,1.822,0.35859,1.9862,0.79153,1.7894,0.4,1.9862,0.23859,1.1548,0.69942,4.8977,NaN,NaN,0.84577,1.7782,Low,Cryo
16,0,1,30000,0,300,1,8982.6,0,0.13,450,4500,34500,1020,0.74107,6.056,0.35369,10.227,0.76214,9.4593,0.4,10.227,0.23369,6.056,0.66267,12.949,NaN,NaN,0.83107,5.8825,0.77344,7.9607,0.36448,12.605,0.82688,4.1751,0.4,12.917,0.24448,6.9023,0.7436,11.058,NaN,NaN,0.86344,4.149,Low,Cryo
17,0,2,30,0,300,0,1359.3,25,0.3,3000,634,664,101.74,0.22276,0.041273,0.11425,0.071151,NaN,NaN,0.022127,0.071151,0.044255,0.071151,0.13112,0.041273,NaN,NaN,NaN,NaN,0.22307,0.034983,0.11436,0.071503,NaN,NaN,0.022179,0.071503,0.044357,0.071503,0.13129,0.034983,NaN,NaN,NaN,NaN,Low,Electric
18,0,2,100,0,300,0,4177.2,25,0.3,3000,655,755,105.8,0.49801,0,0.206,0.015234,NaN,NaN,0.068001,0.13054,0.136,0,0.27858,0,NaN,NaN,NaN,NaN,0.50093,0,0.20698,0,NaN,NaN,0.068489,0.13055,0.13698,0,0.28014,0,NaN,NaN,NaN,NaN,Low,Electric
19,0,2,300,0,300,0,10301,25,0.3,3000,715,1015,117.4,0.66244,0,0.26081,0.022136,NaN,NaN,0.1,0.30023,0.19081,0,0.66611,0,NaN,NaN,NaN,NaN,0.66545,0,0.26182,0,NaN,NaN,0.1,0.29924,0.19182,0,0.67363,0,NaN,NaN,NaN,NaN,Low,Electric
20,0,2,600,0,300,0,16374,25,0.3,3000,805,1405,134.8,0.69,0,0.27,0.026952,NaN,NaN,0.1,0.55475,0.2,0,0.81,0,NaN,NaN,NaN,NaN,0.69,0,0.27,0.24,NaN,NaN,0.1,0.55228,0.2,0,0.81,0,NaN,NaN,NaN,NaN,Low,Electric
21,0,2,1200,0,300,0,23424,25,0.3,3000,985,2185,169.6,0.69,6.49E-05,0.27,0.536,NaN,NaN,0.1,1.0638,0.2,0.0000649,0.81,0.0000649,NaN,NaN,NaN,NaN,0.69,0.0000646,0.27,0.74609,NaN,NaN,0.1,1.0584,0.2,0.0000646,0.81,0.0000646,NaN,NaN,NaN,NaN,Low,Electric
22,0,2,3000,0,300,0,31976,25,0.3,3000,1525,4525,274,0.69,7.91E-05,0.27,2.0632,NaN,NaN,0.1,2.591,0.2,0.85696,0.81,0.0000791,NaN,NaN,NaN,NaN,0.69,0.95262,0.27,1.9364,NaN,NaN,0.1,2.5766,0.2,0.95262,0.81,0.0000786,NaN,NaN,NaN,NaN,Low,Electric
23,0,2,10000,0,300,0,38927,25,0.3,3000,3625,13625,680,0.69,4.3592,0.27,6.3675,NaN,NaN,0.1,8.53,0.2,4.3592,0.81,2.6624,NaN,NaN,NaN,NaN,0.69,5.7045,0.27,6.8568,NaN,NaN,0.1,8.4808,0.2,4.8528,0.81,3.8493,NaN,NaN,NaN,NaN,Low,Electric
24,0,2,30000,0,300,0,41604,25,0.3,3000,9625,39625,1840,0.69,15.994,0.27,21.978,NaN,NaN,0.1,24.971,0.2,12.86,0.81,11.942,NaN,NaN,NaN,NaN,0.69,17.5,0.27,21.738,NaN,NaN,0.1,25.038,0.2,12.649,0.81,11.943,NaN,NaN,NaN,NaN,Low,Electric
25,0,3,30,0,300,1,272.06,1000,0.2,1500,1606,1636,257.26,0.21657,2.3139,0.17886,2.2308,NaN,NaN,0.30443,2.2238,0.058858,2.2308,0.12424,2.2404,NaN,NaN,0.30657,2.3139,0.22528,1.4515,0.18176,1.4515,NaN,NaN,0.30588,1.3422,0.06176,1.4515,0.1289,1.4515,NaN,NaN,0.31528,1.4166,Low,Nuclear
26,0,3,100,0,300,1,880.5,1000,0.2,1500,1620,1720,260.2,0.276,2.2738,0.19867,2.2668,NaN,NaN,0.31433,2.1317,0.078668,2.2668,0.15607,2.2668,NaN,NaN,0.366,2.2738,0.30311,1.4103,0.2077,1.3925,NaN,NaN,0.31885,1.3925,0.087705,1.4103,0.1706,1.4103,NaN,NaN,0.39311,1.3591,Low,Nuclear
27,0,3,300,0,300,1,2442.1,1000,0.2,1500,1660,1960,268.6,0.42853,2.3815,0.24951,1.9842,NaN,NaN,0.33975,1.9842,0.12951,2.2118,0.23778,2.3815,NaN,NaN,0.51853,2.2545,0.49665,1.3855,0.27222,1.0445,NaN,NaN,0.35111,1.0445,0.15222,1.3855,0.27428,1.3855,NaN,NaN,0.58665,1.3396,Low,Nuclear
28,0,3,600,0,300,1,4398.9,1000,0.2,1500,1720,2320,281.2,0.61297,2.3961,0.31099,1.3575,0.27186,1.3759,0.37074,1.3188,0.19099,1.3575,0.34242,2.3961,NaN,NaN,0.70297,1.3575,0.64624,1.6015,0.32208,0.27668,0.40496,0.27178,0.37906,0.27668,0.20208,0.27668,0.4256,1.6015,NaN,NaN,0.73624,0.27004,Low,Nuclear
29,0,3,1200,0,300,1,7380.8,1000,0.2,1500,1840,3040,306.4,0.70242,0,0.34081,0,0.62969,0,0.39311,0,0.22081,0,0.56606,2.7648,NaN,NaN,0.79242,0,0.7399,0,0.3533,0,0.75979,0,0.4,0,0.2333,0,0.65974,1.7803,NaN,NaN,0.8299,0,Low,Nuclear
30,0,3,3000,0,300,1,12645,1000,0.2,1500,2200,5200,382,0.79,0,0.37,0.89416,0.86,0,0.4,0.89416,0.25,0,0.80112,0.96366,NaN,NaN,0.88,0,0.79,0,0.37,0.16431,0.86,0,0.4,0.16431,0.25,0,0.84545,0,NaN,NaN,0.88,0,Low,Nuclear
31,0,3,10000,0,300,1,19538,1000,0.2,1500,3600,13600,676,0.79,1.024,0.37,5.1948,0.86,0.0000552,0.4,5.1948,0.25,2.5298,0.86,1.0857,NaN,NaN,0.88,0.98952,0.79,1.5745,0.37,5.2026,0.86,0.0000601,0.4,5.2026,0.25,2.5299,0.86,1.0857,NaN,NaN,0.88,1.5367,Low,Nuclear
32,0,3,30000,0,300,1,23503,1000,0.2,1500,7600,37600,1516,0.79,9.0109,0.37,16.419,0.86,6,0.4,16.955,0.25,8.1204,0.86,6.5141,NaN,NaN,0.88,6.0001,0.79,10.29,0.37,18.539,0.86,6,0.4,18.032,0.25,9.7011,0.86,6.5142,NaN,NaN,0.88,6.0001,Low,Nuclear
33,1,0,30,0,1000,1,43.694,0,0.12,300,2003.6,2033.6,320.88,0.28427,3.1544,0.45142,0,NaN,NaN,0.54071,0,0.12642,2.9765,0.17229,3.1462,NaN,NaN,0.34427,3.1614,0.28427,3.3333,0.45142,0,NaN,NaN,0.54071,0,0.12642,3.1646,0.17229,3.3333,NaN,NaN,0.34427,3.2432,Medium,Biprop
34,1,0,100,0,1000,1,142.61,0,0.12,300,2012,2112,322.92,0.29393,3.1843,0.45464,0,NaN,NaN,0.54232,0,0.12964,3.0064,0.17746,3.1761,NaN,NaN,0.35393,3.1913,0.29393,3.3698,0.45464,0,NaN,NaN,0.54232,0,0.12964,3.2011,0.17746,3.3698,NaN,NaN,0.35393,3.2788,Medium,Biprop
35,1,0,300,0,1000,1,404.11,0,0.12,300,2036,2336,328.76,0.31947,3.2697,0.46316,0,NaN,NaN,0.54658,0,0.13816,3.0918,0.19115,3.2615,NaN,NaN,0.37947,3.2697,0.31947,3.4742,0.46316,0,NaN,NaN,0.54658,0,0.13816,3.3055,0.19115,3.4742,NaN,NaN,0.37947,3.3734,Medium,Biprop
36,1,0,600,0,1000,1,747.68,0,0.12,300,2072,2672,337.52,0.35303,3.3896,0.47434,0,NaN,NaN,0.55217,0,0.14934,3.2199,0.20912,3.3896,NaN,NaN,0.41303,3.2769,0.35303,3.6307,0.47434,0,NaN,NaN,0.55217,0,0.14934,3.4621,0.20912,3.6307,NaN,NaN,0.41303,3.5262,Medium,Biprop
37,1,0,1200,0,1000,1,1306.8,0,0.12,300,2144,3344,355.04,0.40764,3.6459,0.49255,0,NaN,NaN,0.56127,0,0.16755,3.2217,0.23838,3.6459,NaN,NaN,0.46764,3.519,0.40764,3.9439,0.49255,0.2143,NaN,NaN,0.56127,0.098974,0.16755,3.284,0.23838,3.9439,NaN,NaN,0.46764,3.6717,Medium,Biprop
38,1,0,3000,0,1000,1,2411.7,0,0.12,300,2360,5360,407.6,0.51556,4.2451,0.52852,0.20481,NaN,NaN,0.57926,0,0.20352,1.4804,0.29619,4.2451,NaN,NaN,0.57556,4.0175,0.51556,4.7144,0.52852,0.49152,NaN,NaN,0.57926,0,0.20352,2.6811,0.29619,4.7144,NaN,NaN,0.57556,4.2684,Medium,Biprop
39,1,0,10000,0,1000,1,4166.2,0,0.12,300,3200,13200,612,0.68693,3.3645,0.58564,0.83578,NaN,NaN,0.60782,0.4694,0.26064,1.4528,0.388,7.235,NaN,NaN,0.74693,4.4704,0.68693,6.0557,0.58564,1.5745,NaN,NaN,0.60782,1.5745,0.26064,1.5745,0.388,8.3672,NaN,NaN,0.74693,6.1818,Medium,Biprop
40,1,0,30000,0,1000,1,5437.8,0,0.12,300,5600,35600,1196,0.73413,8.6306,0.60138,4.3299,0.45653,13.19,0.61853,3.4394,0.27638,4.3299,0.48033,15.778,0.22276,10.617,0.79413,8.6306,0.73413,12.011,0.60138,5.7424,0.45653,17.166,0.61853,5.7424,0.27638,5.7424,0.48033,18.804,0.22276,13.269,0.79413,10.894,Medium,Biprop
41,1,1,30,0,1000,1,65.532,0,0.13,450,2003.9,2033.9,320.92,0.2864,3.1551,0.45213,0,NaN,NaN,0.54107,0,0.12713,2.9772,0.17343,3.1469,NaN,NaN,0.3464,3.1621,0.28782,3.334,0.45261,0,NaN,NaN,0.5413,0,0.12761,3.1653,0.17419,3.334,NaN,NaN,0.34782,3.2439,Medium,Cryo
42,1,1,100,0,1000,1,213.81,0,0.13,450,2013,2113,323.08,0.30088,3.1866,0.45696,0,NaN,NaN,0.54348,0,0.13196,3.0087,0.18119,3.1784,NaN,NaN,0.36088,3.1866,0.30552,3.3723,0.45851,0,NaN,NaN,0.54425,0,0.13351,3.2036,0.18367,3.3723,NaN,NaN,0.36552,3.274,Medium,Cryo
43,1,1,300,0,1000,1,605.33,0,0.13,450,2039,2339,329.24,0.33913,3.2685,0.46971,0,NaN,NaN,0.54985,0,0.14471,3.0988,0.20167,3.2685,NaN,NaN,0.39913,3.2767,0.35226,3.4816,0.47409,0,NaN,NaN,0.55204,0,0.14909,3.3129,0.20871,3.4816,NaN,NaN,0.41226,3.3807,Medium,Cryo
44,1,1,600,0,1000,1,1118.7,0,0.13,450,2078,2678,338.48,0.38926,3.4037,0.48642,0,NaN,NaN,0.55821,0,0.16142,2.9794,0.22853,3.4037,NaN,NaN,0.44926,3.2767,0.41355,3.6456,0.49452,0,NaN,NaN,0.56226,0,0.16952,3.0848,0.24154,3.6456,NaN,NaN,0.47355,3.3807,Medium,Cryo
45,1,1,1200,0,1000,1,1951.4,0,0.13,450,2156,3356,356.96,0.4706,3.5043,0.51353,0,NaN,NaN,0.57177,0,0.18853,2.0172,0.27211,3.5043,NaN,NaN,0.5306,3.2767,0.51296,3.8048,0.52765,0,NaN,NaN,0.57883,0,0.20265,1.9708,0.2948,3.8048,NaN,NaN,0.57296,3.7008,Medium,Cryo
46,1,1,3000,0,1000,1,3586.4,0,0.13,450,2390,5390,412.4,0.6303,4.0607,0.56677,0,NaN,NaN,0.59838,0,0.24177,0.44475,0.35766,4.3153,NaN,NaN,0.6903,3.2767,0.7025,2.7553,0.59083,0,0.33001,3.4019,0.61063,0,0.26583,0.56572,0.40126,4.7886,0.20167,0.57465,0.7625,3.3807,Medium,Cryo
47,1,1,10000,0,1000,1,6146.8,0,0.13,450,3300,13300,628,0.75541,3.5985,0.60847,0.32186,0.54162,4.7683,0.62385,0.32186,0.28347,0.32186,0.53351,7.4691,0.23694,1.9775,0.81541,3.5985,0.79638,1.8219,0.62213,1.6948,0.70554,5.4253,0.6341,0.5939,0.29713,1.5747,0.63596,8.3616,0.26426,2.9188,0.85638,2.3616,Medium,Cryo
48,1,1,30000,0,1000,1,7963.5,0,0.13,450,5900,35900,1244,0.80991,5.0321,0.62664,4.1416,0.75962,10.038,0.63748,4.1416,0.30164,4.1416,0.66976,15.225,0.27327,11.347,0.86991,5.0321,0.84324,4.2027,0.63775,6.4846,0.84648,7.3519,0.64,6.4846,0.31275,6.4846,0.7531,12.692,0.34198,7.8368,0.90324,3.6759,Medium,Cryo
49,1,2,30,0,1000,0,430.46,25,0.3,3000,2034,2064,325.74,0.22205,3.3156,0.36402,0.07116,NaN,NaN,0.24701,3.3478,0.089015,3.2173,0.14252,3.2255,NaN,NaN,NaN,NaN,0.22208,3.4964,0.36403,0.071531,NaN,NaN,0.24701,3.5353,0.089025,3.4048,0.14254,3.4048,NaN,NaN,NaN,NaN,Medium,Electric
50,1,2,100,0,1000,0,1396.9,25,0.3,3000,2055,2155,329.8,0.31645,3.2849,0.39548,0.13055,NaN,NaN,0.26274,3.4072,0.12048,3.107,0.1931,3.2767,NaN,NaN,NaN,NaN,0.31677,3.4638,0.39559,0.13059,NaN,NaN,0.2628,3.5944,0.12059,3.2951,0.19327,3.4638,NaN,NaN,NaN,NaN,Medium,Electric
51,1,2,300,0,1000,0,3899.7,25,0.3,3000,2115,2415,341.4,0.56091,3.2767,0.47697,0.042736,NaN,NaN,0.30348,3.3194,0.20197,0.65773,0.32406,3.2767,NaN,NaN,NaN,NaN,0.56345,3.4638,0.47782,0,NaN,NaN,0.30391,3.4508,0.20282,1.9541,0.32542,3.4638,NaN,NaN,NaN,NaN,Medium,Electric
52,1,2,600,0,1000,0,7075.9,25,0.3,3000,2205,2805,358.8,0.68328,0.76873,0.51776,0,NaN,NaN,0.33082,3.3036,0.24276,0,0.55319,3.5312,0.055518,0,NaN,NaN,0.68587,2.3449,0.51862,0,NaN,NaN,0.33147,3.3759,0.24362,0.38803,0.55969,3.7169,0.05725,0,NaN,NaN,Medium,Electric
53,1,2,1200,0,1000,0,11982,25,0.3,3000,2385,3585,393.6,0.77971,0.16975,0.5499,0,NaN,NaN,0.34,3.0017,0.2749,0,0.79428,1.7067,0.23923,0,NaN,NaN,0.78,0.89407,0.55,0,NaN,NaN,0.34,3.6393,0.275,0,0.80088,0.9904,0.2494,0,NaN,NaN,Medium,Electric
54,1,2,3000,0,1000,0,20753,25,0.3,3000,2925,5925,498,0.78,1.1433,0.55,1.2522,NaN,NaN,0.34,4.4111,0.275,0,0.87,0,0.4,0,NaN,NaN,0.78,1.1434,0.55,0.95257,NaN,NaN,0.34,4.4164,0.275,0.0000922,0.87,0,0.4,0,NaN,NaN,Medium,Electric
55,1,2,10000,0,1000,0,32202,25,0.3,3000,5025,15025,904,0.78,4.3592,0.55,4.7174,NaN,NaN,0.34,8.53,0.275,3.3695,0.87,0.05855,0.4,0.060866,NaN,NaN,0.78,4.8528,0.55,5.3156,NaN,NaN,0.34,8.4809,0.275,3.8139,0.87,0.0000911,0.4,0.0000614,NaN,NaN,Medium,Electric
56,1,2,30000,0,1000,0,38632,25,0.3,3000,11025,41025,2064,0.78,11.433,0.55,16.137,NaN,NaN,0.34,24.16,0.275,15.893,0.87,6.5141,0.4,17.208,NaN,NaN,0.78,11.433,0.55,15.453,NaN,NaN,0.34,24.024,0.275,15.414,0.87,6.5142,0.4,16.947,NaN,NaN,Medium,Electric
57,1,3,30,0,1000,1,145.98,1000,0.2,1500,3006,3036,481.26,0.29426,5.5004,0.45475,2.1027,NaN,NaN,0.54238,1.8464,0.12975,5.3226,0.17764,5.4923,NaN,NaN,0.35426,5.5004,0.29643,4.8238,0.45548,1.3421,NaN,NaN,0.54274,1.1782,0.13048,4.655,0.1788,4.8238,NaN,NaN,0.35643,4.6906,Medium,Nuclear
58,1,3,100,0,1000,1,478.87,1000,0.2,1500,3020,3120,484.2,0.32677,5.5353,0.46559,2.1317,NaN,NaN,0.5478,1.8613,0.14059,5.1111,0.19506,5.5353,NaN,NaN,0.38677,5.5435,0.33378,4.8741,0.46793,1.2286,NaN,NaN,0.54896,1.2286,0.14293,4.7054,0.19881,4.8741,NaN,NaN,0.39378,4.7397,Medium,Nuclear
59,1,3,300,0,1000,1,1374.8,1000,0.2,1500,3060,3360,492.6,0.41429,5.6582,0.49476,1.9842,NaN,NaN,0.56238,1.2434,0.16976,3.9168,0.24194,5.4885,NaN,NaN,0.47429,5.5312,0.43344,5.0181,0.50115,1.1325,NaN,NaN,0.56557,1.0445,0.17615,3.5246,0.2522,4.8494,NaN,NaN,0.49344,4.7202,Medium,Nuclear
60,1,3,600,0,1000,1,2585.6,1000,0.2,1500,3120,3720,505.2,0.53255,5.6728,0.53418,1.6325,NaN,NaN,0.58209,1.3575,0.20918,2.1416,0.30529,5.6728,NaN,NaN,0.59255,5.4452,0.5662,5.0653,0.5454,0.50079,NaN,NaN,0.5877,0.27667,0.2204,1.7364,0.32332,5.0653,NaN,NaN,0.6262,4.6109,Medium,Nuclear
61,1,3,1200,0,1000,1,4631.7,1000,0.2,1500,3240,4440,530.4,0.70995,2.1708,0.59332,0,0.3598,5.0707,0.61249,0,0.26832,0.66662,0.41988,6.0414,0.20663,2.0809,0.76995,2.2473,0.72643,2.1683,0.59881,0,0.42571,4.0978,0.61661,0,0.27381,0.12055,0.46107,5.4971,0.21762,1.2944,0.78643,3.3807,Medium,Nuclear
62,1,3,3000,0,1000,1,8910.2,1000,0.2,1500,3600,6600,606,0.8299,0,0.6333,0,0.81979,3.3212,0.64,0,0.3083,0,0.71974,6.8928,0.30639,1.6428,0.8899,0,0.84307,0,0.63769,0,0.84614,1.3864,0.64,0,0.31269,0,0.75267,6.2242,0.34152,1.0682,0.90307,0,Medium,Nuclear
63,1,3,10000,0,1000,1,16150,1000,0.2,1500,5000,15000,900,0.88,0,0.65,0,0.92,0,0.64,0.0000896,0.325,0,0.92,0,0.5692,0,0.94,0,0.88,0,0.65,0,0.92,0,0.64,0.0000925,0.325,0,0.92,0,0.57582,0,0.94,0,Medium,Nuclear
64,1,3,30000,0,1000,1,21555,1000,0.2,1500,9000,39000,1740,0.88,2.9256,0.65,10.869,0.92,2.7051,0.64,11.397,0.325,11.14,0.92,1.0857,0.6,3.0422,0.94,2.3525,0.88,4.4985,0.65,12.116,0.92,3.8581,0.64,13.165,0.325,12.613,0.92,1.0858,0.6,4.7581,0.94,2.929,Medium,Nuclear
65,2,0,100,0,3000,1,48.5,0,0.12,300,6012,6112,962.92,0.37474,12.538,0.73158,0,NaN,NaN,0.84079,0,0.42658,0,0.23254,12.368,NaN,NaN,0.38474,12.411,0.37474,13.266,0.73158,0,NaN,NaN,0.84079,0,0.42658,0,0.23254,13.098,NaN,NaN,0.38474,12.771,High,Biprop
66,2,0,300,0,3000,1,142.61,0,0.12,300,6036,6336,968.76,0.38393,12.623,0.73464,0,NaN,NaN,0.84232,0,0.42964,0,0.23746,12.454,NaN,NaN,0.39393,12.496,0.38393,13.371,0.73464,0,NaN,NaN,0.84232,0,0.42964,0,0.23746,13.202,NaN,NaN,0.39393,12.872,High,Biprop
67,2,0,600,0,3000,1,277.04,0,0.12,300,6072,6672,977.52,0.39706,12.582,0.73902,0,NaN,NaN,0.84451,0,0.43402,0,0.2445,12.582,NaN,NaN,0.40706,12.625,0.39706,13.359,0.73902,0,NaN,NaN,0.84451,0,0.43402,0,0.2445,13.359,NaN,NaN,0.40706,13.025,High,Biprop
68,2,0,1200,0,3000,1,524.52,0,0.12,300,6144,7344,995.04,0.42123,12.838,0.74708,0,NaN,NaN,0.84854,0,0.44208,0,0.25745,12.838,NaN,NaN,0.43123,12.611,0.42123,13.672,0.74708,0,NaN,NaN,0.84854,0,0.44208,0.058305,0.25745,13.672,NaN,NaN,0.43123,13.331,High,Biprop
69,2,0,3000,0,3000,1,1136.1,0,0.12,300,6360,9360,1047.6,0.48096,13.607,0.76699,0.20483,NaN,NaN,0.85849,0,0.46199,0.20483,0.28945,13.607,NaN,NaN,0.49096,13.379,0.48096,14.611,0.76699,0.49148,NaN,NaN,0.85849,0,0.46199,0.49148,0.28945,14.611,NaN,NaN,0.49096,13.927,High,Biprop
70,2,0,10000,0,3000,1,2560.2,0,0.12,300,7200,17200,1252,0.62007,12.726,0.81336,0.97763,NaN,NaN,0.88168,0.08781,0.50836,1.6676,0.36397,16.597,NaN,NaN,0.63007,13.832,0.62007,14.935,0.81336,1.5745,NaN,NaN,0.88168,1.5745,0.50836,2.626,0.36397,18.264,NaN,NaN,0.63007,16.532,High,Biprop
71,2,0,30000,0,3000,1,4166.2,0,0.12,300,9600,39600,1836,0.77693,11.784,0.86564,4.3299,NaN,NaN,0.90782,3.2369,0.56064,4.33,0.448,24.885,NaN,NaN,0.78693,13.692,0.77693,11.784,0.86564,6.6201,NaN,NaN,0.90782,3.2369,0.56064,6.1512,0.448,28.447,NaN,NaN,0.78693,15.307,High,Biprop
72,2,0,50000,0,3000,1,4828.1,0,0.12,300,12000,62000,2420,0.80584,12.873,0.87528,5.3611,0.44338,30.216,0.91396,4.1326,0.57028,11.982,0.49461,33.428,0.49056,13.386,0.81584,12.873,0.80584,17.409,0.87528,7.5125,0.44338,35.168,0.91396,7.5125,0.57028,16.179,0.49461,35.808,0.49056,17.873,0.81584,15.345,High,Biprop
73,2,1,100,0,3000,1,72.738,0,0.13,450,6013,6113,963.08,0.3771,12.54,0.73237,0,NaN,NaN,0.84118,0,0.42737,0,0.23381,12.371,NaN,NaN,0.3871,12.413,0.37868,13.269,0.73289,0,NaN,NaN,0.84145,0,0.42789,0,0.23465,13.1,NaN,NaN,0.38868,12.773,High,Cryo
74,2,1,300,0,3000,1,213.81,0,0.13,450,6039,6339,969.24,0.39088,12.461,0.73696,0,NaN,NaN,0.84348,0,0.43196,0,0.24119,12.461,NaN,NaN,0.40088,12.504,0.39552,13.21,0.73851,0,NaN,NaN,0.84425,0,0.43351,0,0.24367,13.21,NaN,NaN,0.40552,12.88,High,Cryo
